"uid","domainID","siteID","plotID","date","night","eventID","setTraps","disturbedTraps","samplingEffort","samplingProtocol","identificationReferences","remarks","duplicateNightQF","missingRecordsPerBoutQF"
"7DB849B20B694241A0E9782BF5B38AF7","D01","HARV","HARV_023","2014-06-21",1,"MAM.HARV.2014.07",100,34,66,"NEON.DOC.000481","NEON.DOC.001907",,1,0
"866DB6C223F948BCA98B18ADE6EA5AFC","D01","HARV","HARV_001","2014-06-21",1,"MAM.HARV.2014.07",100,5,95,"NEON.DOC.000481","NEON.DOC.001907",,0,0
"41204F8E6F834878B3F6086DB86CCFD5","D01","HARV","HARV_006","2014-06-21",1,"MAM.HARV.2014.07",100,6,94,"NEON.DOC.000481","NEON.DOC.001907",,0,0
"25A4529CFEAB4D96A6D162734820EA1B","D01","HARV","HARV_023","2014-06-22",2,"MAM.HARV.2014.07",100,45,55,"NEON.DOC.000481","NEON.DOC.001907",,1,0
"4B8287332F0649909D407350168EB960","D01","HARV","HARV_001","2014-06-22",2,"MAM.HARV.2014.07",100,5,95,"NEON.DOC.000481","NEON.DOC.001907",,0,0
"645208A6403041DFAF1337F1E56C1241","D01","HARV","HARV_006","2014-06-22",2,"MAM.HARV.2014.07",100,12,88,"NEON.DOC.000481","NEON.DOC.001907",,0,0
"A297994864074504B4E2D2BD86610BE6","D01","HARV","HARV_023","2014-06-23",3,"MAM.HARV.2014.07",100,26,74,"NEON.DOC.000481","NEON.DOC.001907",,1,0
"A1A6C55AB2714EF488F4445F2EE922B7","D01","HARV","HARV_001","2014-06-23",3,"MAM.HARV.2014.07",100,20,80,"NEON.DOC.000481","NEON.DOC.001907",,0,0
"641A70B2B3CC49BD9FDEC01FDAC3A207","D01","HARV","HARV_006","2014-06-23",3,"MAM.HARV.2014.07",100,14,86,"NEON.DOC.000481","NEON.DOC.001907",,0,0
"FF825A3880EE4EA786D2B53C1CF9158E","D01","HARV","HARV_021","2014-07-21",1,"MAM.HARV.2014.08",100,5,95,"NEON.DOC.000481"," NEON.DOC.00190",,0,0
"8882266A30C6438282E0B0A895CFC27A","D01","HARV","HARV_032","2014-07-21",1,"MAM.HARV.2014.08",99,19,80,"NEON.DOC.000481","NEON.DOC.001907",,1,0
"4C877EF45B8A40DD8B8357AA19D842CF","D01","HARV","HARV_014","2014-07-21",1,"MAM.HARV.2014.08",100,2,98,"NEON.DOC.000481","NEON.DOC.001907",,0,0
"1ECFDC41FD7B49149178D8D5FE82094F","D01","HARV","HARV_008","2014-07-21",1,"MAM.HARV.2014.08",100,38,62,"NEON.DOC.000481","NEON.DOC.001907",,0,0
"5129F6DC76B74862805E2510D9D5B791","D01","HARV","HARV_021","2014-07-22",2,"MAM.HARV.2014.08",100,8,92,"NEON.DOC.000481","NEON.DOC.001907",,0,0
"8F5BAAD08C3946DF8145159EC0A7505A","D01","HARV","HARV_032","2014-07-22",2,"MAM.HARV.2014.08",100,12,88,"NEON.DOC.000481","NEON.DOC.001907",,0,0
"F2541A3D15D24AEBB9A012694BA4246F","D01","HARV","HARV_014","2014-07-22",2,"MAM.HARV.2014.08",100,3,97,"NEON.DOC.000481","NEON.DOC.001907",,0,0
"24BDE4E7507645D8A5BA0F04F7B80DEB","D01","HARV","HARV_008","2014-07-22",2,"MAM.HARV.2014.08",100,19,81,"NEON.DOC.000481","NEON.DOC.001907",,0,0
"C449650C712244FFB2B2305E4E3FB897","D01","HARV","HARV_021","2014-07-23",3,"MAM.HARV.2014.08",100,14,86,"NEON.DOC.000481","NEON.DOC.001907",,0,0
"56A917F56129474FB0007E4983DF2FE3","D01","HARV","HARV_008","2014-07-23",3,"MAM.HARV.2014.08",100,10,90,"NEON.DOC.000481","NEON.DOC.001907",,0,0
"5348F998578F4910AC20F91F8B74ABA9","D01","HARV","HARV_014","2014-07-23",3,"MAM.HARV.2014.08",100,3,97,"NEON.DOC.000481","NEON.DOC.001907",,0,0
"FE373DB8383C4F8C83B93C696872642C","D01","HARV","HARV_032","2014-07-23",3,"MAM.HARV.2014.08",100,0,100,"NEON.DOC.000481","NEON.DOC.001907",,0,0
"DB7BA79EAD7B4674AEF00F201CC9B369","D01","HARV","HARV_023","2014-07-24",1,"MAM.HARV.2014.08",100,10,90,"NEON.DOC.000481","NEON.DOC.001907",,0,0
"02423B29DC9C4F9A9FC6128D9C6BAD2A","D01","HARV","HARV_010","2014-07-24",1,"MAM.HARV.2014.08",100,13,87,"NEON.DOC.000481","NEON.DOC.001907",,0,0
"7C5A2F77217C421FAF9F3E0D13F6E245","D01","HARV","HARV_001","2014-07-24",1,"MAM.HARV.2014.08",100,28,72,"NEON.DOC.000481","NEON.DOC.001907",,0,0
"E1172197507741369FFD59500C1CFF36","D01","HARV","HARV_006","2014-07-24",1,"MAM.HARV.2014.08",100,18,82,"NEON.DOC.000481","NEON.DOC.000481",,0,0
"688E3FC3E96247BC986C8179213C656D","D01","HARV","HARV_023","2014-07-25",2,"MAM.HARV.2014.08",100,6,94,"NEON.DOC.000481","NEON.DOC.001907",,0,0
"05AD2B9D04044924922A5F6C4396A202","D01","HARV","HARV_010","2014-07-25",2,"MAM.HARV.2014.08",100,12,88,"NEON.DOC.000481","NEON.DOC.001907",,0,0
"EEAD4D5A97BF4404937980A65A42B946","D01","HARV","HARV_001","2014-07-25",2,"MAM.HARV.2014.08",100,15,85,"NEON.DOC.000481","NEON.DOC.001907",,0,0
"DA3498C380074412A99950FDC245AD00","D01","HARV","HARV_006","2014-07-25",2,"MAM.HARV.2014.08",100,4,96,"NEON.DOC.000481","NEON.DOC.000481","Correction: handler was kauger@field-ops.org, not bchagnon@field-ops.org.  Unable to change plot-level data and unwilling to re-enter complete data.  In a hurry, moving on!;These data were collected by a second team.",1,0
"25D793BDA48E4BC2AF2F886D1CC5AD87","D01","HARV","HARV_010","2014-07-26",3,"MAM.HARV.2014.08",100,14,86,"NEON.DOC.000481","NEON.DOC.001907",,0,0
"8B7F66E054024138819119735005CA3B","D01","HARV","HARV_001","2014-07-26",3,"MAM.HARV.2014.08",100,6,94,"NEON.DOC.000481","NEON.DOC.001907",,0,0
"CABED7184D334117BD891A1502E95F71","D01","HARV","HARV_006","2014-07-26",3,"MAM.HARV.2014.08",100,6,94,"NEON.DOC.000481","NEON.DOC.000481",,0,0
"1E0523271C7B4158B625015E8076CE38","D01","HARV","HARV_023","2014-07-26",3,"MAM.HARV.2014.08",100,3,97,"NEON.DOC.000481","NEON.DOC.001907",,0,0
"4C966252E50B46A6871CBB5E452CB071","D01","HARV","HARV_014","2014-08-16",1,"MAM.HARV.2014.09",100,5,95,"NEON.DOC.000481","NEON.DOC.001907",,0,0
"3D96473BDF8F49E5A7506B5B272B864B","D01","HARV","HARV_008","2014-08-16",1,"MAM.HARV.2014.09",100,9,91,"NEON.DOC.000481","NEON.DOC.001907",,0,1
"17D34F2BFB2945F8AA3E75CA816DC856","D01","HARV","HARV_032","2014-08-16",1,"MAM.HARV.2014.09",100,7,93,"NEON.DOC.000481","NEON.DOC.001907",,0,0
"15C7795AC2CB4D17BA5582DCDEDDE413","D01","HARV","HARV_021","2014-08-16",1,"MAM.HARV.2014.09",100,11,89,"NEON.DOC.000481","NEON.DOC.001907",,0,0
"F3CCF51F50CF4497B37D52874A6AD814","D01","HARV","HARV_032","2014-08-17",2,"MAM.HARV.2014.09",100,11,89,"NEON.DOC.000481","NEON.DOC.001907",,0,0
"F2C3C35410F645F18B084FD349691289","D01","HARV","HARV_014","2014-08-17",2,"MAM.HARV.2014.09",100,4,96,"NEON.DOC.000481","NEON.DOC.001907",,0,0
"9D5FF15E867E40E5ACD36F394CBBC553","D01","HARV","HARV_021","2014-08-17",2,"MAM.HARV.2014.09",100,12,88,"NEON.DOC.000481","NEON.DOC.001907",,0,0
"BEF9471D760C4F3BB9322146C7ABE3C2","D01","HARV","HARV_008","2014-08-17",2,"MAM.HARV.2014.09",100,24,76,"NEON.DOC.000481","NEON.DOC.001907",,0,1
"41EC9B59A1B24CEAA36D88C8D8827E52","D01","HARV","HARV_032","2014-08-18",3,"MAM.HARV.2014.09",100,12,88,"NEON.DOC.000481","NEON.DOC.001907",,0,0
"D4557CECE1704AED8A01E6136F6E1B9A","D01","HARV","HARV_014","2014-08-18",3,"MAM.HARV.2014.09",100,4,96,"NEON.DOC.000481","NEON.DOC.001907",,0,0
"2BC3FB8D851F445597B252DCF7F5B7EF","D01","HARV","HARV_021","2014-08-18",3,"MAM.HARV.2014.09",100,6,94,"NEON.DOC.000481","NEON.DOC.001907",,0,0
"AC0124FCB8BC4E3FAD7A3512FCFE03A1","D01","HARV","HARV_010","2014-08-19",1,"MAM.HARV.2014.09",100,3,97,"NEON.DOC.000481","NEON.DOC.000481",,0,1
"4EC3A779725C463F9F4AC52F047655C4","D01","HARV","HARV_001","2014-08-19",1,"MAM.HARV.2014.09",100,10,90,"NEON.DOC.000481","NEON.DOC.000481",,0,0
"4D337860FA56431298ABFDE54B737E37","D01","HARV","HARV_006","2014-08-19",1,"MAM.HARV.2014.09",100,27,73,"NEON.DOC.000481","NEON.DOC.001907","For HARV_006, 2014-08-19, ID References: NEON.DOC.001907vA",0,0
"38560B8C7BC5440BB319F6D79527ED1B","D01","HARV","HARV_023","2014-08-19",1,"MAM.HARV.2014.09",100,18,82,"NEON.DOC.000481","NEON.DOC.001907",,0,0
"A266BA0A29894A12B0E903CF2A3AF0C4","D01","HARV","HARV_023","2014-08-20",2,"MAM.HARV.2014.09",100,33,67,"NEON.DOC.000481","NEON.DOC.001907",,0,0
"79ABEE2A7ADF449284EB2CB97250777B","D01","HARV","HARV_001","2014-08-20",2,"MAM.HARV.2014.09",100,7,93,"NEON.DOC.000481","NEON.DOC.000481",,0,0
"512DF94A9E0D4EB9879C2ECD5C1F5BC1","D01","HARV","HARV_006","2014-08-20",2,"MAM.HARV.2014.09",100,40,60,"NEON.DOC.000481","NEON.DOC.001907",,0,0
"58B5FEC72C494A26BD20F10C085DC7D0","D01","HARV","HARV_023","2014-08-21",3,"MAM.HARV.2014.09",100,36,64,"NEON.DOC.000481","NEON.DOC.001907",,0,0
"EE4633F1686448F788D874ACACD32CCF","D01","HARV","HARV_010","2014-08-21",2,"MAM.HARV.2014.09",100,3,97,"NEON.DOC.000481","NEON.DOC.000481",,0,1
"C82F004E3E6A42A99A3DDE6C65BE4E26","D01","HARV","HARV_001","2014-08-21",3,"MAM.HARV.2014.09",0,0,0,"NEON.DOC.000481","NEON.DOC.000481","HARV_001 closed due to reaching capture death maximum (08/21/2014), see JIRA ticket FOPS-1431",0,0
"4DA2D1A2BA8E453FA860E0E765644ADF","D01","HARV","HARV_006","2014-08-21",3,"MAM.HARV.2014.09",100,35,65,"NEON.DOC.000481","NEON.DOC.001907",,0,0
"FCB39B7FCB094FD1B009D0D1FB43AA4A","D01","HARV","HARV_010","2014-09-15",1,"MAM.HARV.2014.10",100,5,95,"NEON.DOC.000481","NEON.DOC.001907",,0,0
"F815D89AEB8A482987C0302379647E26","D01","HARV","HARV_023","2014-09-15",1,"MAM.HARV.2014.10",100,20,80,"NEON.DOC.000481","NEON.DOC.001907",,0,0
"ED75764BA47A4172B0DF67FD9247AF84","D01","HARV","HARV_008","2014-09-15",1,"MAM.HARV.2014.10",100,4,96,"NEON.DOC.000481","NEON.DOC.001907",,0,0
"6C538F69219F49CF9083A50B8B3548B7","D01","HARV","HARV_001","2014-09-15",1,"MAM.HARV.2014.10",100,5,95,"NEON.DOC.000481","NEON.DOC.000481",,0,0
"925464ED3D5F42768C719D2221258151","D01","HARV","HARV_010","2014-09-16",2,"MAM.HARV.2014.10",100,12,88,"NEON.DOC.000481","NEON.DOC.001907",,0,0
"6FCB3C9A9BA94996980385C9AD2DC872","D01","HARV","HARV_001","2014-09-16",2,"MAM.HARV.2014.10",100,4,96,"NEON.DOC.000481","NEON.DOC.001907",,0,0
"A1C4DE325E9D414B84AD83E80BEFB346","D01","HARV","HARV_008","2014-09-16",2,"MAM.HARV.2014.10",100,13,87,"NEON.DOC.000481","NEON.DOC.001907",,0,0
"A30667F780A34F22BC5475918DD7E88B","D01","HARV","HARV_023","2014-09-16",2,"MAM.HARV.2014.10",100,14,86,"NEON.DOC.000481","NEON.DOC.001907",,0,0
"C467776E10ED40C9A63A8D5977BED1B4","D01","HARV","HARV_010","2014-09-17",3,"MAM.HARV.2014.10",100,5,95,"NEON.DOC.000481","NEON.DOC.001907",,0,0
"4A6059E55ACD48E5B012FE25EC5CA0C2","D01","HARV","HARV_008","2014-09-17",3,"MAM.HARV.2014.10",100,17,83,"NEON.DOC.000481","NEON.DOC.001907",,0,0
"35E4366B16B74DFF8A44309C44183A4D","D01","HARV","HARV_023","2014-09-17",3,"MAM.HARV.2014.10",100,23,77,"NEON.DOC.000481","NEON.DOC.001907",,0,0
"426AD5FADD4D4064AD707F15CEB36E05","D01","HARV","HARV_001","2014-09-17",3,"MAM.HARV.2014.10",0,0,0,"NEON.DOC.000481","NEON.DOC.000481","Grid not opened because of high shrew mortality rates (see JIRA ticket FOPS-1503).",0,0
"DEDD9930F6D645519417084D92A7140A","D01","HARV","HARV_032","2014-09-18",1,"MAM.HARV.2014.10",100,19,81,"NEON.DOC.000481","NEON.DOC.001907",,0,0
"37F0CAE3A02E488191411DCE2DA63769","D01","HARV","HARV_014","2014-09-18",1,"MAM.HARV.2014.10",100,7,93,"NEON.DOC.000481","NEON.DOC.001907",,0,0
"C06D78ED0D6D41B88D2F41A37F808D25","D01","HARV","HARV_021","2014-09-18",1,"MAM.HARV.2014.10",100,14,86,"NEON.DOC.000481","NEON.DOC.001907",,0,0
"503E1B01A050434890E3D03948CE1DF3","D01","HARV","HARV_021","2014-09-19",2,"MAM.HARV.2014.10",100,23,77,"NEON.DOC.000481","NEON.DOC.001907","B10 RECORDED TWICE  WITH CONFLICTING DATA ON DATA SHEET",0,0
"A8514A29B36C44CAA81D9AD5F848C38E","D01","HARV","HARV_014","2014-09-19",2,"MAM.HARV.2014.10",100,10,90,"NEON.DOC.000481","NEON.DOC.001907",,0,0
"AFDA0F2BAF6A499592F6895FF2392F34","D01","HARV","HARV_032","2014-09-19",2,"MAM.HARV.2014.10",100,21,79,"NEON.DOC.000481","NEON.DOC.001907",,1,0
"CFF7B32A7CC34D189F787B88ACE4172A","D01","HARV","HARV_032","2014-09-20",3,"MAM.HARV.2014.10",100,54,46,"NEON.DOC.000481","NEON.DOC.001907",,0,0
"6E1D06BC624748F0B6503DE2A7524A37","D01","HARV","HARV_014","2014-09-20",3,"MAM.HARV.2014.10",100,10,90,"NEON.DOC.000481","NEON.DOC.001907",,0,0
"487A7336089248B0B27D1B02BFE86B9E","D01","HARV","HARV_021","2014-09-20",3,"MAM.HARV.2014.10",100,17,83,"NEON.DOC.000481","NEON.DOC.001907","TRAP J3 COUNTED TWICE ON DATASHEET",0,0
