"uid","domainID","siteID","plotID","nlcdClass","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertainty","elevation","elevationUncertainty","setDateTime","collectDateTime","localSetDateTime","localCollectDateTime","sampleTiming","eventID","nightOrDay","trapHours","sampleID","targetTaxaPresent","samplingProtocolVersion","trapRecordedBy","trappingRemarks","trapCompromisedQF","sampleCompromisedAtTrapping","sampleLostQF","duplicatesInTrappingQF"
"0D3FBDB5C98741ABBEB7E79214FD458B","D08","TALL","TALL_033","mixedForest",32.973570,-87.408875,"WGS84",0.1,77.1,0.1,"2014-05-07T15:10Z","2014-05-07T20:37Z","20140507.1010","20140507.1537","field season","TALL.2014.18","day",5.5,"TALL_033.20140507.1537","Y","NEON.DOC.014049vE","7tJMJuQ70/Y=","QC - no transcription errors found",0,"No known compromise",0,0
"8320C07304EE4CD0801DE654E3EB1024","D08","TALL","TALL_034","deciduousForest",32.948435,-87.428416,"WGS84",0.1,149.7,0.3,"2014-05-07T13:08Z","2014-05-07T20:54Z","20140507.0808","20140507.1554","field season","TALL.2014.18","day",8.0,"TALL_034.20140507.1554","Y","NEON.DOC.014049vE","MWL103hooHY=","QC - no transcription errors found. no mosquitos in sample. duct tape on cooler was not removed",0,"No known compromise",1,0
"4B1B2C56F3F04C5799D5C62F823D5823","D08","TALL","TALL_028","evergreenForest",32.923034,-87.413517,"WGS84",0.2,179.3,0.2,"2014-05-07T13:30Z","2014-05-07T21:11Z","20140507.0830","20140507.1611","field season","TALL.2014.18","day",7.5,,"N","NEON.DOC.014049vE","MWL103hooHY=","QC - no transcription errors found. no mosquitos in sample",0,"No known compromise",-1,0
"4FAD35F697634474AB7DB47135EBA794","D08","TALL","TALL_039","evergreenForest",32.916037,-87.406101,"WGS84",0.2,145.8,0.2,"2014-05-07T13:41Z","2014-05-07T21:19Z","20140507.0841","20140507.1619","field season","TALL.2014.18","day",7.5,,"N","NEON.DOC.014049vE","MWL103hooHY=","QC - no transcription errors found. no mosquitos in sample",0,"No known compromise",-1,0
"0372009AD70E492CAE85BC7033D52B37","D08","TALL","TALL_038","evergreenForest",32.914334,-87.413474,"WGS84",0.1,135.8,0.1,"2014-05-07T13:56Z","2014-05-07T21:28Z","20140507.0856","20140507.1628","field season","TALL.2014.18","day",7.5,"TALL_038.20140507.1628","Y","NEON.DOC.014049vE","MWL103hooHY=","QC - no transcription errors found",0,"No known compromise",0,0
"5C84D39CB9D84B34A06303A9A491EE64","D08","TALL","TALL_040","deciduousForest",32.899750,-87.425914,"WGS84",0.2,91.8,0.3,"2014-05-07T14:14Z","2014-05-07T21:37Z","20140507.0914","20140507.1637","field season","TALL.2014.18","day",7.5,"TALL_040.20140507.1637","Y","NEON.DOC.014049vE","MWL103hooHY=","QC - no transcription errors found",0,"No known compromise",0,0
"5F38A753CC904D3491492FB52381043E","D08","TALL","TALL_037","mixedForest",32.909110,-87.442949,"WGS84",0.2,102.3,0.3,"2014-05-07T13:27Z","2014-05-07T21:52Z","20140507.0827","20140507.1652","field season","TALL.2014.18","day",8.5,"TALL_037.20140507.1652","Y","NEON.DOC.014049vE","7tJMJuQ70/Y=","QC - no transcription errors found",0,"No known compromise",0,0
"97A8D0F09C5D4FDB92E417B1D3BF3E1E","D08","TALL","TALL_036","mixedForest",32.907758,-87.450338,"WGS84",0.1,127.0,0.2,"2014-05-07T13:37Z","2014-05-07T21:58Z","20140507.0837","20140507.1658","field season","TALL.2014.18","day",8.5,"TALL_036.20140507.1658","Y","NEON.DOC.014049vE","7tJMJuQ70/Y=","QC - no transcription errors found",0,"No known compromise",0,0
"DE29689EF37D435CB131BCA86BE1F4C3","D08","TALL","TALL_041","deciduousForest",32.881294,-87.438992,"WGS84",0.2,86.1,0.2,"2014-05-07T14:02Z","2014-05-07T22:12Z","20140507.0902","20140507.1712","field season","TALL.2014.18","day",8.0,"TALL_041.20140507.1712","Y","NEON.DOC.014049vE","7tJMJuQ70/Y=","QC - no transcription errors found",0,"No known compromise",0,0
"764CC75FAF734CF08D0448C85D26ED38","D08","TALL","TALL_035","evergreenForest",32.896817,-87.412758,"WGS84",0.1,125.7,0.1,"2014-05-07T14:27Z","2014-05-07T22:27Z","20140507.0927","20140507.1727","field season","TALL.2014.18","day",8.0,"TALL_035.20140507.1727","Y","NEON.DOC.014049vE","7tJMJuQ70/Y=","QC - no transcription errors found",0,"No known compromise",0,0
"D6E8DA35099C418794FD2423232FDA85","D08","TALL","TALL_033","mixedForest",32.973570,-87.408875,"WGS84",0.1,77.1,0.1,"2014-05-07T20:37Z","2014-05-08T12:55Z","20140507.1537","20140508.0755","field season","TALL.2014.18","night",16.5,"TALL_033.20140508.0755","Y","NEON.DOC.014049vE","7tJMJuQ70/Y=","QC - no transcription errors found",0,"No known compromise",0,0
"6637B08178B04725AEC335E79F137F86","D08","TALL","TALL_034","deciduousForest",32.948435,-87.428416,"WGS84",0.1,149.7,0.3,"2014-05-07T20:54Z","2014-05-08T13:14Z","20140507.1554","20140508.0814","field season","TALL.2014.18","night",16.5,"TALL_034.20140508.0814","Y","NEON.DOC.014049vE","MWL103hooHY=","QC - no transcription errors found",0,"No known compromise",1,0
"49F759E848394BFA8B3BE4F4E3F2D517","D08","TALL","TALL_028","evergreenForest",32.923034,-87.413517,"WGS84",0.2,179.3,0.2,"2014-05-07T21:11Z","2014-05-08T13:26Z","20140507.1611","20140508.0826","field season","TALL.2014.18","night",16.5,"TALL_028.20140508.0826","Y","NEON.DOC.014049vE","MWL103hooHY=","QC - no transcription errors found",0,"No known compromise",0,0
"D6E8F790714841CD89B7D71778261EA4","D08","TALL","TALL_039","evergreenForest",32.916037,-87.406101,"WGS84",0.2,145.8,0.2,"2014-05-07T21:19Z","2014-05-08T13:38Z","20140507.1619","20140508.0838","field season","TALL.2014.18","night",16.5,"TALL_039.20140508.0838","Y","NEON.DOC.014049vE","MWL103hooHY=","QC - no transcription errors found",0,"No known compromise",0,0
"70127D1B1A824291BE06C11ECF27CA83","D08","TALL","TALL_038","evergreenForest",32.914334,-87.413474,"WGS84",0.1,135.8,0.1,"2014-05-07T21:28Z","2014-05-08T13:46Z","20140507.1628","20140508.0846","field season","TALL.2014.18","night",16.5,"TALL_038.20140508.0846","Y","NEON.DOC.014049vE","MWL103hooHY=","QC - no transcription errors found",0,"No known compromise",0,0
"755B4783D24C478C83561AD0EA89E715","D08","TALL","TALL_040","deciduousForest",32.899750,-87.425914,"WGS84",0.2,91.8,0.3,"2014-05-07T21:37Z","2014-05-08T13:56Z","20140507.1637","20140508.0856","field season","TALL.2014.18","night",16.5,"TALL_040.20140508.0856","Y","NEON.DOC.014049vE","MWL103hooHY=","QC - no transcription errors found",0,"No known compromise",0,0
"E7D91A7B0F404A0697D11F8493C3AE29","D08","TALL","TALL_037","mixedForest",32.909110,-87.442949,"WGS84",0.2,102.3,0.3,"2014-05-07T21:52Z","2014-05-08T14:08Z","20140507.1652","20140508.0908","field season","TALL.2014.18","night",16.5,"TALL_037.20140508.0908","Y","NEON.DOC.014049vE","7tJMJuQ70/Y=","QC - no transcription errors found",0,"No known compromise",0,0
"D4FC3F5A53FC44C283FE5B75DBA13120","D08","TALL","TALL_036","mixedForest",32.907758,-87.450338,"WGS84",0.1,127.0,0.2,"2014-05-07T21:58Z","2014-05-08T14:14Z","20140507.1658","20140508.0914","field season","TALL.2014.18","night",16.5,"TALL_036.20140508.0914","Y","NEON.DOC.014049vE","7tJMJuQ70/Y=","QC - no transcription errors found",0,"No known compromise",0,0
"A1D1A61D0676465590EE802853818B15","D08","TALL","TALL_041","deciduousForest",32.881294,-87.438992,"WGS84",0.2,86.1,0.2,"2014-05-07T22:12Z","2014-05-08T14:26Z","20140507.1712","20140508.0926","field season","TALL.2014.18","night",16.0,"TALL_041.20140508.0926","Y","NEON.DOC.014049vE","7tJMJuQ70/Y=","QC - no transcription errors found",0,"No known compromise",0,0
"915008134C774FF1B3BAE6D2421EFD93","D08","TALL","TALL_035","evergreenForest",32.896817,-87.412758,"WGS84",0.1,125.7,0.1,"2014-05-07T22:27Z","2014-05-08T14:42Z","20140507.1727","20140508.0942","field season","TALL.2014.18","night",16.5,"TALL_035.20140508.0942","Y","NEON.DOC.014049vE","7tJMJuQ70/Y=","QC - no transcription errors found",0,"No known compromise",0,0
"8CFF23B87ABE4731A5EEE237C276290D","D08","TALL","TALL_033","mixedForest",32.973570,-87.408875,"WGS84",0.1,77.1,0.1,"2014-05-19T22:09Z","2014-05-20T12:45Z","20140519.1709","20140520.0745","field season","TALL.2014.20","night",14.5,"TALL_033.20140520.0745","Y","NEON.DOC.014049vE","MWL103hooHY=",,0,"No known compromise",0,0
"13ABE27DA1F24CAC958DE32BE60D865B","D08","TALL","TALL_034","deciduousForest",32.948435,-87.428416,"WGS84",0.1,149.7,0.3,"2014-05-19T22:31Z","2014-05-20T13:03Z","20140519.1731","20140520.0803","field season","TALL.2014.20","night",14.5,"TALL_034.20140520.0803","Y","NEON.DOC.014049vE","MWL103hooHY=",,0,"No known compromise",0,0
"2E2B0DA9D7D44F88992979338452409A","D08","TALL","TALL_028","evergreenForest",32.923034,-87.413517,"WGS84",0.2,179.3,0.2,"2014-05-19T22:46Z","2014-05-20T13:18Z","20140519.1746","20140520.0818","field season","TALL.2014.20","night",14.5,"TALL_028.20140520.0818","Y","NEON.DOC.014049vE","MWL103hooHY=",,0,"No known compromise",0,0
"03343DA7D83348249F7C6EF094A7ACA8","D08","TALL","TALL_036","mixedForest",32.907758,-87.450338,"WGS84",0.1,127.0,0.2,"2014-05-20T00:00Z","2014-05-20T13:20Z","20140519.1900","20140520.0820","field season","TALL.2014.20","night",13.5,"TALL_036.20140520.0820","Y","NEON.DOC.014049vE","IqCpsqRukG0=",,0,"No known compromise",1,0
"9C8E121C348448AC88FAC05DA1ECB624","D08","TALL","TALL_039","evergreenForest",32.916037,-87.406101,"WGS84",0.2,145.8,0.2,"2014-05-19T22:57Z","2014-05-20T13:30Z","20140519.1757","20140520.0830","field season","TALL.2014.20","night",14.5,"TALL_039.20140520.0830","Y","NEON.DOC.014049vE","MWL103hooHY=",,0,"No known compromise",0,0
"B0F7999EB33A4359A83778B804FCF0BA","D08","TALL","TALL_038","evergreenForest",32.914334,-87.413474,"WGS84",0.1,135.8,0.1,"2014-05-19T23:12Z","2014-05-20T13:37Z","20140519.1812","20140520.0837","field season","TALL.2014.20","night",14.5,"TALL_038.20140520.0837","Y","NEON.DOC.014049vE","MWL103hooHY=",,0,"No known compromise",0,0
"688E1520594E413BA95F82BBD003CC15","D08","TALL","TALL_040","deciduousForest",32.899750,-87.425914,"WGS84",0.2,91.8,0.3,"2014-05-19T23:28Z","2014-05-20T13:54Z","20140519.1828","20140520.0854","field season","TALL.2014.20","night",14.5,"TALL_040.20140520.0854","Y","NEON.DOC.014049vE","IqCpsqRukG0=",,0,"No known compromise",0,0
"097558FDBEB944519ACF4ED3B355A662","D08","TALL","TALL_037","mixedForest",32.909110,-87.442949,"WGS84",0.2,102.3,0.3,"2014-05-19T23:48Z","2014-05-20T14:14Z","20140519.1848","20140520.0914","field season","TALL.2014.20","night",14.5,"TALL_037.20140520.0914","Y","NEON.DOC.014049vE","IqCpsqRukG0=",,0,"No known compromise",0,0
"E2E1EC4A21604BF0A44F38747DFF08BB","D08","TALL","TALL_041","deciduousForest",32.881294,-87.438992,"WGS84",0.2,86.1,0.2,"2014-05-20T00:14Z","2014-05-20T14:31Z","20140519.1914","20140520.0931","field season","TALL.2014.20","night",14.5,"TALL_041.20140520.0931","Y","NEON.DOC.014049vE","IqCpsqRukG0=",,0,"No known compromise",0,0
"00ABA4B6FBD64605B2CBF6DE04726164","D08","TALL","TALL_035","evergreenForest",32.896817,-87.412758,"WGS84",0.1,125.7,0.1,"2014-05-20T00:44Z","2014-05-20T14:55Z","20140519.1944","20140520.0955","field season","TALL.2014.20","night",14.0,"TALL_035.20140520.0955","Y","NEON.DOC.014049vE","IqCpsqRukG0=",,0,"No known compromise",0,0
"54A19F71ADC04961B2E0800B4D5A20E7","D08","TALL","TALL_033","mixedForest",32.973570,-87.408875,"WGS84",0.1,77.1,0.1,"2014-05-20T12:45Z","2014-05-20T21:43Z","20140520.0745","20140520.1643","field season","TALL.2014.20","day",9.0,"TALL_033.20140520.1643","Y","NEON.DOC.014049vE","MWL103hooHY=",,0,"No known compromise",0,0
"305EF3C1DC664E3AA6BE783607DA60D7","D08","TALL","TALL_034","deciduousForest",32.948435,-87.428416,"WGS84",0.1,149.7,0.3,"2014-05-20T13:03Z","2014-05-20T22:00Z","20140520.0803","20140520.1700","field season","TALL.2014.20","day",9.0,"TALL_034.20140520.1700","Y","NEON.DOC.014049vE","MWL103hooHY=",,0,"No known compromise",1,0
"ABB77C57A66C4F75846BBCCB6800F95E","D08","TALL","TALL_028","evergreenForest",32.923034,-87.413517,"WGS84",0.2,179.3,0.2,"2014-05-20T13:18Z","2014-05-20T22:15Z","20140520.0818","20140520.1715","field season","TALL.2014.20","day",9.0,"TALL_028.20140520.1715","Y","NEON.DOC.014049vE","MWL103hooHY=",,0,"No known compromise",0,0
"09A159F972B6477589F0DC2B3A3EA191","D08","TALL","TALL_039","evergreenForest",32.916037,-87.406101,"WGS84",0.2,145.8,0.2,"2014-05-20T13:30Z","2014-05-20T22:23Z","20140520.0830","20140520.1723","field season","TALL.2014.20","day",9.0,,"N","NEON.DOC.014049vE","MWL103hooHY=",,0,"No known compromise",-1,0
"8867617A6921471CA4A7A3D7BB13E711","D08","TALL","TALL_038","evergreenForest",32.914334,-87.413474,"WGS84",0.1,135.8,0.1,"2014-05-20T13:37Z","2014-05-20T22:31Z","20140520.0837","20140520.1731","field season","TALL.2014.20","day",9.0,"TALL_038.20140520.1731","Y","NEON.DOC.014049vE","MWL103hooHY=",,0,"No known compromise",0,0
"E7AA4455F33B4D939D8F907DC0150F47","D08","TALL","TALL_040","deciduousForest",32.899750,-87.425914,"WGS84",0.2,91.8,0.3,"2014-05-20T13:54Z","2014-05-20T22:42Z","20140520.0854","20140520.1742","field season","TALL.2014.20","day",9.0,"TALL_040.20140520.1742","Y","NEON.DOC.014049vE","IqCpsqRukG0=",,0,"No known compromise",0,0
"FFF119F43FE84F679D364753795FFCDE","D08","TALL","TALL_037","mixedForest",32.909110,-87.442949,"WGS84",0.2,102.3,0.3,"2014-05-20T14:14Z","2014-05-20T22:57Z","20140520.0914","20140520.1757","field season","TALL.2014.20","day",8.5,"TALL_037.20140520.1757","Y","NEON.DOC.014049vE","IqCpsqRukG0=",,0,"No known compromise",0,0
"6490A5485893493987137DC7C7EA5914","D08","TALL","TALL_036","mixedForest",32.907758,-87.450338,"WGS84",0.1,127.0,0.2,"2014-05-20T13:20Z","2014-05-20T23:03Z","20140520.0820","20140520.1803","field season","TALL.2014.20","day",9.5,"TALL_036.20140520.1803","Y","NEON.DOC.014049vE","IqCpsqRukG0=",,0,"No known compromise",0,0
"63B58EC5FB4048D3B513E9D9FC4CD48E","D08","TALL","TALL_041","deciduousForest",32.881294,-87.438992,"WGS84",0.2,86.1,0.2,"2014-05-20T14:31Z","2014-05-20T23:17Z","20140520.0931","20140520.1817","field season","TALL.2014.20","day",9.0,"TALL_041.20140520.1817","Y","NEON.DOC.014049vE","IqCpsqRukG0=",,0,"No known compromise",0,0
"B9B76B7AFE3C4A98A63AF295263F01D5","D08","TALL","TALL_035","evergreenForest",32.896817,-87.412758,"WGS84",0.1,125.7,0.1,"2014-05-20T14:55Z","2014-05-20T23:34Z","20140520.0955","20140520.1834","field season","TALL.2014.20","day",8.5,"TALL_035.20140520.1834","Y","NEON.DOC.014049vE","IqCpsqRukG0=",,0,"No known compromise",0,0
"56E16EFD174D427BBA501827CE01F923","D08","TALL","TALL_033","mixedForest",32.973570,-87.408875,"WGS84",0.1,77.1,0.1,"2014-05-20T21:43Z","2014-05-21T12:40Z","20140520.1643","20140521.0740","field season","TALL.2014.20","night",15.0,"TALL_033.20140521.0740","Y","NEON.DOC.014049vE","MWL103hooHY=",,0,"No known compromise",0,0
"494FE80401974AF79081E4E7BB797956","D08","TALL","TALL_034","deciduousForest",32.948435,-87.428416,"WGS84",0.1,149.7,0.3,"2014-05-20T22:00Z","2014-05-21T12:59Z","20140520.1700","20140521.0759","field season","TALL.2014.20","night",15.0,"TALL_034.20140521.0759","Y","NEON.DOC.014049vE","MWL103hooHY=",,0,"No known compromise",1,0
"320828DF7DE9466596BB667B8CD7CA9D","D08","TALL","TALL_028","evergreenForest",32.923034,-87.413517,"WGS84",0.2,179.3,0.2,"2014-05-20T22:15Z","2014-05-21T13:08Z","20140520.1715","20140521.0808","field season","TALL.2014.20","night",15.0,"TALL_028.20140521.0808","Y","NEON.DOC.014049vE","MWL103hooHY=",,0,"No known compromise",0,0
"299D70B8B392400EB0E49505B31EEE50","D08","TALL","TALL_039","evergreenForest",32.916037,-87.406101,"WGS84",0.2,145.8,0.2,"2014-05-20T22:23Z","2014-05-21T13:19Z","20140520.1723","20140521.0819","field season","TALL.2014.20","night",15.0,"TALL_039.20140521.0819","Y","NEON.DOC.014049vE","MWL103hooHY=",,0,"No known compromise",0,0
"8266C11F7C494A40886FE389C75515A4","D08","TALL","TALL_040","deciduousForest",32.899750,-87.425914,"WGS84",0.2,91.8,0.3,"2014-05-20T22:42Z","2014-05-21T13:49Z","20140520.1742","20140521.0849","field season","TALL.2014.20","night",15.0,"TALL_040.20140521.0849","Y","NEON.DOC.014049vE","IqCpsqRukG0=",,0,"No known compromise",0,0
"750DC130334A46DA9889C3B032F8DA95","D08","TALL","TALL_038","evergreenForest",32.914334,-87.413474,"WGS84",0.1,135.8,0.1,"2014-05-20T22:31Z","2014-05-21T13:49Z","20140520.1731","20140521.0849","field season","TALL.2014.20","night",15.5,"TALL_038.20140521.0849","Y","NEON.DOC.014049vE","MWL103hooHY=","Slow C02 release",0,"No known compromise",1,0
"68759FC32DC344239B59B15913F77C27","D08","TALL","TALL_037","mixedForest",32.909110,-87.442949,"WGS84",0.2,102.3,0.3,"2014-05-20T22:57Z","2014-05-21T13:58Z","20140520.1757","20140521.0858","field season","TALL.2014.20","night",15.0,"TALL_037.20140521.0858","Y","NEON.DOC.014049vE","IqCpsqRukG0=",,0,"No known compromise",0,0
"98DB6E7048914E5C89357FF0162BA396","D08","TALL","TALL_036","mixedForest",32.907758,-87.450338,"WGS84",0.1,127.0,0.2,"2014-05-20T23:03Z","2014-05-21T14:07Z","20140520.1803","20140521.0907","field season","TALL.2014.20","night",15.0,"TALL_036.20140521.0907","Y","NEON.DOC.014049vE","IqCpsqRukG0=",,0,"No known compromise",0,0
"0C59C44819854490A41EB2E762DA34E8","D08","TALL","TALL_041","deciduousForest",32.881294,-87.438992,"WGS84",0.2,86.1,0.2,"2014-05-20T23:17Z","2014-05-21T14:21Z","20140520.1817","20140521.0921","field season","TALL.2014.20","night",15.0,"TALL_041.20140521.0921","Y","NEON.DOC.014049vE","IqCpsqRukG0=",,0,"No known compromise",0,0
"05FFD700CE664B168E7216B5B251D384","D08","TALL","TALL_035","evergreenForest",32.896817,-87.412758,"WGS84",0.1,125.7,0.1,"2014-05-20T23:34Z","2014-05-21T14:37Z","20140520.1834","20140521.0937","field season","TALL.2014.20","night",15.0,"TALL_035.20140521.0937","Y","NEON.DOC.014049vE","IqCpsqRukG0=",,0,"No known compromise",0,0
"242EB624ACF44E9494240D224A2875BD","D08","TALL","TALL_033","mixedForest",32.973570,-87.408875,"WGS84",0.1,77.1,0.1,"2014-06-02T23:56Z","2014-06-03T12:33Z","20140602.1856","20140603.0733","field season","TALL.2014.22","night",12.5,"TALL_033.20140603.0733","Y","NEON.DOC.014049vE","ta9RnvIA1dM=",,0,"No known compromise",0,0
"C1D78878E9824C959F7239C7852155C1","D08","TALL","TALL_034","deciduousForest",32.948435,-87.428416,"WGS84",0.1,149.7,0.3,"2014-06-02T22:15Z","2014-06-03T12:45Z","20140602.1715","20140603.0745","field season","TALL.2014.22","night",14.5,"TALL_034.20140603.0745","Y","NEON.DOC.014049vE","ta9RnvIA1dM=",,0,"No known compromise",1,0
"9A3DD3C1DEAF4FD3B9492A5DD345D390","D08","TALL","TALL_028","evergreenForest",32.923034,-87.413517,"WGS84",0.2,179.3,0.2,"2014-06-02T22:27Z","2014-06-03T12:58Z","20140602.1727","20140603.0758","field season","TALL.2014.22","night",14.5,"TALL_028.20140603.0758","Y","NEON.DOC.014049vE","ta9RnvIA1dM=",,0,"No known compromise",0,0
"95ADD8B6647E4591BE78246A47A6A254","D08","TALL","TALL_039","evergreenForest",32.916037,-87.406101,"WGS84",0.2,145.8,0.2,"2014-06-02T22:37Z","2014-06-03T13:05Z","20140602.1737","20140603.0805","field season","TALL.2014.22","night",14.5,"TALL_039.20140603.0805","Y","NEON.DOC.014049vE","ta9RnvIA1dM=",,0,"No known compromise",0,0
"4809762714094A6A80A095A71F6E0193","D08","TALL","TALL_038","evergreenForest",32.914334,-87.413474,"WGS84",0.1,135.8,0.1,"2014-06-02T22:45Z","2014-06-03T13:11Z","20140602.1745","20140603.0811","field season","TALL.2014.22","night",14.5,"TALL_038.20140603.0811","Y","NEON.DOC.014049vE","ta9RnvIA1dM=",,0,"No known compromise",0,0
"F505CC91BF7D4E99A0CCA282E2C60FB4","D08","TALL","TALL_040","deciduousForest",32.899750,-87.425914,"WGS84",0.2,91.8,0.3,"2014-06-02T22:55Z","2014-06-03T13:21Z","20140602.1755","20140603.0821","field season","TALL.2014.22","night",14.5,"TALL_040.20140603.0821","Y","NEON.DOC.014049vE","uXSN77Q7x9ciInQadm8KmQ==",,0,"No known compromise",0,0
"69F24EE9090745D59F53AAB57D522F79","D08","TALL","TALL_037","mixedForest",32.909110,-87.442949,"WGS84",0.2,102.3,0.3,"2014-06-02T23:10Z","2014-06-03T13:29Z","20140602.1810","20140603.0829","field season","TALL.2014.22","night",14.5,"TALL_037.20140603.0829","Y","NEON.DOC.014049vE","uXSN77Q7x9ciInQadm8KmQ==",,0,"No known compromise",0,0
"06F9CF06EDA54E01B66CE5F2BF12CFA2","D08","TALL","TALL_036","mixedForest",32.907758,-87.450338,"WGS84",0.1,127.0,0.2,"2014-06-02T23:17Z","2014-06-03T13:36Z","20140602.1817","20140603.0836","field season","TALL.2014.22","night",14.5,"TALL_036.20140603.0836","Y","NEON.DOC.014049vE","uXSN77Q7x9ciInQadm8KmQ==",,0,"No known compromise",0,0
"D69B0918418F42C88D55C8D869814DA4","D08","TALL","TALL_041","deciduousForest",32.881294,-87.438992,"WGS84",0.2,86.1,0.2,"2014-06-02T23:34Z","2014-06-03T13:49Z","20140602.1834","20140603.0849","field season","TALL.2014.22","night",14.5,"TALL_041.20140603.0849","Y","NEON.DOC.014049vE","uXSN77Q7x9ciInQadm8KmQ==",,0,"No known compromise",0,0
"38E15F57D5634CBEB852A6CCCBD660AF","D08","TALL","TALL_035","evergreenForest",32.896817,-87.412758,"WGS84",0.1,125.7,0.1,"2014-06-02T23:49Z","2014-06-03T14:04Z","20140602.1849","20140603.0904","field season","TALL.2014.22","night",14.5,"TALL_035.20140603.0904","Y","NEON.DOC.014049vE","uXSN77Q7x9ciInQadm8KmQ==",,0,"No known compromise",0,0
