"uid","domainID","siteID","plotID","nlcdClass","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertainty","elevation","elevationUncertainty","setDateTime","collectDateTime","localSetDateTime","localCollectDateTime","identifiedDate","sampleTiming","eventID","nightOrDay","trapHours","subsampleID","scientificName","sex","individualCount","estimatedAbundance","percentCounted","individualIDList","samplingProtocolVersion","identificationReferences","sortingLaboratoryName","idLaboratoryName","trapRecordedBy","sortedBy","identifiedBy","trappingRemarks","sortingRemarks","identificationRemarks","identificationLabRemarks","testingID","archiveID","trapCompromisedQF","sampleCompromisedAtTrapping","sampleCompromisedAtSorting","sampleCompromisedAtIDLab","idqQF","taxonRangeQF","duplicatesInTrappingQF","duplicatesInSortingQF","duplicatesInIdentificationQF"
"CB65608094114213A232A44DC19A2811","D10","STER","STER_039","cultivatedCrops",40.467447,-103.026941,"WGS84",0.1,1358.5,0.1,"2014-06-10T01:04Z","2014-06-10T13:16Z","20140609.1904","20140610.0716","2014-08-10","field season","STER.2014.23","night",12,"STER_039.20140610.0716.S.01","Aedes nigromaculis","F",2,2,100,"MOS.D10.001014","NEON.DOC.014049vE","Darsie Jr., R. F., and R. A. Ward. 2005. Identification and geographical distribution of the mosquitoes of North America, North of Mexico. University Press of Florida, Gainesville.","Colorado Mosquito Control","Colorado Mosquito Control","XXW8BqPXtz9SVhPzC4oUWA==","3Mdlhdfvdu6SJC7geZPRMQ==","M.J. Weissmann",,"tech names may not be accurate",,,,"STER.2014.23.AEDNIG.F.A",0,"No known compromise","No known compromise","No known compromise",-1,0,0,0,0
"19F3CE62DCAC48AFB906152E877FCB06","D10","STER","STER_044","cultivatedCrops",40.466797,-103.036213,"WGS84",0.1,1363.0,0.1,"2014-06-10T01:16Z","2014-06-10T13:23Z","20140609.1916","20140610.0723","2014-08-10","field season","STER.2014.23","night",12,"STER_044.20140610.0723.S.01","Culiseta inornata","M",1,1,100,,"NEON.DOC.014049vE","Darsie Jr., R. F., and R. A. Ward. 2005. Identification and geographical distribution of the mosquitoes of North America, North of Mexico. University Press of Florida, Gainesville.","Colorado Mosquito Control","Colorado Mosquito Control","XXW8BqPXtz9SVhPzC4oUWA==","3Mdlhdfvdu6SJC7geZPRMQ==","M.J. Weissmann",,"tech names may not be accurate","specimen in poor condition",,,"STER.2014.23.CULINO.M.A",0,"No known compromise","No known compromise","Damaged, analysis affected",-1,0,0,0,0
"1ABA6F140EF2457FB9E32879DD73E721","D10","STER","STER_043","cultivatedCrops",40.473397,-103.026824,"WGS84",0.1,1365.7,0.1,"2014-06-10T01:38Z","2014-06-10T13:32Z","20140609.1938","20140610.0732","2014-08-10","field season","STER.2014.23","night",12,"STER_043.20140610.0732.S.01","Aedes dorsalis","F",1,1,100,,"NEON.DOC.014049vE","Darsie Jr., R. F., and R. A. Ward. 2005. Identification and geographical distribution of the mosquitoes of North America, North of Mexico. University Press of Florida, Gainesville.","Colorado Mosquito Control","Colorado Mosquito Control","XXW8BqPXtz9SVhPzC4oUWA==","3Mdlhdfvdu6SJC7geZPRMQ==","M.J. Weissmann",,"tech names may not be accurate",,,,"STER.2014.23.AEDDOR.F.A",0,"No known compromise","No known compromise","No known compromise",-1,0,0,0,0
"6AD95F6B1CA24454A8D85DEC4B8E0F07","D10","STER","STER_043","cultivatedCrops",40.473397,-103.026824,"WGS84",0.1,1365.7,0.1,"2014-06-10T01:38Z","2014-06-10T13:32Z","20140609.1938","20140610.0732","2014-08-10","field season","STER.2014.23","night",12,"STER_043.20140610.0732.S.01","Aedes nigromaculis","F",1,1,100,"MOS.D10.001015","NEON.DOC.014049vE","Darsie Jr., R. F., and R. A. Ward. 2005. Identification and geographical distribution of the mosquitoes of North America, North of Mexico. University Press of Florida, Gainesville.","Colorado Mosquito Control","Colorado Mosquito Control","XXW8BqPXtz9SVhPzC4oUWA==","3Mdlhdfvdu6SJC7geZPRMQ==","M.J. Weissmann",,"tech names may not be accurate",,,,"STER.2014.23.AEDNIG.F.A",0,"No known compromise","No known compromise","No known compromise",-1,0,0,0,0
"D1D12A50459F4D2F8C126AD760FC7C79","D10","STER","STER_041","cultivatedCrops",40.476008,-103.024984,"WGS84",0.1,1359.0,0.1,"2014-06-10T01:50Z","2014-06-10T13:37Z","20140609.1950","20140610.0737","2014-08-10","field season","STER.2014.23","night",12,"STER_041.20140610.0737.S.01","Aedes nigromaculis","F",2,2,100,,"NEON.DOC.014049vE","Darsie Jr., R. F., and R. A. Ward. 2005. Identification and geographical distribution of the mosquitoes of North America, North of Mexico. University Press of Florida, Gainesville.","Colorado Mosquito Control","Colorado Mosquito Control","XXW8BqPXtz9SVhPzC4oUWA==","3Mdlhdfvdu6SJC7geZPRMQ==","M.J. Weissmann",,"tech names may not be accurate",,,,"STER.2014.23.AEDNIG.F.A",0,"No known compromise","No known compromise","No known compromise",-1,0,0,0,0
"A287799AEFA94489B2F2A7C2B176294E","D10","STER","STER_041","cultivatedCrops",40.476008,-103.024984,"WGS84",0.1,1359.0,0.1,"2014-06-10T01:50Z","2014-06-10T13:37Z","20140609.1950","20140610.0737","2014-08-10","field season","STER.2014.23","night",12,"STER_041.20140610.0737.S.01","Aedes dorsalis","F",2,2,100,,"NEON.DOC.014049vE","Darsie Jr., R. F., and R. A. Ward. 2005. Identification and geographical distribution of the mosquitoes of North America, North of Mexico. University Press of Florida, Gainesville.","Colorado Mosquito Control","Colorado Mosquito Control","XXW8BqPXtz9SVhPzC4oUWA==","3Mdlhdfvdu6SJC7geZPRMQ==","M.J. Weissmann",,"tech names may not be accurate",,,,"STER.2014.23.AEDDOR.F.A",0,"No known compromise","No known compromise","No known compromise",-1,0,0,0,0
"FCFD0C538C32453C8E0A7D73D9661E49","D10","STER","STER_036","cultivatedCrops",40.478542,-103.027012,"WGS84",0.1,1361.3,0.1,"2014-06-10T02:00Z","2014-06-10T13:42Z","20140609.2000","20140610.0742","2014-08-10","field season","STER.2014.23","night",11.5,"STER_036.20140610.0742.S.01","Aedes nigromaculis","F",1,1,100,,"NEON.DOC.014049vE","Darsie Jr., R. F., and R. A. Ward. 2005. Identification and geographical distribution of the mosquitoes of North America, North of Mexico. University Press of Florida, Gainesville.","Colorado Mosquito Control","Colorado Mosquito Control","XXW8BqPXtz9SVhPzC4oUWA==","3Mdlhdfvdu6SJC7geZPRMQ==","M.J. Weissmann",,"tech names may not be accurate","specimen in poor condition",,,"STER.2014.23.AEDNIG.F.A",0,"No known compromise","No known compromise","Damaged, analysis affected",-1,0,0,0,0
"136520291FCB461FA9CE7EB4F56FDE5A","D10","STER","STER_036","cultivatedCrops",40.478542,-103.027012,"WGS84",0.1,1361.3,0.1,"2014-06-10T02:00Z","2014-06-10T13:42Z","20140609.2000","20140610.0742","2014-08-10","field season","STER.2014.23","night",11.5,"STER_036.20140610.0742.S.01","Culex tarsalis","F",1,1,100,,"NEON.DOC.014049vE","Darsie Jr., R. F., and R. A. Ward. 2005. Identification and geographical distribution of the mosquitoes of North America, North of Mexico. University Press of Florida, Gainesville.","Colorado Mosquito Control","Colorado Mosquito Control","XXW8BqPXtz9SVhPzC4oUWA==","3Mdlhdfvdu6SJC7geZPRMQ==","M.J. Weissmann",,"tech names may not be accurate","specimen in poor condition",,,"STER.2014.23.CULTAR.F.A",0,"No known compromise","No known compromise","Damaged, analysis affected",-1,0,0,0,0
"FAE9ECBD48B54153B2478237418B30AB","D10","STER","STER_042","cultivatedCrops",40.481497,-103.025869,"WGS84",0.1,1367.4,0.1,"2014-06-10T02:08Z","2014-06-10T13:49Z","20140609.2008","20140610.0749","2014-08-10","field season","STER.2014.23","night",11.5,"STER_042.20140610.0749.S.01","Aedes nigromaculis","F",2,2,100,,"NEON.DOC.014049vE","Darsie Jr., R. F., and R. A. Ward. 2005. Identification and geographical distribution of the mosquitoes of North America, North of Mexico. University Press of Florida, Gainesville.","Colorado Mosquito Control","Colorado Mosquito Control","XXW8BqPXtz9SVhPzC4oUWA==","3Mdlhdfvdu6SJC7geZPRMQ==","M.J. Weissmann",,"tech names may not be accurate","specimens in poor condition",,,"STER.2014.23.AEDNIG.F.A",0,"No known compromise","No known compromise","Damaged, analysis affected",-1,0,0,0,0
"AEA3DA60284C4DECA7F506A5DF93EAB3","D10","STER","STER_042","cultivatedCrops",40.481497,-103.025869,"WGS84",0.1,1367.4,0.1,"2014-06-10T02:08Z","2014-06-10T13:49Z","20140609.2008","20140610.0749","2014-08-10","field season","STER.2014.23","night",11.5,"STER_042.20140610.0749.S.01","Culex tarsalis","F",1,1,100,,"NEON.DOC.014049vE","Darsie Jr., R. F., and R. A. Ward. 2005. Identification and geographical distribution of the mosquitoes of North America, North of Mexico. University Press of Florida, Gainesville.","Colorado Mosquito Control","Colorado Mosquito Control","XXW8BqPXtz9SVhPzC4oUWA==","3Mdlhdfvdu6SJC7geZPRMQ==","M.J. Weissmann",,"tech names may not be accurate","specimen in poor condition",,,"STER.2014.23.CULTAR.F.A",0,"No known compromise","No known compromise","Damaged, analysis affected",-1,0,0,0,0
"257FD0D2DE0C452188F8643FD19B9A3A","D10","STER","STER_042","cultivatedCrops",40.481497,-103.025869,"WGS84",0.1,1367.4,0.1,"2014-06-10T02:08Z","2014-06-10T13:49Z","20140609.2008","20140610.0749","2014-08-10","field season","STER.2014.23","night",11.5,"STER_042.20140610.0749.S.01","Aedes dorsalis","F",4,4,100,,"NEON.DOC.014049vE","Darsie Jr., R. F., and R. A. Ward. 2005. Identification and geographical distribution of the mosquitoes of North America, North of Mexico. University Press of Florida, Gainesville.","Colorado Mosquito Control","Colorado Mosquito Control","XXW8BqPXtz9SVhPzC4oUWA==","3Mdlhdfvdu6SJC7geZPRMQ==","M.J. Weissmann",,"tech names may not be accurate","specimens in poor condition",,,"STER.2014.23.AEDDOR.F.A",0,"No known compromise","No known compromise","Damaged, analysis affected",-1,0,0,0,0
"0F6EE64B5ABC49DA83465C670F0F2BA5","D10","STER","STER_030","cultivatedCrops",40.481542,-103.013138,"WGS84",0.1,1365.5,0.1,"2014-06-10T02:22Z","2014-06-10T13:56Z","20140609.2022","20140610.0756","2014-08-10","field season","STER.2014.23","night",11.5,"STER_030.20140610.0756.S.01","Culex tarsalis","F",2,2,100,,"NEON.DOC.014049vE","Darsie Jr., R. F., and R. A. Ward. 2005. Identification and geographical distribution of the mosquitoes of North America, North of Mexico. University Press of Florida, Gainesville.","Colorado Mosquito Control","Colorado Mosquito Control","XXW8BqPXtz9SVhPzC4oUWA==","3Mdlhdfvdu6SJC7geZPRMQ==","M.J. Weissmann",,"tech names may not be accurate",,,,"STER.2014.23.CULTAR.F.A",0,"No known compromise","No known compromise","No known compromise",-1,0,0,0,0
"907D3C197CF447FB9E2D49079E22D24F","D10","STER","STER_030","cultivatedCrops",40.481542,-103.013138,"WGS84",0.1,1365.5,0.1,"2014-06-10T02:22Z","2014-06-10T13:56Z","20140609.2022","20140610.0756","2014-08-10","field season","STER.2014.23","night",11.5,"STER_030.20140610.0756.S.01","Aedes dorsalis","F",1,1,100,,"NEON.DOC.014049vE","Darsie Jr., R. F., and R. A. Ward. 2005. Identification and geographical distribution of the mosquitoes of North America, North of Mexico. University Press of Florida, Gainesville.","Colorado Mosquito Control","Colorado Mosquito Control","XXW8BqPXtz9SVhPzC4oUWA==","3Mdlhdfvdu6SJC7geZPRMQ==","M.J. Weissmann",,"tech names may not be accurate",,,,"STER.2014.23.AEDDOR.F.A",0,"No known compromise","No known compromise","No known compromise",-1,0,0,0,0
"5899D94C53344D23B7289B050BDB354A","D10","STER","STER_030","cultivatedCrops",40.481542,-103.013138,"WGS84",0.1,1365.5,0.1,"2014-06-10T02:22Z","2014-06-10T13:56Z","20140609.2022","20140610.0756","2014-08-10","field season","STER.2014.23","night",11.5,"STER_030.20140610.0756.S.01","Psorophora signipennis","F",1,1,100,"MOS.D10.001045","NEON.DOC.014049vE","Darsie Jr., R. F., and R. A. Ward. 2005. Identification and geographical distribution of the mosquitoes of North America, North of Mexico. University Press of Florida, Gainesville.","Colorado Mosquito Control","Colorado Mosquito Control","XXW8BqPXtz9SVhPzC4oUWA==","3Mdlhdfvdu6SJC7geZPRMQ==","M.J. Weissmann",,"tech names may not be accurate",,,,"STER.2014.23.PSOSIG.F.A",0,"No known compromise","No known compromise","No known compromise",-1,0,0,0,0
"81692239DFE245D4957DA83B9A3F1035","D10","STER","STER_037","cultivatedCrops",40.479029,-103.008241,"WGS84",0.1,1363.6,0.1,"2014-06-10T23:48Z","2014-06-11T12:47Z","20140610.1748","20140611.0647","2014-08-10","field season","STER.2014.23","night",13,"STER_037.20140611.0647.S.01","Aedes nigromaculis","F",5,5,100,"MOS.D10.001018","NEON.DOC.014049vE","Darsie Jr., R. F., and R. A. Ward. 2005. Identification and geographical distribution of the mosquitoes of North America, North of Mexico. University Press of Florida, Gainesville.","Colorado Mosquito Control","Colorado Mosquito Control","XXW8BqPXtz9SVhPzC4oUWA==","3Mdlhdfvdu6SJC7geZPRMQ==","M.J. Weissmann",,"tech names may not be accurate",,,,"STER.2014.23.AEDNIG.F.A",0,"No known compromise","No known compromise","No known compromise",-1,0,0,0,0
"D4DB21275D5A49F5B585CEC597966E6D","D10","STER","STER_037","cultivatedCrops",40.479029,-103.008241,"WGS84",0.1,1363.6,0.1,"2014-06-10T23:48Z","2014-06-11T12:47Z","20140610.1748","20140611.0647","2014-08-10","field season","STER.2014.23","night",13,"STER_037.20140611.0647.S.01","Culex tarsalis","F",3,3,100,,"NEON.DOC.014049vE","Darsie Jr., R. F., and R. A. Ward. 2005. Identification and geographical distribution of the mosquitoes of North America, North of Mexico. University Press of Florida, Gainesville.","Colorado Mosquito Control","Colorado Mosquito Control","XXW8BqPXtz9SVhPzC4oUWA==","3Mdlhdfvdu6SJC7geZPRMQ==","M.J. Weissmann",,"tech names may not be accurate",,,,"STER.2014.23.CULTAR.F.A",0,"No known compromise","No known compromise","No known compromise",-1,0,0,0,0
"0F6409E813BF43D6B38BB9DD6AD2DFB3","D10","STER","STER_037","cultivatedCrops",40.479029,-103.008241,"WGS84",0.1,1363.6,0.1,"2014-06-10T23:48Z","2014-06-11T12:47Z","20140610.1748","20140611.0647","2014-08-10","field season","STER.2014.23","night",13,"STER_037.20140611.0647.S.01","Psorophora signipennis","F",2,2,100,,"NEON.DOC.014049vE","Darsie Jr., R. F., and R. A. Ward. 2005. Identification and geographical distribution of the mosquitoes of North America, North of Mexico. University Press of Florida, Gainesville.","Colorado Mosquito Control","Colorado Mosquito Control","XXW8BqPXtz9SVhPzC4oUWA==","3Mdlhdfvdu6SJC7geZPRMQ==","M.J. Weissmann",,"tech names may not be accurate",,,,"STER.2014.23.PSOSIG.F.A",0,"No known compromise","No known compromise","No known compromise",-1,0,0,0,0
"C079676300C1422F80BC316BAFD2A39F","D10","STER","STER_037","cultivatedCrops",40.479029,-103.008241,"WGS84",0.1,1363.6,0.1,"2014-06-10T23:48Z","2014-06-11T12:47Z","20140610.1748","20140611.0647","2014-08-10","field season","STER.2014.23","night",13,"STER_037.20140611.0647.S.01","Aedes dorsalis","F",15,15,100,"MOS.D10.001003","NEON.DOC.014049vE","Darsie Jr., R. F., and R. A. Ward. 2005. Identification and geographical distribution of the mosquitoes of North America, North of Mexico. University Press of Florida, Gainesville.","Colorado Mosquito Control","Colorado Mosquito Control","XXW8BqPXtz9SVhPzC4oUWA==","3Mdlhdfvdu6SJC7geZPRMQ==","M.J. Weissmann",,"tech names may not be accurate",,,,"STER.2014.23.AEDDOR.F.A",0,"No known compromise","No known compromise","No known compromise",-1,0,0,0,0
"19B0CDAB146645E78423CF6FE439AE47","D10","STER","STER_040","cultivatedCrops",40.471932,-103.008202,"WGS84",0.1,1352.4,0.1,"2014-06-10T23:55Z","2014-06-11T12:58Z","20140610.1755","20140611.0658","2014-09-10","field season","STER.2014.23","night",13,"STER_040.20140611.0658.S.01","Psorophora signipennis","F",6,6,100,"MOS.D10.001047","NEON.DOC.014049vE","Darsie Jr., R. F., and R. A. Ward. 2005. Identification and geographical distribution of the mosquitoes of North America, North of Mexico. University Press of Florida, Gainesville.","Colorado Mosquito Control","Colorado Mosquito Control","XXW8BqPXtz9SVhPzC4oUWA==","3Mdlhdfvdu6SJC7geZPRMQ==","M.J. Weissmann",,"tech names may not be accurate",,,,"STER.2014.23.PSOSIG.F.A",0,"No known compromise","No known compromise","No known compromise",-1,0,0,0,0
"446577357CA04D81B5395CC23E839810","D10","STER","STER_040","cultivatedCrops",40.471932,-103.008202,"WGS84",0.1,1352.4,0.1,"2014-06-10T23:55Z","2014-06-11T12:58Z","20140610.1755","20140611.0658","2014-09-10","field season","STER.2014.23","night",13,"STER_040.20140611.0658.S.01","Culex tarsalis","F",2,2,100,,"NEON.DOC.014049vE","Darsie Jr., R. F., and R. A. Ward. 2005. Identification and geographical distribution of the mosquitoes of North America, North of Mexico. University Press of Florida, Gainesville.","Colorado Mosquito Control","Colorado Mosquito Control","XXW8BqPXtz9SVhPzC4oUWA==","3Mdlhdfvdu6SJC7geZPRMQ==","M.J. Weissmann",,"tech names may not be accurate",,,,"STER.2014.23.CULTAR.F.A",0,"No known compromise","No known compromise","No known compromise",-1,0,0,0,0
"38AD05C0D58C40579355D7655D9C2884","D10","STER","STER_040","cultivatedCrops",40.471932,-103.008202,"WGS84",0.1,1352.4,0.1,"2014-06-10T23:55Z","2014-06-11T12:58Z","20140610.1755","20140611.0658","2014-09-10","field season","STER.2014.23","night",13,"STER_040.20140611.0658.S.01","Aedes dorsalis","F",19,19,100,,"NEON.DOC.014049vE","Darsie Jr., R. F., and R. A. Ward. 2005. Identification and geographical distribution of the mosquitoes of North America, North of Mexico. University Press of Florida, Gainesville.","Colorado Mosquito Control","Colorado Mosquito Control","XXW8BqPXtz9SVhPzC4oUWA==","3Mdlhdfvdu6SJC7geZPRMQ==","M.J. Weissmann",,"tech names may not be accurate",,,,"STER.2014.23.AEDDOR.F.A",0,"No known compromise","No known compromise","No known compromise",-1,0,0,0,0
"769E2C5B373C41978248E4300799AEE5","D10","STER","STER_040","cultivatedCrops",40.471932,-103.008202,"WGS84",0.1,1352.4,0.1,"2014-06-10T23:55Z","2014-06-11T12:58Z","20140610.1755","20140611.0658","2014-09-10","field season","STER.2014.23","night",13,"STER_040.20140611.0658.S.01","Aedes vexans","F",1,1,100,,"NEON.DOC.014049vE","Darsie Jr., R. F., and R. A. Ward. 2005. Identification and geographical distribution of the mosquitoes of North America, North of Mexico. University Press of Florida, Gainesville.","Colorado Mosquito Control","Colorado Mosquito Control","XXW8BqPXtz9SVhPzC4oUWA==","3Mdlhdfvdu6SJC7geZPRMQ==","M.J. Weissmann",,"tech names may not be accurate",,,,"STER.2014.23.AEDVEX.F.A",0,"No known compromise","No known compromise","No known compromise",-1,0,0,0,0
