"uid","domainID","siteID","plotID","trapID","collectDate","etOHChangeDate","processingDate","identifiedDate","associatedSampleID","sampleID","targetTaxaPresent","sampleType","taxonID","scientificName","taxonRank","identificationQualifier","scientificNameAuthorship","morphospeciesID","individualCount","identificationReferences","identifiedBy","recordedBy","remarks","duplicateSampleIDQF"
"ADA644331C584492A059746EB737296A","D10","STER","STER_029","E","2014-06-24","2014-06-25","2014-07-28",,"STER_029.E.20140624.oc.01",,"Y","other carabid",,,,,,,,,,"XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,0
"8A25E088FCE849B7AFBE1983AC2D00A3","D10","STER","STER_029","N","2014-06-24","2014-06-25","2014-07-28","2014-11-26","STER_029.N.20140624.CRADUB.01","STER_029.N.20140624.CRADUB.01","Y","common carabid","CRADUB","Cratacanthus dubius","species",,"Palisot de Beauvois",,1,,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,0
"65DCAEF8AB6E493889D205BE145C005E","D10","STER","STER_029","N","2014-06-24","2014-06-25","2014-07-28","2014-11-26","STER_029.N.20140624.ANIRUS.01","STER_029.N.20140624.ANIRUS.01","Y","common carabid","ANIRUS","Anisodactylus rusticus","species",,"Say",,3,,"XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,0
"58C93D14FA4C4DD0ADF14E39AE3DBD22","D10","STER","STER_029","W","2014-06-24","2014-06-25","2014-07-28","2014-11-26","STER_029.W.20140624.HARAMP.01","STER_029.W.20140624.HARAMP.01","Y","common carabid","HARAMP","Harpalus amputatus amputatus","subspecies",,"Say",,1,,"XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,0
"9671D087A53E41E3AEFFFCBEB3D76A35","D10","STER","STER_029","S","2014-06-24","2014-06-25","2014-07-28",,"STER_029.S.20140624.oc.01",,"Y","other carabid",,,,,,,,,,"XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,0
"790CCCE073854765A43D4DF6B8BD0213","D10","STER","STER_029","S","2014-06-24","2014-06-25","2014-07-28","2014-11-26","STER_029.S.20140624.AMACAR.01","STER_029.S.20140624.AMACAR.01","Y","common carabid","AMACAR","Amara carinata","species",,"LeConte",,5,,"XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,0
"4D9CCC7346534E118F6C54BDF6CC748C","D10","STER","STER_029","S","2014-06-24","2014-06-25","2014-07-28","2014-11-26","STER_029.S.20140624.HARAMP.01","STER_029.S.20140624.HARAMP.01","Y","common carabid","HARAMP","Harpalus amputatus amputatus","subspecies",,"Say",,1,,"XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,0
"7CE1CF06C2CF49F0A08606074DB7DB95","D10","STER","STER_029","W","2014-06-24","2014-06-25","2014-07-28","2014-11-26","STER_029.W.20140624.AMACAR.01","STER_029.W.20140624.AMACAR.01","Y","common carabid","AMACAR","Amara carinata","species",,"LeConte",,5,,"XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,0
"EBB2F61EA20C43C3A448EF6DB1716ED6","D10","STER","STER_029","S","2014-06-24","2014-06-25","2014-07-28","2014-11-26","STER_029.S.20140624.AMAOBE.01","STER_029.S.20140624.AMAOBE.01","Y","common carabid","AMAOBE","Amara obesa","species","cf. species","Say",,1,,"XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,0
"79849E0418B14AA39A5FB7F37D8EDC93","D10","STER","STER_029","N","2014-06-24","2014-06-25","2014-07-28","2014-11-26","STER_029.N.20140624.AMACAR.01","STER_029.N.20140624.AMACAR.01","Y","common carabid","AMACAR","Amara carinata","species",,"LeConte",,1,,"XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,0
"8AFD35EDE33542B59A8156F2A1F21DA1","D10","STER","STER_029","E","2014-06-24","2014-06-25","2014-07-28","2014-11-26","STER_029.E.20140624.HARAMP.01","STER_029.E.20140624.HARAMP.01","Y","common carabid","HARAMP","Harpalus amputatus amputatus","subspecies",,"Say",,1,,"XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,0
"2CF486F16DC4408DA87C1DEA683E03D1","D10","STER","STER_029","E","2014-06-24","2014-06-25","2014-07-28","2014-11-26","STER_029.E.20140624.ANIRUS.01","STER_029.E.20140624.ANIRUS.01","Y","common carabid","ANIRUS","Anisodactylus rusticus","species",,"Say",,2,,"XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,0
"48EA405A484D4140B0B4A5EBF5DB9F3F","D10","STER","STER_029","S","2014-06-24","2014-06-25","2014-07-28",,"STER_029.20140624.ib.06","STER_029.20140624.ib.06","Y","invert bycatch",,,,,,,,,,"XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,0
"D0C2C0B5D3C6480E8A447A25488E4586","D10","STER","STER_029","S","2014-06-24","2014-06-25","2014-07-28","2014-11-26","STER_029.S.20140624.ANIRUS.01","STER_029.S.20140624.ANIRUS.01","Y","common carabid","ANIRUS","Anisodactylus rusticus","species",,"Say",,6,,"XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,0
"D3B613D460C24926A3270A4C9C0926B7","D10","STER","STER_029","N","2014-06-24","2014-06-25","2014-07-28","2014-11-26","STER_029.N.20140624.HARAMP.01","STER_029.N.20140624.HARAMP.01","Y","common carabid","HARAMP","Harpalus amputatus amputatus","subspecies",,"Say",,1,,"XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,1
"5C3973EB60154D5982FB1834924D2B7B","D10","STER","STER_029","E","2014-06-24","2014-06-25","2014-07-28","2014-11-26","STER_029.E.20140624.AMACAR.01","STER_029.E.20140624.AMACAR.01","Y","common carabid","AMACAR","Amara carinata","species",,"LeConte",,2,,"XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,0
"75CDFFACDB0D497D832706702A2B9840","D10","STER","STER_029","W","2014-06-24","2014-06-25","2014-07-28",,"STER_029.W.20140624.oc.01",,"Y","other carabid",,,,,,,,,,"XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,0
"9D847FC338E74A85A5FBBBE307E4E85B","D10","STER","STER_029","E","2014-06-24","2014-06-25","2014-07-28","2014-11-26","STER_029.E.20140624.CALAFF1.01","STER_029.E.20140624.CALAFF1.01","Y","common carabid","CALAFF1","Calosoma affine","species",,"Chaudoir",,1,,"XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,0
"65A045EE6EA1455E89C6F1E981ADFDC0","D10","STER","STER_032","N","2014-06-24","2014-06-25","2014-10-09","2014-11-25","STER_032.N.20140624.PASELO.01","STER_032.N.20140624.PASELO.01","Y","common carabid","PASELO","Pasimachus elongatus","species",,"LeConte",,4,,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,0
"3DBA64CB73C6463D95265D910E16AB76","D10","STER","STER_032","W","2014-06-24","2014-06-25","2014-10-09","2014-11-25","STER_032.W.20140624.PASELO.01","STER_032.W.20140624.PASELO.01","Y","common carabid","PASELO","Pasimachus elongatus","species",,"LeConte",,5,,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,0
"4EA152B827B44FC3A11F3B44B35A2531","D10","STER","STER_032","N","2014-06-24","2014-06-25","2014-10-09","2014-11-25","STER_032.N.20140624.AMAOBE.01","STER_032.N.20140624.AMAOBE.01","Y","common carabid","AMAOBE","Amara obesa","species","cf. species","Say",,1,,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,0
"3AA99E435E1D4FBDBBDE4C13EBCE45B1","D10","STER","STER_032","W","2014-06-24","2014-06-25","2014-10-09","2014-11-25","STER_032.W.20140624.ANIRUS.01","STER_032.W.20140624.ANIRUS.01","Y","common carabid","ANIRUS","Anisodactylus rusticus","species",,"Say",,1,,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,0
"100B5149FF1A4784B97CECD89C45D4A0","D10","STER","STER_032","S","2014-06-24","2014-06-25","2014-10-09","2014-10-09","STER_032.S.20140624.AMACAR.01","STER_032.S.20140624.AMACAR.01","Y","common carabid","AMACAR","Amara carinata","species",,"LeConte",,4,,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,0
"60ACAA9BB5CC4D72B22536EA6DDEC9C6","D10","STER","STER_032","W","2014-06-24","2014-06-25","2014-10-09","2014-10-09","STER_032.W.20140624.CRADUB.01","STER_032.W.20140624.CRADUB.01","Y","common carabid","CRADUB","Cratacanthus dubius","species",,"Palisot de Beauvois",,4,,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,0
"01B3D0BAC0BC4ECE816B4084ECE61D1E","D10","STER","STER_032","W","2014-06-24","2014-06-25","2014-10-09","2014-11-25","STER_032.W.20140624.HARAMP.01","STER_032.W.20140624.HARAMP.01","Y","common carabid","HARAMP","Harpalus amputatus amputatus","subspecies",,"Say",,1,,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,0
"9DA81AA8F2CB43E8B48805DB84346BE0","D10","STER","STER_032","E","2014-06-24","2014-06-25","2014-10-09","2014-10-09","STER_032.E.20140624.CYCTOR.01","STER_032.E.20140624.CYCTOR.01","Y","common carabid","CYCTOR","Cyclotrachelus torvus","species",,"LeConte",,1,,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,0
"204016010CBC4DE5A9D7A84E0695C9BE","D10","STER","STER_032","N","2014-06-24","2014-06-25","2014-07-28","2014-11-25","STER_032.N.20140624.CICPUN1.01","STER_032.N.20140624.CICPUN1.01","Y","common carabid","CICPUN1","Cicindela punctulata punctulata","subspecies",,"Olivier",,1,,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,0
"0FE581667F5B456C9FEE16E5BB30D866","D10","STER","STER_032","N","2014-06-24","2014-06-25","2014-07-28",,"STER_032.20140624.ib.04","STER_032.20140624.ib.04","Y","invert bycatch",,,,,,,,,,"XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,0
"77ED3487010E464186A36488205E1EC5","D10","STER","STER_032","W","2014-06-24","2014-06-25","2014-10-09","2014-11-25","STER_032.W.20140624.AMACAR.01","STER_032.W.20140624.AMACAR.01","Y","common carabid","AMACAR","Amara carinata","species",,"LeConte",,8,,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,0
"D853B56A35334CD38705E0E96B2CD8F2","D10","STER","STER_032","E","2014-06-24","2014-06-25","2014-10-09","2014-11-25","STER_032.E.20140624.HARAMP.01","STER_032.E.20140624.HARAMP.01","Y","common carabid","HARAMP","Harpalus amputatus amputatus","subspecies","cf. species","Say",,1,,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,0
"CC883D9199344B4AA58574016DCBC6B0","D10","STER","STER_032","N","2014-06-24","2014-06-25","2014-10-09","2014-11-25","STER_032.N.20140624.AMACAR.01","STER_032.N.20140624.AMACAR.01","Y","common carabid","AMACAR","Amara carinata","species",,"LeConte",,3,,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,0
"8860E72533CD4B0AB83E3E83F456F9C2","D10","STER","STER_031","W","2014-06-24","2014-06-25","2014-10-09","2014-11-24","STER_031.W.20140624.AMACAR.01","STER_031.W.20140624.AMACAR.01","Y","common carabid","AMACAR","Amara carinata","species",,"LeConte",,5,,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,0
"E799287770314290B6CD7B3A9264D50D","D10","STER","STER_031","W","2014-06-24","2014-06-25","2014-10-09","2014-11-24","STER_031.W.20140624.POESCI.01","STER_031.W.20140624.POESCI.01","Y","common carabid","POESCI","Poecilus scitulus","species",,"LeConte",,1,,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,0
"E6DE241F6CE942DEA2592F069CE87E17","D10","STER","STER_031","N","2014-06-24","2014-06-25","2014-10-09","2014-11-24","STER_031.N.20140624.HARCAL.01","STER_031.N.20140624.HARCAL.01","Y","common carabid","HARCAL","Harpalus caliginosus","species",,"Fabricius",,1,,"Rjv/PyMx3k4oygLKYkCbuIDsccqDw9So","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,0
"725E10E11213499D80648DF0C67EA2AE","D10","STER","STER_031","N","2014-06-24","2014-06-25","2014-10-09",,"STER_031.N.20140624.oc.01",,"Y","other carabid",,,,,,,,,,"XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,0
"70F1672FD98141069388B1776D78C699","D10","STER","STER_031","W","2014-06-24","2014-06-25","2014-10-09",,"STER_031.W.20140624.oc.01",,"Y","other carabid",,,,,,,,,,"XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,0
"33806FF1B0284F0CBC934972BFDF069C","D10","STER","STER_031","E","2014-06-24","2014-06-25","2014-10-09",,"STER_031.E.20140624.oc.01",,"Y","other carabid",,,,,,,,,,"XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,0
"BB7BD491C2324AF292958EF13150005F","D10","STER","STER_031","S","2014-06-24","2014-06-25","2014-10-09",,"STER_031.S.20140624.oc.01",,"Y","other carabid",,,,,,,,,,"XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,0
"64260EE8B8C54F788E16D494EDC3DD7E","D10","STER","STER_031","N","2014-06-24","2014-06-25","2014-10-09",,"STER_031.20140624.ib.03","STER_031.20140624.ib.03","Y","invert bycatch",,,,,,,,,,"XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,0
"C926A309992D401D91AB63F02CCA7B77","D10","STER","STER_033","W","2014-06-24","2014-06-25","2014-10-10","2014-11-13","STER_033.W.20140624.AMACAR.01","STER_033.W.20140624.AMACAR.01","Y","common carabid","AMACAR","Amara carinata","species","cf. species","LeConte",,26,,"Rjv/PyMx3k4oygLKYkCbuIDsccqDw9So","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,0
"0701B92C87054BE4ABDC24F5BB30C0A3","D10","STER","STER_033","N","2014-06-24","2014-06-25","2014-10-10",,"STER_033.20140624.ib.06","STER_033.20140624.ib.06","Y","invert bycatch",,,,,,,,,,"XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,0
"1A4B4CB308FA4987ACC149942F1BDB88","D10","STER","STER_033","N","2014-06-24","2014-06-25","2014-10-10","2014-11-13","STER_033.N.20140624.PASELO.01","STER_033.N.20140624.PASELO.01","Y","common carabid","PASELO","Pasimachus elongatus","species",,"LeConte",,2,,"Rjv/PyMx3k4oygLKYkCbuIDsccqDw9So","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,0
