"uid","domainID","siteID","plotID","trapID","nlcdClass","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertainty","elevation","elevationUncertainty","setDate","collectDate","boutNumber","eventID","sampleID","daysOfTrapping","cupStatus","lidStatus","fluidLevel","trapReset","samplingProtocol","recordedBy","remarks","missingRecordsPerBoutQF","duplicateCollectionEventQF","compareSetCollectDateQF"
"A2AD43588A3149EC9CBAE6151C2B360B","D10","STER","STER_033","S","cultivatedCrops",40.476206,-103.011868,"WGS84",5.1,1356.6,0.2,"2014-06-10","2014-06-24",1,"BET.STER_033.2014.01","STER_033.S.20140624",14,"ok","ok","low","Y","NEON.DOC.014050","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,0,0,0
"173745893B444790B1AF4847E7AC22A7","D10","STER","STER_033","E","cultivatedCrops",40.476382,-103.011627,"WGS84",5.1,1356.6,0.2,"2014-06-10","2014-06-24",1,"BET.STER_033.2014.01","STER_033.E.20140624",14,"ok","ok","ok","Y","NEON.DOC.014050","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,0,0,0
"0BFDE08752F34ABCA0EA9B2D0AA70965","D10","STER","STER_031","W","cultivatedCrops",40.470730,-103.011923,"WGS84",5.1,1353.3,0.1,"2014-06-10","2014-06-24",1,"BET.STER_031.2014.01","STER_031.W.20140624",14,"ok","ok","high","Y","NEON.DOC.014050","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,0,0,0
"D0F483C2885D46578D5B54A4278F343A","D10","STER","STER_031","E","cultivatedCrops",40.470722,-103.011452,"WGS84",5.1,1353.3,0.1,"2014-06-10","2014-06-24",1,"BET.STER_031.2014.01","STER_031.E.20140624",14,"ok","ok","high","Y","NEON.DOC.014050","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,0,0,0
"7949B70716474DFB95CB9906CF6F90BB","D10","STER","STER_031","S","cultivatedCrops",40.470546,-103.011693,"WGS84",5.1,1353.3,0.1,"2014-06-10","2014-06-24",1,"BET.STER_031.2014.01","STER_031.S.20140624",14,"ok","ok","high","Y","NEON.DOC.014050","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,0,0,0
"1AB42ECFB7244B0EB9D52688F3E7E59E","D10","STER","STER_031","N","cultivatedCrops",40.470906,-103.011682,"WGS84",5.1,1353.3,0.1,"2014-06-10","2014-06-24",1,"BET.STER_031.2014.01","STER_031.N.20140624",14,"ok","ok","ok","Y","NEON.DOC.014050","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,0,0,0
"913DEC9EB580425BBB2AFDFFC271107F","D10","STER","STER_032","W","cultivatedCrops",40.472032,-103.025344,"WGS84",5.1,1362.6,0.1,"2014-06-10","2014-06-24",1,"BET.STER_032.2014.01","STER_032.W.20140624",14,"ok","disturbed","low","Y","NEON.DOC.014050","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,0,0,0
"57C8A07415474B2797CF6A6E51CE8E03","D10","STER","STER_032","S","cultivatedCrops",40.471848,-103.025113,"WGS84",5.1,1362.6,0.1,"2014-06-10","2014-06-24",1,"BET.STER_032.2014.01","STER_032.S.20140624",14,"ok","disturbed","low","Y","NEON.DOC.014050","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,0,0,0
"E2144E5A8BEB4994AA09B5A092C6607E","D10","STER","STER_032","E","cultivatedCrops",40.472024,-103.024872,"WGS84",5.1,1362.6,0.1,"2014-06-10","2014-06-24",1,"BET.STER_032.2014.01","STER_032.E.20140624",14,"disturbed","disturbed","low","Y","NEON.DOC.014050","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,0,0,0
"C6C704AB1A4242AEBE1A154E9BDCC95D","D10","STER","STER_032","N","cultivatedCrops",40.472208,-103.025103,"WGS84",5.1,1362.6,0.1,"2014-06-10","2014-06-24",1,"BET.STER_032.2014.01","STER_032.N.20140624",14,"ok","ok","ok","Y","NEON.DOC.014050","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,0,0,0
"40593ED6B66A463585FC630EA795D7E2","D10","STER","STER_029","S","cultivatedCrops",40.468385,-103.011757,"WGS84",5.1,1353.3,0.3,"2014-06-10","2014-06-24",1,"BET.STER_029.2014.01","STER_029.S.20140624",14,"ok","disturbed","low","Y","NEON.DOC.014050","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,0,0,0
"C0356B68F4D84DD190F2DC4421866DB6","D10","STER","STER_029","N","cultivatedCrops",40.468745,-103.011746,"WGS84",5.1,1353.3,0.3,"2014-06-10","2014-06-24",1,"BET.STER_029.2014.01","STER_029.N.20140624",14,"ok","disturbed","high","Y","NEON.DOC.014050","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,0,0,0
"61C837AE20C144B4B643265D7E8392A6","D10","STER","STER_029","E","cultivatedCrops",40.468561,-103.011515,"WGS84",5.1,1353.3,0.3,"2014-06-10","2014-06-24",1,"BET.STER_029.2014.01","STER_029.E.20140624",14,"ok","ok","ok","Y","NEON.DOC.014050","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,0,0,0
"C57B5A8362B54EF7A6DF91AE812FB6B6","D10","STER","STER_029","W","cultivatedCrops",40.468569,-103.011987,"WGS84",5.1,1353.3,0.3,"2014-06-10","2014-06-24",1,"BET.STER_029.2014.01","STER_029.W.20140624",14,"ok","ok","low","Y","NEON.DOC.014050","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,0,0,0
"80D367F68B344C6097B5369B136CF7C1","D10","STER","STER_028","W","cultivatedCrops",40.473276,-103.018572,"WGS84",5.2,1359.5,0.3,"2014-06-10","2014-06-24",1,"BET.STER_028.2014.01","STER_028.W.20140624",14,"ok","ok","ok","Y","NEON.DOC.014050","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,0,0,0
"2C5443A1EF2B4BD489DF0DA3132461F3","D10","STER","STER_028","S","cultivatedCrops",40.473092,-103.018341,"WGS84",5.2,1359.5,0.3,"2014-06-10","2014-06-24",1,"BET.STER_028.2014.01","STER_028.S.20140624",14,"ok","ok","ok","Y","NEON.DOC.014050","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,0,0,0
"F9FF44E1B8F24FF681CE9847DAF1A6B1","D10","STER","STER_028","E","cultivatedCrops",40.473268,-103.018100,"WGS84",5.2,1359.5,0.3,"2014-06-10","2014-06-24",1,"BET.STER_028.2014.01","STER_028.E.20140624",14,"ok","ok","low","Y","NEON.DOC.014050","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,0,0,0
"863BAD8D9B7A413C9B83468CB1780D7D","D10","STER","STER_028","N","cultivatedCrops",40.473452,-103.018331,"WGS84",5.2,1359.5,0.3,"2014-06-10","2014-06-24",1,"BET.STER_028.2014.01","STER_028.N.20140624",14,"ok","ok","ok","Y","NEON.DOC.014050","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,0,0,0
"1F486011DDEF4199899F663370FA7C33","D10","STER","STER_027","W","cultivatedCrops",40.480833,-103.019057,"WGS84",5.1,1368.4,0.3,"2014-06-10","2014-06-24",1,"BET.STER_027.2014.01","STER_027.W.20140624",14,"ok","disturbed","high","Y","NEON.DOC.014050","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,0,0,0
"B997E599AE554BCDAF8ADF572CE003E2","D10","STER","STER_027","N","cultivatedCrops",40.481009,-103.018816,"WGS84",5.1,1368.4,0.3,"2014-06-10","2014-06-24",1,"BET.STER_027.2014.01","STER_027.N.20140624",14,"ok","ok","ok","Y","NEON.DOC.014050","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,0,0,0
"722A5CBB4E104B9CA0CC049030F749C1","D10","STER","STER_027","E","cultivatedCrops",40.480825,-103.018586,"WGS84",5.1,1368.4,0.3,"2014-06-10","2014-06-24",1,"BET.STER_027.2014.01","STER_027.E.20140624",14,"ok","disturbed","high","Y","NEON.DOC.014050","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,0,0,0
"AEAB492BF70949508485DA51F20185A7","D10","STER","STER_027","S","cultivatedCrops",40.480649,-103.018827,"WGS84",5.1,1368.4,0.3,"2014-06-10","2014-06-24",1,"BET.STER_027.2014.01","STER_027.S.20140624",14,"ok","ok","ok","Y","NEON.DOC.014050","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,0,0,0
"26BA014C212645A9A714FBAD5043DCFC","D10","STER","STER_026","E","cultivatedCrops",40.474712,-103.024062,"WGS84",5.2,1360.7,0.3,"2014-06-10","2014-06-24",1,"BET.STER_026.2014.01","STER_026.E.20140624",14,"ok","ok","high","Y","NEON.DOC.014050","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,0,0,0
"DEAC78A3624E41C59A4EFC0EDBB4ECCC","D10","STER","STER_026","S","cultivatedCrops",40.474536,-103.024303,"WGS84",5.2,1360.7,0.3,"2014-06-10","2014-06-24",1,"BET.STER_026.2014.01","STER_026.S.20140624",14,"ok","disturbed","high","Y","NEON.DOC.014050","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,0,0,0
"E50DA2F4BB324165858C2D692974F409","D10","STER","STER_026","W","cultivatedCrops",40.474721,-103.024534,"WGS84",5.2,1360.7,0.3,"2014-06-10","2014-06-24",1,"BET.STER_026.2014.01","STER_026.W.20140624",14,"ok","ok","ok","Y","NEON.DOC.014050","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,0,0,0
"6E789BE7DFB2496D9E5025E472A23BC6","D10","STER","STER_026","N","cultivatedCrops",40.474897,-103.024292,"WGS84",5.2,1360.7,0.3,"2014-06-10","2014-06-24",1,"BET.STER_026.2014.01","STER_026.N.20140624",14,"ok","ok","ok","Y","NEON.DOC.014050","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,0,0,0
"2D48C2F57E974A28A6267E5F120CFDCE","D10","STER","STER_006","E","cultivatedCrops",40.463929,-103.035099,"WGS84",5.1,1361.2,0.1,"2014-06-10","2014-06-24",1,"BET.STER_006.2014.01","STER_006.E.20140624",14,"ok","ok","ok","Y","NEON.DOC.014050","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,0,0,0
"0729BF4381EF42A198DA8161099EE5C7","D10","STER","STER_006","N","cultivatedCrops",40.464113,-103.035330,"WGS84",5.1,1361.2,0.1,"2014-06-10","2014-06-24",1,"BET.STER_006.2014.01","STER_006.N.20140624",14,"ok","ok","high","Y","NEON.DOC.014050","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,0,0,0
"032FFF2EF3D341C8B9B5398C33D5A27D","D10","STER","STER_006","W","cultivatedCrops",40.463937,-103.035571,"WGS84",5.1,1361.2,0.1,"2014-06-10","2014-06-24",1,"BET.STER_006.2014.01","STER_006.W.20140624",14,"ok","ok","ok","Y","NEON.DOC.014050","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,0,0,0
"26E79A82DBBE41A7B79DB514B921AC00","D10","STER","STER_006","S","cultivatedCrops",40.463753,-103.035340,"WGS84",5.1,1361.2,0.1,"2014-06-10","2014-06-24",1,"BET.STER_006.2014.01","STER_006.S.20140624",14,"ok","ok","ok","Y","NEON.DOC.014050","XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl",,0,0,0
