"uid","domainID","siteID","plotID","subplotID","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertainty","date","boutNumber","eventID","targetTaxaPresent","taxonID","scientificName","taxonRank","identificationQualifier","morphospeciesID","samplingProtocol","identificationReferences","measuredBy","recordedBy","morphospeciesIDRemarks","taxonIDRemarks","remarks","missingRecords1m2QF","missingRecords10m2QF","missingRecords100m2QF","duplicateTaxonIDPerBout100m2QF"
"9945836C939E4C8598CB57D01957A728","D10","CPER","CPER_009","41",40.826165,-104.745843,"WGS84",2.1,"2014-05-28",1,"DIV.CPER.2014.1","Y","SPCR","Sporobolus cryptandrus (Torr.) A. Gray","species",,,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","AHNxvhv4OK4mGSXWK8I1MxdfifOuzbmS",,,,0,0,0,0
"62ACC85C1B5841E69014B5CE897DB3C3","D10","CPER","CPER_009","31",40.826076,-104.745963,"WGS84",2.1,"2014-05-28",1,"DIV.CPER.2014.1","Y","CADU6","Carex duriuscula C.A. Mey.","species","cf. species",,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","n15MKd9HZpj/Ln9qG+710s4OwrcybKrR",,,,0,0,0,0
"4952D91997C64DB795E8BF0F544B4FBF","D10","CPER","CPER_009","31",40.826076,-104.745963,"WGS84",2.1,"2014-05-28",1,"DIV.CPER.2014.1","Y","BOGR2","Bouteloua gracilis (Willd. ex Kunth) Lag. ex Griffiths","species",,,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","n15MKd9HZpj/Ln9qG+710s4OwrcybKrR",,,,0,0,0,0
"0917F88C248B42DBBE681E2E09CF84B9","D10","CPER","CPER_009","31",40.826076,-104.745963,"WGS84",2.1,"2014-05-28",1,"DIV.CPER.2014.1","Y","CRMI5","Cryptantha minima Rydb.","species",,,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","n15MKd9HZpj/Ln9qG+710s4OwrcybKrR",,,,0,0,0,0
"83D3E07BCCBF4D82B1BC169212838F9C","D10","CPER","CPER_009","31",40.826076,-104.745963,"WGS84",2.1,"2014-05-28",1,"DIV.CPER.2014.1","Y","GUSA2","Gutierrezia sarothrae (Pursh) Britton & Rusby","species",,,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","n15MKd9HZpj/Ln9qG+710s4OwrcybKrR",,,,0,0,0,0
"8676A1FB7F0F4FE3A0AEADAE56440EE2","D10","CPER","CPER_009","31",40.826076,-104.745963,"WGS84",2.1,"2014-05-28",1,"DIV.CPER.2014.1","Y","THFI","Thelesperma filifolium (Hook.) A. Gray","species",,,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","n15MKd9HZpj/Ln9qG+710s4OwrcybKrR",,,,0,0,0,0
"30ED0070E5394B65A12F3A65D3D2B4ED","D10","CPER","CPER_009","31",40.826076,-104.745963,"WGS84",2.1,"2014-05-28",1,"DIV.CPER.2014.1","Y","SPCO","Sphaeralcea coccinea (Nutt.) Rydb.","species",,,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","n15MKd9HZpj/Ln9qG+710s4OwrcybKrR",,,,0,0,0,0
"8A9CB87671FC449EA3D35EEB3A25B632","D10","CPER","CPER_009","31",40.826076,-104.745963,"WGS84",2.1,"2014-05-28",1,"DIV.CPER.2014.1","Y","ERNA10","Ericameria nauseosa (Pall. ex Pursh) G.L. Nesom & Baird","species",,,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","n15MKd9HZpj/Ln9qG+710s4OwrcybKrR",,,,0,0,0,0
"A0846FCB8DC94BF3A3DA5036806F4C19","D10","CPER","CPER_009","31",40.826076,-104.745963,"WGS84",2.1,"2014-05-28",1,"DIV.CPER.2014.1","Y","MUTO2","Muhlenbergia torreyi (Kunth) Hitchc. ex Bush","species",,,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","n15MKd9HZpj/Ln9qG+710s4OwrcybKrR",,,,0,0,0,0
"455028D3031442E9B8B9B2010C7E2392","D10","CPER","CPER_009","31",40.826076,-104.745963,"WGS84",2.1,"2014-05-28",1,"DIV.CPER.2014.1","Y","ARFR4","Artemisia frigida Willd.","species",,,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","n15MKd9HZpj/Ln9qG+710s4OwrcybKrR",,,,0,0,0,0
"9A865EDDF8DE40D8A044C5015310A732","D10","CPER","CPER_009","31",40.826076,-104.745963,"WGS84",2.1,"2014-05-28",1,"DIV.CPER.2014.1","Y","ARPU9","Aristida purpurea Nutt.","species",,,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","n15MKd9HZpj/Ln9qG+710s4OwrcybKrR",,,,0,0,0,0
"404E98D2D75C4622932368418199F9E2","D10","CPER","CPER_009","31",40.826076,-104.745963,"WGS84",2.1,"2014-05-28",1,"DIV.CPER.2014.1","Y","BODA2","Bouteloua dactyloides (Nutt.) J.T. Columbus","species",,,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","n15MKd9HZpj/Ln9qG+710s4OwrcybKrR",,,,0,0,0,0
"3C295F87E763439BB7FC6504EEE6E69A","D10","CPER","CPER_009","31",40.826076,-104.745963,"WGS84",2.1,"2014-05-28",1,"DIV.CPER.2014.1","Y","ELEL5","Elymus elymoides (Raf.) Swezey","species",,,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","n15MKd9HZpj/Ln9qG+710s4OwrcybKrR",,,,0,0,0,0
"E4D78C89C1294E3E89AF516EFAA10225","D10","CPER","CPER_009","31",40.826076,-104.745963,"WGS84",2.1,"2014-05-28",1,"DIV.CPER.2014.1","Y","PASM","Pascopyrum smithii (Rydb.) Á. Löve","species",,,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","n15MKd9HZpj/Ln9qG+710s4OwrcybKrR",,,,0,0,0,0
"19AE4371BF214AC38DC00C70FD2CC663","D10","CPER","CPER_009","31",40.826076,-104.745963,"WGS84",2.1,"2014-05-28",1,"DIV.CPER.2014.1","Y","OPPO","Opuntia polyacantha Haw.","species",,,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","n15MKd9HZpj/Ln9qG+710s4OwrcybKrR",,,,0,0,0,0
"CEBE122D65A546FE82E015AF0A65E6A1","D10","CPER","CPER_009","31",40.826076,-104.745963,"WGS84",2.1,"2014-05-28",1,"DIV.CPER.2014.1","Y","LEMO4","Leucocrinum montanum Nutt. ex A. Gray","species",,,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","n15MKd9HZpj/Ln9qG+710s4OwrcybKrR",,,,0,0,0,0
"7A11F6A766564E19915FE4CEBF7B91F0","D10","CPER","CPER_009","31",40.826076,-104.745963,"WGS84",2.1,"2014-05-28",1,"DIV.CPER.2014.1","Y","PLPA2","Plantago patagonica Jacq.","species",,,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","n15MKd9HZpj/Ln9qG+710s4OwrcybKrR",,,,0,0,0,0
"39EF987961D444659EDCE676E82B51C5","D10","CPER","CPER_009","31",40.826076,-104.745963,"WGS84",2.1,"2014-05-28",1,"DIV.CPER.2014.1","Y","PSTE5","Psoralidium tenuiflorum (Pursh) Rydb.","species",,,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","n15MKd9HZpj/Ln9qG+710s4OwrcybKrR",,,,0,0,0,0
"B2C1920686ED4B08BA954BD80B40671A","D10","CPER","CPER_009","31",40.826076,-104.745963,"WGS84",2.1,"2014-05-28",1,"DIV.CPER.2014.1","Y","TRDU","Tragopogon dubius Scop.","species",,,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","n15MKd9HZpj/Ln9qG+710s4OwrcybKrR",,,,0,0,0,0
"FBFFAB1D802C4E7E9ACFB94D28129C2C","D10","CPER","CPER_009","31",40.826076,-104.745963,"WGS84",2.1,"2014-05-28",1,"DIV.CPER.2014.1","Y","TROC","Tradescantia occidentalis (Britton) Smyth","species",,,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","n15MKd9HZpj/Ln9qG+710s4OwrcybKrR",,,,0,0,0,0
"031DC19D468F4A9BA35D8DF4575A11D3","D10","CPER","CPER_009","31",40.826076,-104.745963,"WGS84",2.1,"2014-05-28",1,"DIV.CPER.2014.1","Y","VUOC","Vulpia octoflora (Walter) Rydb.","species",,,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","n15MKd9HZpj/Ln9qG+710s4OwrcybKrR",,,,0,0,0,0
"CAC1B3D69ED94CC0B6A424BBA174AED9","D10","CPER","CPER_009","32",40.826075,-104.745844,"WGS84",2.1,"2014-05-28",1,"DIV.CPER.2014.1","Y","PLPA2","Plantago patagonica Jacq.","species",,,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","AHNxvhv4OK4mGSXWK8I1MxdfifOuzbmS",,,,0,0,0,0
"7DE3A6DB84204CD69E44B5AF7A3B68D0","D10","CPER","CPER_009","32",40.826075,-104.745844,"WGS84",2.1,"2014-05-28",1,"DIV.CPER.2014.1","Y","LEMO4","Leucocrinum montanum Nutt. ex A. Gray","species",,,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","AHNxvhv4OK4mGSXWK8I1MxdfifOuzbmS",,,,0,0,0,0
"AEB901DDDEE14215A961EB3381C4BA5C","D10","CPER","CPER_009","32",40.826075,-104.745844,"WGS84",2.1,"2014-05-28",1,"DIV.CPER.2014.1","Y","LONU3","Lomatium nuttallii (A. Gray) J.F. Macbr.","species","cf. genus",,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","AHNxvhv4OK4mGSXWK8I1MxdfifOuzbmS",,,,0,0,0,0
"03B2E0D50A6C463C9AF1679461640893","D10","CPER","CPER_009","31",40.826076,-104.745963,"WGS84",2.1,"2014-05-28",1,"DIV.CPER.2014.1","Y","THME","Thelesperma megapotamicum (Spreng.) Kuntze","species","cf. species",,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","n15MKd9HZpj/Ln9qG+710s4OwrcybKrR",,,,0,0,0,0
"46E9052FB42341DCBBD52236DFBD7DB7","D10","CPER","CPER_009","32",40.826075,-104.745844,"WGS84",2.1,"2014-05-28",1,"DIV.CPER.2014.1","Y","PIOP","Picradeniopsis oppositifolia (Nutt.) Rydb. ex Britton","species",,,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","AHNxvhv4OK4mGSXWK8I1MxdfifOuzbmS",,,,0,0,0,0
"604AEC0A279746388D1949C855AC8A22","D10","CPER","CPER_009","32",40.826075,-104.745844,"WGS84",2.1,"2014-05-28",1,"DIV.CPER.2014.1","Y","THME","Thelesperma megapotamicum (Spreng.) Kuntze","species",,,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","AHNxvhv4OK4mGSXWK8I1MxdfifOuzbmS",,,,0,0,0,0
"8A04BF771A2B472CB390A78A24CA8A00","D10","CPER","CPER_009","32",40.826075,-104.745844,"WGS84",2.1,"2014-05-28",1,"DIV.CPER.2014.1","Y","CRMI5","Cryptantha minima Rydb.","species",,,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","AHNxvhv4OK4mGSXWK8I1MxdfifOuzbmS",,,,0,0,0,0
"9FC56CFD5DA24857A8F88F78C6918AE2","D10","CPER","CPER_009","32",40.826075,-104.745844,"WGS84",2.1,"2014-05-28",1,"DIV.CPER.2014.1","Y","HECO26","Hesperostipa comata (Trin. & Rupr.) Barkworth","species",,,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","AHNxvhv4OK4mGSXWK8I1MxdfifOuzbmS",,,,0,0,0,0
"0DFC4FABA62F49C786573B60E7230F95","D10","CPER","CPER_009","32",40.826075,-104.745844,"WGS84",2.1,"2014-05-28",1,"DIV.CPER.2014.1","Y","ECVI2","Echinocereus viridiflorus Engelm.","species",,,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","AHNxvhv4OK4mGSXWK8I1MxdfifOuzbmS",,,,0,0,0,0
"4323923DC89246498A8F47D43BAC4681","D10","CPER","CPER_009","32",40.826075,-104.745844,"WGS84",2.1,"2014-05-28",1,"DIV.CPER.2014.1","Y","PASM","Pascopyrum smithii (Rydb.) Á. Löve","species",,,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","AHNxvhv4OK4mGSXWK8I1MxdfifOuzbmS",,,,0,0,0,0
"E64952488E6E4750A0A52487A6192B33","D10","CPER","CPER_009","32",40.826075,-104.745844,"WGS84",2.1,"2014-05-28",1,"DIV.CPER.2014.1","Y","ELEL5","Elymus elymoides (Raf.) Swezey","species",,,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","AHNxvhv4OK4mGSXWK8I1MxdfifOuzbmS",,,,0,0,0,0
"CB1E93CDDA464345B59F19144A1F5FE2","D10","CPER","CPER_009","32",40.826075,-104.745844,"WGS84",2.1,"2014-05-28",1,"DIV.CPER.2014.1","Y","PSTE5","Psoralidium tenuiflorum (Pursh) Rydb.","species",,,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","AHNxvhv4OK4mGSXWK8I1MxdfifOuzbmS",,,,0,0,0,0
"A219A67400EE44588A9A79C5E6099D95","D10","CPER","CPER_009","40",40.826167,-104.745960,"WGS84",2.1,"2014-05-28",1,"DIV.CPER.2014.1","Y","ARPU9","Aristida purpurea Nutt.","species",,,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","n15MKd9HZpj/Ln9qG+710s4OwrcybKrR",,,,0,0,0,0
"3A3351069003460EBDBD611FA7D2A921","D10","CPER","CPER_009","40",40.826167,-104.745960,"WGS84",2.1,"2014-05-28",1,"DIV.CPER.2014.1","Y","CRMI5","Cryptantha minima Rydb.","species",,,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","n15MKd9HZpj/Ln9qG+710s4OwrcybKrR",,,,0,0,0,0
"CA1F53ABAFDE4D46B2C81D389903295B","D10","CPER","CPER_009","40",40.826167,-104.745960,"WGS84",2.1,"2014-05-28",1,"DIV.CPER.2014.1","Y","ARFR4","Artemisia frigida Willd.","species",,,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","AHNxvhv4OK4mGSXWK8I1MxdfifOuzbmS",,,,0,0,0,0
"107A112F1A39472D99AB08DE0D99E188","D10","CPER","CPER_009","41",40.826165,-104.745843,"WGS84",2.1,"2014-05-28",1,"DIV.CPER.2014.1","Y","ERNA10","Ericameria nauseosa (Pall. ex Pursh) G.L. Nesom & Baird","species",,,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","AHNxvhv4OK4mGSXWK8I1MxdfifOuzbmS",,,,0,0,0,0
"DFEE01C85AD6407A9752C1870FE3C973","D10","CPER","CPER_009","41",40.826165,-104.745843,"WGS84",2.1,"2014-05-28",1,"DIV.CPER.2014.1","Y","ESVI2","Escobaria vivipara (Nutt.) Buxbaum","species",,,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","AHNxvhv4OK4mGSXWK8I1MxdfifOuzbmS",,,,0,0,0,0
"337ECC7E672940CA98C7D849C278F153","D10","CPER","CPER_009","41",40.826165,-104.745843,"WGS84",2.1,"2014-05-28",1,"DIV.CPER.2014.1","Y","TRDU","Tragopogon dubius Scop.","species","cf. species",,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","AHNxvhv4OK4mGSXWK8I1MxdfifOuzbmS",,,,0,0,0,0
"F2A63B954C2043658BF1080611D565AC","D10","CPER","CPER_009","32",40.826075,-104.745844,"WGS84",2.1,"2014-05-28",1,"DIV.CPER.2014.1","Y","SONU","Sophora nuttalliana B.L. Turner","species",,,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","AHNxvhv4OK4mGSXWK8I1MxdfifOuzbmS",,,,0,0,0,0
"2D5A9B221A1740F6BC8CEAB973057B74","D10","CPER","CPER_009","32",40.826075,-104.745844,"WGS84",2.1,"2014-05-28",1,"DIV.CPER.2014.1","Y","SPCO","Sphaeralcea coccinea (Nutt.) Rydb.","species",,,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","AHNxvhv4OK4mGSXWK8I1MxdfifOuzbmS",,,,0,0,0,0
"083E783BAE1E423A8C368E0AD6636DC3","D10","CPER","CPER_009","32",40.826075,-104.745844,"WGS84",2.1,"2014-05-28",1,"DIV.CPER.2014.1","Y","MATA2","Machaeranthera tanacetifolia (Kunth) Nees","species","cf. species",,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","AHNxvhv4OK4mGSXWK8I1MxdfifOuzbmS",,,,0,0,0,0
"C7E00C9F4F6145A9B67D6DA41840710D","D10","CPER","CPER_009","32",40.826075,-104.745844,"WGS84",2.1,"2014-05-28",1,"DIV.CPER.2014.1","Y","VIAM","Vicia americana Muhl. ex Willd.","species",,,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","AHNxvhv4OK4mGSXWK8I1MxdfifOuzbmS",,,,0,0,0,0
"42192731CCAE47F7AD38DC0E76C6F842","D10","CPER","CPER_009","32",40.826075,-104.745844,"WGS84",2.1,"2014-05-28",1,"DIV.CPER.2014.1","Y","THFI","Thelesperma filifolium (Hook.) A. Gray","species",,,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","AHNxvhv4OK4mGSXWK8I1MxdfifOuzbmS",,,,0,0,0,0
"E581C662E0604467ABD88F2CF7AFF38C","D10","CPER","CPER_009","32",40.826075,-104.745844,"WGS84",2.1,"2014-05-28",1,"DIV.CPER.2014.1","Y","TRDU","Tragopogon dubius Scop.","species","cf. species",,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","AHNxvhv4OK4mGSXWK8I1MxdfifOuzbmS",,,,0,0,0,0
"513E3E6EFB904DB9BDC01EFFA96BF426","D10","CPER","CPER_009","32",40.826075,-104.745844,"WGS84",2.1,"2014-05-28",1,"DIV.CPER.2014.1","Y","VUOC","Vulpia octoflora (Walter) Rydb.","species",,,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","AHNxvhv4OK4mGSXWK8I1MxdfifOuzbmS",,,,0,0,0,0
"5D4F08608A9F40B69CFCE25F71618633","D10","CPER","CPER_009","40",40.826167,-104.745960,"WGS84",2.1,"2014-05-28",1,"DIV.CPER.2014.1","Y","ELEL5","Elymus elymoides (Raf.) Swezey","species",,,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","n15MKd9HZpj/Ln9qG+710s4OwrcybKrR",,,,0,0,0,0
"BB6FFCE7720140BFA4D79B7C7EE9D3A4","D10","CPER","CPER_009","40",40.826167,-104.745960,"WGS84",2.1,"2014-05-28",1,"DIV.CPER.2014.1","Y","ESVI2","Escobaria vivipara (Nutt.) Buxbaum","species",,,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","n15MKd9HZpj/Ln9qG+710s4OwrcybKrR",,,,0,0,0,0
"009BFAA593B44A9F999318A5F30F8051","D10","CPER","CPER_009","40",40.826167,-104.745960,"WGS84",2.1,"2014-05-28",1,"DIV.CPER.2014.1","Y","OEAL","Oenothera albicaulis Pursh","species",,,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","n15MKd9HZpj/Ln9qG+710s4OwrcybKrR",,,,0,0,0,0
"36FBBFEDB42248AC915F12C2A49A68A3","D10","CPER","CPER_009","40",40.826167,-104.745960,"WGS84",2.1,"2014-05-28",1,"DIV.CPER.2014.1","Y","CADU6","Carex duriuscula C.A. Mey.","species",,,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","AHNxvhv4OK4mGSXWK8I1MxdfifOuzbmS",,,,0,0,0,0
"8B14ED64249F43EC92F22CCD2B30B24D","D10","CPER","CPER_009","40",40.826167,-104.745960,"WGS84",2.1,"2014-05-28",1,"DIV.CPER.2014.1","Y","BODA2","Bouteloua dactyloides (Nutt.) J.T. Columbus","species",,,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","AHNxvhv4OK4mGSXWK8I1MxdfifOuzbmS",,,,0,0,0,0
"BA523BDECA894A1383AF0AB5D0067E2C","D10","CPER","CPER_009","40",40.826167,-104.745960,"WGS84",2.1,"2014-05-28",1,"DIV.CPER.2014.1","Y","BOGR2","Bouteloua gracilis (Willd. ex Kunth) Lag. ex Griffiths","species",,,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","AHNxvhv4OK4mGSXWK8I1MxdfifOuzbmS",,,,0,0,0,0
"5DD4C46843B6441F90E2469545121632","D10","CPER","CPER_009","40",40.826167,-104.745960,"WGS84",2.1,"2014-05-28",1,"DIV.CPER.2014.1","Y","OPPO","Opuntia polyacantha Haw.","species",,,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","AHNxvhv4OK4mGSXWK8I1MxdfifOuzbmS",,,,0,0,0,0
"15303F5A0A084D55A3537FE6478098C7","D10","CPER","CPER_009","40",40.826167,-104.745960,"WGS84",2.1,"2014-05-28",1,"DIV.CPER.2014.1","Y","LEMO4","Leucocrinum montanum Nutt. ex A. Gray","species",,,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","n15MKd9HZpj/Ln9qG+710s4OwrcybKrR",,,,0,0,0,0
"22BD7F252AA34870B49BC6705F9D3848","D10","CPER","CPER_009","40",40.826167,-104.745960,"WGS84",2.1,"2014-05-28",1,"DIV.CPER.2014.1","Y","PSTE5","Psoralidium tenuiflorum (Pursh) Rydb.","species",,,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","AHNxvhv4OK4mGSXWK8I1MxdfifOuzbmS",,,,0,0,0,0
