"uid","domainID","siteID","plotID","subplotID","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertainty","date","boutNumber","eventID","otherVariablesPresent","otherVariables","percentCover","samplingProtocol","measuredBy","recordedBy","remarks","duplicateVariablesBout1m2QF"
"495B16E477E34C86B17C2A4323539892","D10","CPER","CPER_009","31.1.1",40.826035,-104.746017,"WGS84",0.4,"2014-05-28",1,"DIV.CPER.2014.1","Y","soil",55,"NEON.DOC.014042","P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","n15MKd9HZpj/Ln9qG+710s4OwrcybKrR",,0
"7028C323A0AC4862A0C70CCC44535831","D10","CPER","CPER_009","32.2.1",40.826034,-104.745791,"WGS84",0.4,"2014-05-28",1,"DIV.CPER.2014.1","Y","wood",0.5,"NEON.DOC.014042","P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","AHNxvhv4OK4mGSXWK8I1MxdfifOuzbmS",,0
"F727645ADA6644008CE7F31578B148F2","D10","CPER","CPER_009","31.4.1",40.826116,-104.745909,"WGS84",0.4,"2014-05-28",1,"DIV.CPER.2014.1","Y","litter",5,"NEON.DOC.014042","P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","n15MKd9HZpj/Ln9qG+710s4OwrcybKrR",,0
"F473FA29F3E744C2AEED19911A750E44","D10","CPER","CPER_009","40.1.1",40.826127,-104.746014,"WGS84",0.4,"2014-05-28",1,"DIV.CPER.2014.1","Y","standingDead",28,"NEON.DOC.014042","P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","n15MKd9HZpj/Ln9qG+710s4OwrcybKrR",,0
"5A125CEC05764A4FBCF08C622CA0EA67","D10","CPER","CPER_009","41.1.1",40.826125,-104.745897,"WGS84",0.4,"2014-05-28",1,"DIV.CPER.2014.1","Y","rock",18,"NEON.DOC.014042","P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","n15MKd9HZpj/Ln9qG+710s4OwrcybKrR",,0
"C5A6354F7309491CA0B69D461FE1468C","D10","CPER","CPER_009","41.1.1",40.826125,-104.745897,"WGS84",0.4,"2014-05-28",1,"DIV.CPER.2014.1","Y","standingDead",5,"NEON.DOC.014042","P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","n15MKd9HZpj/Ln9qG+710s4OwrcybKrR",,0
"7D5F2B3DCD7144D2A822DA67ECCEF94B","D10","CPER","CPER_009","41.4.1",40.826205,-104.745789,"WGS84",0.4,"2014-05-28",1,"DIV.CPER.2014.1","Y","standingDead",20,"NEON.DOC.014042","P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","AHNxvhv4OK4mGSXWK8I1MxdfifOuzbmS",,0
"A803FD8177B64509944CBC47F4DEF3FE","D10","CPER","CPER_009","41.4.1",40.826205,-104.745789,"WGS84",0.4,"2014-05-28",1,"DIV.CPER.2014.1","Y","soil",45,"NEON.DOC.014042","P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","AHNxvhv4OK4mGSXWK8I1MxdfifOuzbmS",,0
"A3FC61C0BDDE428CB64D62D72ACA85B8","D10","CPER","CPER_009","41.1.1",40.826125,-104.745897,"WGS84",0.4,"2014-05-28",1,"DIV.CPER.2014.1","Y","litter",1,"NEON.DOC.014042","P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","n15MKd9HZpj/Ln9qG+710s4OwrcybKrR",,0
"E544063BEF894D3F98227A18314708CE","D10","CPER","CPER_009","41.4.1",40.826205,-104.745789,"WGS84",0.4,"2014-05-28",1,"DIV.CPER.2014.1","Y","litter",1,"NEON.DOC.014042","P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","AHNxvhv4OK4mGSXWK8I1MxdfifOuzbmS",,0
"DC4181DFA1BA4FAEA1D56C3D18958E54","D10","CPER","CPER_009","41.4.1",40.826205,-104.745789,"WGS84",0.4,"2014-05-28",1,"DIV.CPER.2014.1","Y","wood",0.5,"NEON.DOC.014042","P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","AHNxvhv4OK4mGSXWK8I1MxdfifOuzbmS",,0
"37B4FC5FF0874BB28D901A2B7E859B1E","D10","CPER","CPER_009","32.4.1",40.826115,-104.745791,"WGS84",0.4,"2014-05-28",1,"DIV.CPER.2014.1","Y","litter",4,"NEON.DOC.014042","P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","AHNxvhv4OK4mGSXWK8I1MxdfifOuzbmS",,0
"AAB82E81CAD04794B0F97081DA83C71B","D10","CPER","CPER_009","40.3.1",40.826208,-104.746013,"WGS84",0.4,"2014-05-28",1,"DIV.CPER.2014.1","Y","rock",0.5,"NEON.DOC.014042","P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","n15MKd9HZpj/Ln9qG+710s4OwrcybKrR",,0
"D6426311E30244818D65BA35D55F25BE","D10","CPER","CPER_009","32.4.1",40.826115,-104.745791,"WGS84",0.4,"2014-05-28",1,"DIV.CPER.2014.1","Y","soil",62,"NEON.DOC.014042","P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","AHNxvhv4OK4mGSXWK8I1MxdfifOuzbmS",,0
"E6E0BCE903BE4EBBB447CA6141656C96","D10","CPER","CPER_026","40.1.1",40.808835,-104.758886,"WGS84",0.4,"2014-05-29",1,"DIV.CPER.2014.1","Y","wood",0.5,"NEON.DOC.014042","P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","AHNxvhv4OK4mGSXWK8I1MxdfifOuzbmS",,0
"28C4054393C94E7BB9473E628407DF79","D10","CPER","CPER_026","40.1.1",40.808835,-104.758886,"WGS84",0.4,"2014-05-29",1,"DIV.CPER.2014.1","Y","standingDead",4,"NEON.DOC.014042","P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","AHNxvhv4OK4mGSXWK8I1MxdfifOuzbmS",,0
"1EF01E3B7B6F4DFF9F62C40892732F4C","D10","CPER","CPER_026","40.1.1",40.808835,-104.758886,"WGS84",0.4,"2014-05-29",1,"DIV.CPER.2014.1","Y","lichen",0.5,"NEON.DOC.014042","P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","AHNxvhv4OK4mGSXWK8I1MxdfifOuzbmS",,0
"5582D0C1FCB3425C869B4CF2D262BD79","D10","CPER","CPER_026","40.3.1",40.808916,-104.758886,"WGS84",0.4,"2014-05-29",1,"DIV.CPER.2014.1","Y","wood",0.5,"NEON.DOC.014042","P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","AHNxvhv4OK4mGSXWK8I1MxdfifOuzbmS",,0
"9E3C9C7751CB407EB31A09633381B2DD","D10","CPER","CPER_026","40.3.1",40.808916,-104.758886,"WGS84",0.4,"2014-05-29",1,"DIV.CPER.2014.1","Y","lichen",0.5,"NEON.DOC.014042","P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","AHNxvhv4OK4mGSXWK8I1MxdfifOuzbmS",,0
"270DA40575B149BDA79884B21F452BF9","D10","CPER","CPER_026","40.3.1",40.808916,-104.758886,"WGS84",0.4,"2014-05-29",1,"DIV.CPER.2014.1","Y","standingDead",25,"NEON.DOC.014042","P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","AHNxvhv4OK4mGSXWK8I1MxdfifOuzbmS",,0
"7D9750D09C88401194A93B6CE215D858","D10","CPER","CPER_026","40.3.1",40.808916,-104.758886,"WGS84",0.4,"2014-05-29",1,"DIV.CPER.2014.1","Y","soil",47,"NEON.DOC.014042","P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","AHNxvhv4OK4mGSXWK8I1MxdfifOuzbmS",,0
"BED3CF378C924F0F98196E81E9BAB40E","D10","CPER","CPER_026","40.3.1",40.808916,-104.758886,"WGS84",0.4,"2014-05-29",1,"DIV.CPER.2014.1","Y","scat",1,"NEON.DOC.014042","P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","AHNxvhv4OK4mGSXWK8I1MxdfifOuzbmS",,0
"D990897CE4FB4902BBA6291DE7BF8912","D10","CPER","CPER_026","41.1.1",40.808834,-104.758770,"WGS84",0.4,"2014-05-29",1,"DIV.CPER.2014.1","Y","soil",57,"NEON.DOC.014042","Xlq171H9ZZacHRTOGVYKqs8+16kKTkQj","n15MKd9HZpj/Ln9qG+710s4OwrcybKrR",,0
"413A0DE0D9A343CFA28453DBDF5484C7","D10","CPER","CPER_026","40.3.1",40.808916,-104.758886,"WGS84",0.4,"2014-05-29",1,"DIV.CPER.2014.1","Y","rock",0.5,"NEON.DOC.014042","P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","AHNxvhv4OK4mGSXWK8I1MxdfifOuzbmS",,0
"7E095D3A24B34150BE5A6AD60B3FD1F9","D10","CPER","CPER_026","40.3.1",40.808916,-104.758886,"WGS84",0.4,"2014-05-29",1,"DIV.CPER.2014.1","Y","litter",2,"NEON.DOC.014042","P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","AHNxvhv4OK4mGSXWK8I1MxdfifOuzbmS",,0
"DAEF4B6B920C4B13BEFBFE1482EE2EAA","D10","CPER","CPER_026","41.1.1",40.808834,-104.758770,"WGS84",0.4,"2014-05-29",1,"DIV.CPER.2014.1","Y","lichen",0.5,"NEON.DOC.014042","Xlq171H9ZZacHRTOGVYKqs8+16kKTkQj","n15MKd9HZpj/Ln9qG+710s4OwrcybKrR",,0
"C78A72A1A60E4C948BB2AC2A2CEDDDC2","D10","CPER","CPER_026","41.1.1",40.808834,-104.758770,"WGS84",0.4,"2014-05-29",1,"DIV.CPER.2014.1","Y","standingDead",18,"NEON.DOC.014042","Xlq171H9ZZacHRTOGVYKqs8+16kKTkQj","n15MKd9HZpj/Ln9qG+710s4OwrcybKrR",,0
"DEF0B919FF1E403B91C25725EBA210F2","D10","CPER","CPER_026","41.1.1",40.808834,-104.758770,"WGS84",0.4,"2014-05-29",1,"DIV.CPER.2014.1","Y","litter",1,"NEON.DOC.014042","Xlq171H9ZZacHRTOGVYKqs8+16kKTkQj","n15MKd9HZpj/Ln9qG+710s4OwrcybKrR",,0
"DCA10E5D107E421E91770EC7CE1F4521","D10","CPER","CPER_026","41.4.1",40.808915,-104.758661,"WGS84",0.4,"2014-05-29",1,"DIV.CPER.2014.1","Y","litter",3,"NEON.DOC.014042","Xlq171H9ZZacHRTOGVYKqs8+16kKTkQj","n15MKd9HZpj/Ln9qG+710s4OwrcybKrR",,0
"3007E5E42B814A97AB144A1733111B70","D10","CPER","CPER_026","41.4.1",40.808915,-104.758661,"WGS84",0.4,"2014-05-29",1,"DIV.CPER.2014.1","Y","wood",0.5,"NEON.DOC.014042","Xlq171H9ZZacHRTOGVYKqs8+16kKTkQj","n15MKd9HZpj/Ln9qG+710s4OwrcybKrR",,0
"AC34DC51B2D4427FBF4AFBEB0C8F2489","D10","CPER","CPER_026","41.4.1",40.808915,-104.758661,"WGS84",0.4,"2014-05-29",1,"DIV.CPER.2014.1","Y","soil",59,"NEON.DOC.014042","Xlq171H9ZZacHRTOGVYKqs8+16kKTkQj","n15MKd9HZpj/Ln9qG+710s4OwrcybKrR",,0
"67FB4062A2F443C99C926BDF8901DB0C","D10","CPER","CPER_026","41.4.1",40.808915,-104.758661,"WGS84",0.4,"2014-05-29",1,"DIV.CPER.2014.1","Y","standingDead",15,"NEON.DOC.014042","Xlq171H9ZZacHRTOGVYKqs8+16kKTkQj","n15MKd9HZpj/Ln9qG+710s4OwrcybKrR",,0
"6FBB5EEA16B2487984CDEC986B90EBEE","D10","CPER","CPER_026","31.4.1",40.808825,-104.758782,"WGS84",0.4,"2014-05-29",1,"DIV.CPER.2014.1","Y","wood",0.5,"NEON.DOC.014042","P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","AHNxvhv4OK4mGSXWK8I1MxdfifOuzbmS",,0
"B8843A449AE149CBBFD1E941F428B775","D10","CPER","CPER_026","32.2.1",40.808742,-104.758663,"WGS84",0.4,"2014-05-29",1,"DIV.CPER.2014.1","Y","standingDead",0.5,"NEON.DOC.014042","Xlq171H9ZZacHRTOGVYKqs8+16kKTkQj","n15MKd9HZpj/Ln9qG+710s4OwrcybKrR",,0
"3F6DBFCDC0CE45D6BEEAB2822614BFDD","D10","CPER","CPER_026","31.4.1",40.808825,-104.758782,"WGS84",0.4,"2014-05-29",1,"DIV.CPER.2014.1","Y","rock",0.5,"NEON.DOC.014042","P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","AHNxvhv4OK4mGSXWK8I1MxdfifOuzbmS",,0
"C4379812168540F8B0205DC78749B9E6","D10","CPER","CPER_026","32.2.1",40.808742,-104.758663,"WGS84",0.4,"2014-05-29",1,"DIV.CPER.2014.1","Y","lichen",1,"NEON.DOC.014042","Xlq171H9ZZacHRTOGVYKqs8+16kKTkQj","n15MKd9HZpj/Ln9qG+710s4OwrcybKrR",,0
"C16107FA121941E89096E81718C64269","D10","CPER","CPER_026","32.2.1",40.808742,-104.758663,"WGS84",0.4,"2014-05-29",1,"DIV.CPER.2014.1","Y","litter",2,"NEON.DOC.014042","Xlq171H9ZZacHRTOGVYKqs8+16kKTkQj","n15MKd9HZpj/Ln9qG+710s4OwrcybKrR",,0
"E3807430422D4306A08D546A0E86C527","D10","CPER","CPER_026","32.2.1",40.808742,-104.758663,"WGS84",0.4,"2014-05-29",1,"DIV.CPER.2014.1","Y","soil",29,"NEON.DOC.014042","Xlq171H9ZZacHRTOGVYKqs8+16kKTkQj","n15MKd9HZpj/Ln9qG+710s4OwrcybKrR",,0
"FA6BCABABA124DC298B7254814FAC411","D10","CPER","CPER_026","32.4.1",40.808823,-104.758663,"WGS84",0.4,"2014-05-29",1,"DIV.CPER.2014.1","Y","rock",1,"NEON.DOC.014042","Xlq171H9ZZacHRTOGVYKqs8+16kKTkQj","n15MKd9HZpj/Ln9qG+710s4OwrcybKrR",,0
"5657CEA6847144C2B88AE44EDF515E74","D10","CPER","CPER_026","32.2.1",40.808742,-104.758663,"WGS84",0.4,"2014-05-29",1,"DIV.CPER.2014.1","Y","wood",0.5,"NEON.DOC.014042","Xlq171H9ZZacHRTOGVYKqs8+16kKTkQj","n15MKd9HZpj/Ln9qG+710s4OwrcybKrR",,0
"99C2EF59EEA54E42A9186A136493D5E2","D10","CPER","CPER_026","32.2.1",40.808742,-104.758663,"WGS84",0.4,"2014-05-29",1,"DIV.CPER.2014.1","Y","rock",34,"NEON.DOC.014042","Xlq171H9ZZacHRTOGVYKqs8+16kKTkQj","n15MKd9HZpj/Ln9qG+710s4OwrcybKrR",,0
"2151BF3462DB42EDA6ECE191545BB6AD","D10","CPER","CPER_026","32.4.1",40.808823,-104.758663,"WGS84",0.4,"2014-05-29",1,"DIV.CPER.2014.1","Y","litter",1,"NEON.DOC.014042","Xlq171H9ZZacHRTOGVYKqs8+16kKTkQj","n15MKd9HZpj/Ln9qG+710s4OwrcybKrR",,0
"E1F5499E49694E11A5460CB0A856B9CA","D10","CPER","CPER_026","32.4.1",40.808823,-104.758663,"WGS84",0.4,"2014-05-29",1,"DIV.CPER.2014.1","Y","standingDead",15,"NEON.DOC.014042","Xlq171H9ZZacHRTOGVYKqs8+16kKTkQj","n15MKd9HZpj/Ln9qG+710s4OwrcybKrR",,0
"E18ACC3BF2604E66880247C0A8C502A8","D10","CPER","CPER_026","32.4.1",40.808823,-104.758663,"WGS84",0.4,"2014-05-29",1,"DIV.CPER.2014.1","Y","lichen",0.5,"NEON.DOC.014042","Xlq171H9ZZacHRTOGVYKqs8+16kKTkQj","n15MKd9HZpj/Ln9qG+710s4OwrcybKrR",,0
"CC7BFD44A3E54CF5B4A73471D1BE4D4F","D10","CPER","CPER_026","32.4.1",40.808823,-104.758663,"WGS84",0.4,"2014-05-29",1,"DIV.CPER.2014.1","Y","soil",60,"NEON.DOC.014042","Xlq171H9ZZacHRTOGVYKqs8+16kKTkQj","n15MKd9HZpj/Ln9qG+710s4OwrcybKrR",,0
"62D69A011D194658A7643B9EBC496323","D10","CPER","CPER_026","32.4.1",40.808823,-104.758663,"WGS84",0.4,"2014-05-29",1,"DIV.CPER.2014.1","Y","otherNonVascular",3,"NEON.DOC.014042","Xlq171H9ZZacHRTOGVYKqs8+16kKTkQj","n15MKd9HZpj/Ln9qG+710s4OwrcybKrR",,0
"C0F2BB99DD194203AA24756FD5EC16C5","D10","CPER","CPER_026","40.1.1",40.808835,-104.758886,"WGS84",0.4,"2014-05-29",1,"DIV.CPER.2014.1","Y","soil",70,"NEON.DOC.014042","P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","AHNxvhv4OK4mGSXWK8I1MxdfifOuzbmS",,0
"4F0E43401B41460ABF704055F7824A61","D10","CPER","CPER_026","40.1.1",40.808835,-104.758886,"WGS84",0.4,"2014-05-29",1,"DIV.CPER.2014.1","Y","rock",0.5,"NEON.DOC.014042","P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","AHNxvhv4OK4mGSXWK8I1MxdfifOuzbmS",,0
"CA4077D5F09C4D99998417D48F5BA1CA","D10","CPER","CPER_026","40.1.1",40.808835,-104.758886,"WGS84",0.4,"2014-05-29",1,"DIV.CPER.2014.1","Y","scat",3,"NEON.DOC.014042","P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","AHNxvhv4OK4mGSXWK8I1MxdfifOuzbmS",,0
"651FD20DD0144F7EB63F9DE3CC2F980B","D10","CPER","CPER_026","31.1.1",40.808744,-104.758890,"WGS84",0.4,"2014-05-29",1,"DIV.CPER.2014.1","Y","lichen",0.5,"NEON.DOC.014042","P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","AHNxvhv4OK4mGSXWK8I1MxdfifOuzbmS",,0
"7753B26F9AC348A497D3ADFDEDF30C70","D10","CPER","CPER_026","31.1.1",40.808744,-104.758890,"WGS84",0.4,"2014-05-29",1,"DIV.CPER.2014.1","Y","rock",1,"NEON.DOC.014042","P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","AHNxvhv4OK4mGSXWK8I1MxdfifOuzbmS",,0
"926B2BBD6B814BF48853A383E2292A58","D10","CPER","CPER_026","31.1.1",40.808744,-104.758890,"WGS84",0.4,"2014-05-29",1,"DIV.CPER.2014.1","Y","standingDead",20,"NEON.DOC.014042","P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","AHNxvhv4OK4mGSXWK8I1MxdfifOuzbmS",,0
"59284071A111487B86D2E8F854CCA9FC","D10","CPER","CPER_026","40.1.1",40.808835,-104.758886,"WGS84",0.4,"2014-05-29",1,"DIV.CPER.2014.1","Y","litter",1,"NEON.DOC.014042","P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","AHNxvhv4OK4mGSXWK8I1MxdfifOuzbmS",,0
"86A9C993D0D34545B728ABE27F49C4F4","D10","CPER","CPER_026","31.1.1",40.808744,-104.758890,"WGS84",0.4,"2014-05-29",1,"DIV.CPER.2014.1","Y","soil",50,"NEON.DOC.014042","P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","AHNxvhv4OK4mGSXWK8I1MxdfifOuzbmS",,0
