"uid","domainID","siteID","plotID","subplotID","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertainty","date","boutNumber","eventID","targetTaxaPresent","taxonID","scientificName","taxonRank","identificationQualifier","morphospeciesID","samplingProtocol","identificationReferences","measuredBy","recordedBy","taxonIDRemarks","morphospeciesIDRemarks","remarks","missingRecords1m2QF","missingRecords10m2QF","duplicateTaxonIDPerBout10m2QF"
"9ADBC5EB70FD49DCB276FB5B3F69DABA","D03","OSBS","OSBS_001","41.1.10",29.702932,-82.008870,"WGS84",1.3,"2014-03-31",1,"DIV.OSBS.2014.1","Y","PITA","Pinus taeda L.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80",,,,0,0,0
"6216A0D9075B46A19D3685E4D10DDF8F","D03","OSBS","OSBS_001","41.1.10",29.702932,-82.008870,"WGS84",1.3,"2014-03-31",1,"DIV.OSBS.2014.1","Y","ILGL","Ilex glabra (L.) A. Gray","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80",,,,0,0,0
"34FC32CD90A542558560051A1F7E5F18","D03","OSBS","OSBS_001","41.1.10",29.702932,-82.008870,"WGS84",1.3,"2014-03-31",1,"DIV.OSBS.2014.1","Y","VIRO3","Vitis rotundifolia Michx.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80",,,,0,0,0
"D81C5C5972614BA798B175D81DC1B478","D03","OSBS","OSBS_001","40.3.10",,,,,"2014-03-31",1,"DIV.OSBS.2014.1","Y","ILCO","Ilex coriacea (Pursh) Chapm.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80",,,,0,0,0
"333910190DF240C5BFE63A1B663ACCEC","D03","OSBS","OSBS_001","40.3.10",,,,,"2014-03-31",1,"DIV.OSBS.2014.1","Y","LYLU3","Lyonia lucida (Lam.) K. Koch","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80",,,,0,0,0
"C9D4BDA18BB149099BA06DF9218BD0EC","D03","OSBS","OSBS_001","40.3.10",,,,,"2014-03-31",1,"DIV.OSBS.2014.1","Y","VIRO3","Vitis rotundifolia Michx.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80",,,,0,0,0
"7B10399F51734E4282A4E42B586E0054","D03","OSBS","OSBS_001","41.1.10",29.702932,-82.008870,"WGS84",1.3,"2014-03-31",1,"DIV.OSBS.2014.1","Y","QUNI","Quercus nigra L.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80",,,,0,0,0
"4A2AF7F589554CB1B33D1ECC79E03354","D03","OSBS","OSBS_001","40.1.10",,,,,"2014-03-31",1,"DIV.OSBS.2014.1","Y","ILCO","Ilex coriacea (Pursh) Chapm.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80",,,,0,0,0
"CFCBB06662B7401994A0A93BC57D62F5","D03","OSBS","OSBS_001","40.1.10",,,,,"2014-03-31",1,"DIV.OSBS.2014.1","Y","LYFE","Lyonia ferruginea (Walter) Nutt.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80",,,,0,0,0
"AD4456532EB243608B26514A36FBAD5A","D03","OSBS","OSBS_001","40.3.10",,,,,"2014-03-31",1,"DIV.OSBS.2014.1","Y","SERE2","Serenoa repens (W. Bartram) Small","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80",,,,0,0,0
"C70EFD5353034914830D7E908C280EBE","D03","OSBS","OSBS_001","40.3.10",,,,,"2014-03-31",1,"DIV.OSBS.2014.1","Y","SMGL","Smilax glauca Walter","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80",,,,0,0,0
"99C9EA5EB5014EB3AD681EAAE47BBB71","D03","OSBS","OSBS_001","40.3.10",,,,,"2014-03-31",1,"DIV.OSBS.2014.1","Y","ACRUT","Acer rubrum L. var. trilobum Torr. & A. Gray ex K. Koch","variety",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80",,,,0,0,0
"649F577D22384534ADCBC590E89E2A19","D03","OSBS","OSBS_001","32.4.10",,,,,"2014-03-31",1,"DIV.OSBS.2014.1","Y","LYLU3","Lyonia lucida (Lam.) K. Koch","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80",,,,0,0,0
"4699953E52D3447D97E4294B2E6657D0","D03","OSBS","OSBS_001","40.1.10",,,,,"2014-03-31",1,"DIV.OSBS.2014.1","Y","SERE2","Serenoa repens (W. Bartram) Small","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80",,,,0,0,0
"86D7FD8203074B2AB2F038D06AE26312","D03","OSBS","OSBS_001","40.1.10",,,,,"2014-03-31",1,"DIV.OSBS.2014.1","Y","LYLU3","Lyonia lucida (Lam.) K. Koch","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80",,,,0,0,0
"73C5BBEBF7D845E6BDAECDEB3458A1C5","D03","OSBS","OSBS_001","40.1.10",,,,,"2014-03-31",1,"DIV.OSBS.2014.1","Y","QUNI","Quercus nigra L.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80",,,,0,0,0
"C3E761070E8C4AFD9AB4C2BBB3FF8418","D03","OSBS","OSBS_001","40.1.10",,,,,"2014-03-31",1,"DIV.OSBS.2014.1","Y","ACRU","Acer rubrum L.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80",,,,0,0,0
"F214D4C87AFD403BB4CA36DDD52A292F","D03","OSBS","OSBS_001","32.4.10",,,,,"2014-03-31",1,"DIV.OSBS.2014.1","Y","ILCO","Ilex coriacea (Pursh) Chapm.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80",,,,0,0,0
"6C1E4D8D68BE4CF597D869C389E016D8","D03","OSBS","OSBS_001","32.4.10",,,,,"2014-03-31",1,"DIV.OSBS.2014.1","Y","QUNI","Quercus nigra L.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80",,,,0,0,0
"DA3BB264FB3D48C18057A779D5FC7719","D03","OSBS","OSBS_001","32.4.10",,,,,"2014-03-31",1,"DIV.OSBS.2014.1","Y","SERE2","Serenoa repens (W. Bartram) Small","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80",,,,0,0,0
"1D64C6D252D3412C895CA9818AA47979","D03","OSBS","OSBS_001","32.4.10",,,,,"2014-03-31",1,"DIV.OSBS.2014.1","Y","PEBO","Persea borbonia (L.) Spreng.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80",,,,0,0,0
"5BE7F893D2104FC492E7C27F32F32A07","D03","OSBS","OSBS_001","32.4.10",,,,,"2014-03-31",1,"DIV.OSBS.2014.1","Y","ACRUT","Acer rubrum L. var. trilobum Torr. & A. Gray ex K. Koch","variety",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80",,,,0,0,0
"44257DFF9A0A418F8B9E17BEA950A734","D03","OSBS","OSBS_001","32.2.10",,,,,"2014-03-31",1,"DIV.OSBS.2014.1","Y","ILCO","Ilex coriacea (Pursh) Chapm.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80",,,,0,0,0
"C87AB51A9277433BA5EAA9A9CFC77947","D03","OSBS","OSBS_001","32.2.10",,,,,"2014-03-31",1,"DIV.OSBS.2014.1","Y","LYLU3","Lyonia lucida (Lam.) K. Koch","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80",,,,0,0,0
"648EF0B8D4E149C0B3519DA687693579","D03","OSBS","OSBS_001","32.2.10",,,,,"2014-03-31",1,"DIV.OSBS.2014.1","Y","MIRE","Mitchella repens L.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80",,,,0,0,0
"29D675EB4F434AD6BF99EC81A4EA81E0","D03","OSBS","OSBS_001","32.2.10",,,,,"2014-03-31",1,"DIV.OSBS.2014.1","Y","SERE2","Serenoa repens (W. Bartram) Small","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80",,,,0,0,0
"BD4B1AA2CD5549F0AB85D45433CDAF95","D03","OSBS","OSBS_001","32.2.10",,,,,"2014-03-31",1,"DIV.OSBS.2014.1","Y","SMGL","Smilax glauca Walter","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80",,,,0,0,0
"BD044872CC2148D88AD1E5C7C589D3E9","D03","OSBS","OSBS_001","32.2.10",,,,,"2014-03-31",1,"DIV.OSBS.2014.1","Y","VIRO3","Vitis rotundifolia Michx.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80",,,,0,0,0
"C045413EA04A42FA96C1AC1F604E600E","D03","OSBS","OSBS_001","32.2.10",,,,,"2014-03-31",1,"DIV.OSBS.2014.1","Y","QUNI","Quercus nigra L.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80",,,,0,0,0
"88860C3C14034F4E832F55151E51CDA4","D03","OSBS","OSBS_001","32.2.10",,,,,"2014-03-31",1,"DIV.OSBS.2014.1","Y","LYFE","Lyonia ferruginea (Walter) Nutt.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80",,,,0,0,0
"FA52FC706CE04C03A688110B18E3D1C6","D03","OSBS","OSBS_001","32.2.10",,,,,"2014-03-31",1,"DIV.OSBS.2014.1","Y","VAST","Vaccinium stamineum L.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80",,,,0,0,0
"8807C2CEE0CB4EAB832D3ED01DDC033D","D03","OSBS","OSBS_001","32.2.10",,,,,"2014-03-31",1,"DIV.OSBS.2014.1","Y","ACRU","Acer rubrum L.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80",,,,0,0,0
"476C67AFCE2F482EA9B8C676F505A47A","D03","OSBS","OSBS_001","31.4.10",29.702904,-82.008902,"WGS84",1.3,"2014-03-31",1,"DIV.OSBS.2014.1","Y","ACRUT","Acer rubrum L. var. trilobum Torr. & A. Gray ex K. Koch","variety",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80",,,,0,0,0
"857AD7D6C57E41F19EAA4E7A8464966F","D03","OSBS","OSBS_001","31.4.10",29.702904,-82.008902,"WGS84",1.3,"2014-03-31",1,"DIV.OSBS.2014.1","Y","ILCO","Ilex coriacea (Pursh) Chapm.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80",,,,0,0,0
"13BB4E18770D456D8D9DBA4022443B43","D03","OSBS","OSBS_001","31.4.10",29.702904,-82.008902,"WGS84",1.3,"2014-03-31",1,"DIV.OSBS.2014.1","Y","LYLU3","Lyonia lucida (Lam.) K. Koch","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80",,,,0,0,0
"80C786164A9548EBB4822C26F6D8A56B","D03","OSBS","OSBS_001","32.2.10",,,,,"2014-03-31",1,"DIV.OSBS.2014.1","Y","QUHE2","Quercus hemisphaerica W. Bartram ex Willd.","species","cf. species",,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80",,,,0,0,0
"0ADCCB48C6774FEFA6B64617585CC5D7","D03","OSBS","OSBS_001","31.1.10",,,,,"2014-03-31",1,"DIV.OSBS.2014.1","Y","SMGL","Smilax glauca Walter","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80",,,,0,0,0
"F49B764C59084A65A688A4A41405C151","D03","OSBS","OSBS_001","31.4.10",29.702904,-82.008902,"WGS84",1.3,"2014-03-31",1,"DIV.OSBS.2014.1","Y","SERE2","Serenoa repens (W. Bartram) Small","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80",,,,0,0,0
"521EAA6FFA49483396D0198FCF3AA798","D03","OSBS","OSBS_001","31.4.10",29.702904,-82.008902,"WGS84",1.3,"2014-03-31",1,"DIV.OSBS.2014.1","Y","LYFE","Lyonia ferruginea (Walter) Nutt.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80",,,,0,0,0
"A95A608AAB494BDFAC99219D763319E5","D03","OSBS","OSBS_001","31.4.10",29.702904,-82.008902,"WGS84",1.3,"2014-03-31",1,"DIV.OSBS.2014.1","Y","ILGL","Ilex glabra (L.) A. Gray","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80",,,,0,0,0
"B48E5F00B9D14AB2882B1C59E204E44E","D03","OSBS","OSBS_001","31.1.10",,,,,"2014-03-31",1,"DIV.OSBS.2014.1","Y","OSAMA","Osmanthus americanus (L.) Benth. & Hook. f. ex A. Gray var. americanus","variety",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80",,,,0,0,0
"D438D7DD2F9E4C178EA6B3167E7C2FDC","D03","OSBS","OSBS_001","31.1.10",,,,,"2014-03-31",1,"DIV.OSBS.2014.1","Y","ACRUT","Acer rubrum L. var. trilobum Torr. & A. Gray ex K. Koch","variety",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80",,,,0,0,0
"9DFFCD7FA32A45F180607D353666F254","D03","OSBS","OSBS_001","31.1.10",,,,,"2014-03-31",1,"DIV.OSBS.2014.1","Y","ILCO","Ilex coriacea (Pursh) Chapm.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80",,,,0,0,0
"7C4F3943AFD74B8CA895415E68831F45","D03","OSBS","OSBS_001","31.1.10",,,,,"2014-03-31",1,"DIV.OSBS.2014.1","Y","LYLU3","Lyonia lucida (Lam.) K. Koch","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80",,,,0,0,0
"AA8DF34E053147AC828A10BDAF2D5EB7","D03","OSBS","OSBS_001","31.1.10",,,,,"2014-03-31",1,"DIV.OSBS.2014.1","Y","SERE2","Serenoa repens (W. Bartram) Small","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80",,,,0,0,0
"55AF1081854B45EEA507A6C53903EC91","D03","OSBS","OSBS_001","31.1.10",,,,,"2014-03-31",1,"DIV.OSBS.2014.1","Y","LYFE","Lyonia ferruginea (Walter) Nutt.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80",,,,0,0,0
"E0532105B3F047C7B7418BF4314F2AF2","D03","OSBS","OSBS_001","31.1.10",,,,,"2014-03-31",1,"DIV.OSBS.2014.1","Y","VIRO3","Vitis rotundifolia Michx.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80",,,,0,0,0
"323D6E2D9DBE4B36B016D2B3AE966D66","D03","OSBS","OSBS_001","31.1.10",,,,,"2014-03-31",1,"DIV.OSBS.2014.1","Y","PLPO2","Pleopeltis polypodioides (L.) Andrews & Windham","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80",,,,0,0,0
"D3CA3AA629BF4BC388A30C5A4B0EF37C","D03","OSBS","OSBS_001","31.1.10",,,,,"2014-03-31",1,"DIV.OSBS.2014.1","Y","ILGL","Ilex glabra (L.) A. Gray","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80",,,,0,0,0
"48A0867E122C4B078A21FD7D10958336","D03","OSBS","OSBS_023","32.4.10",29.722586,-81.985443,"WGS84",1.1,"2014-04-01",1,"DIV.OSBS.2014.1","Y","NYBI","Nyssa biflora Walter","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0,0
"17BC3CC71C7444EF83EE18185E01F170","D03","OSBS","OSBS_023","32.4.10",29.722586,-81.985443,"WGS84",1.1,"2014-04-01",1,"DIV.OSBS.2014.1","Y","CLMA4","Clitoria mariana L.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0,0
"BD80C338C03148958CA6D94B8F577F63","D03","OSBS","OSBS_023","32.2.10",29.722524,-81.985442,"WGS84",1.1,"2014-04-01",1,"DIV.OSBS.2014.1","Y","CLMA4","Clitoria mariana L.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,"No new plant species found",0,0,0
"A6EC899A7AAD4836B75247C1B301EEE6","D03","OSBS","OSBS_011","31.1.10",29.721446,-81.987136,"WGS84",1.1,"2014-04-02",1,"DIV.OSBS.2014.1","Y","QUHE2","Quercus hemisphaerica W. Bartram ex Willd.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0,0
"296A76711C114A2E9BE7CEB15054DC4D","D03","OSBS","OSBS_011","31.1.10",29.721446,-81.987136,"WGS84",1.1,"2014-04-02",1,"DIV.OSBS.2014.1","Y","SERE2","Serenoa repens (W. Bartram) Small","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0,0
"F5C57CF51E084AD2938E43EA51F66278","D03","OSBS","OSBS_011","31.1.10",29.721446,-81.987136,"WGS84",1.1,"2014-04-02",1,"DIV.OSBS.2014.1","Y","PTAQ","Pteridium aquilinum (L.) Kuhn","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0,0
