"uid","domainID","siteID","plotID","subplotID","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertainty","date","boutNumber","eventID","targetTaxaPresent","taxonID","scientificName","taxonRank","identificationQualifier","morphospeciesID","samplingProtocol","identificationReferences","measuredBy","recordedBy","taxonIDRemarks","morphospeciesIDRemarks","remarks","missingRecords1m2QF","missingRecords10m2QF","duplicateTaxonIDPerBout10m2QF"
"78CC7E7FAE3C47289A8F5279D416B3DA","D10","CPER","CPER_009","32.4.10",40.826106,-104.745804,"WGS84",1.1,"2014-05-28",1,"DIV.CPER.2014.1","Y","THFI","Thelesperma filifolium (Hook.) A. Gray","species",,,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","AHNxvhv4OK4mGSXWK8I1MxdfifOuzbmS",,,,0,0,0
"8AFFD263A82E403EADA29F5F97B6E0C0","D10","CPER","CPER_009","40.3.10",40.826198,-104.746001,"WGS84",1.1,"2014-05-28",1,"DIV.CPER.2014.1","Y","OPPO","Opuntia polyacantha Haw.","species",,,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","n15MKd9HZpj/Ln9qG+710s4OwrcybKrR",,,,0,0,0
"BE32A664A30E4193AC39AA9C85BA6EDC","D10","CPER","CPER_009","41.1.10",40.826134,-104.745884,"WGS84",1.1,"2014-05-28",1,"DIV.CPER.2014.1","Y","OPPO","Opuntia polyacantha Haw.","species",,,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","AHNxvhv4OK4mGSXWK8I1MxdfifOuzbmS",,,,0,0,0
"D77AE862DEBE44CE89F5CE7F55A9B18A","D10","CPER","CPER_009","41.4.10",40.826195,-104.745802,"WGS84",1.1,"2014-05-28",1,"DIV.CPER.2014.1","Y","OPPO","Opuntia polyacantha Haw.","species",,,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","AHNxvhv4OK4mGSXWK8I1MxdfifOuzbmS",,,,0,0,0
"E3A54742C5F042D097ACBD886372119F","D10","CPER","CPER_009","41.4.10",40.826195,-104.745802,"WGS84",1.1,"2014-05-28",1,"DIV.CPER.2014.1","Y","SPCR","Sporobolus cryptandrus (Torr.) A. Gray","species",,,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","AHNxvhv4OK4mGSXWK8I1MxdfifOuzbmS",,,,0,0,0
"5CCBC6D5CA4C476997D3AAB9F3E9B5AC","D10","CPER","CPER_009","31.4.10",40.826106,-104.745922,"WGS84",1.1,"2014-05-28",1,"DIV.CPER.2014.1","Y","GUSA2","Gutierrezia sarothrae (Pursh) Britton & Rusby","species",,,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","n15MKd9HZpj/Ln9qG+710s4OwrcybKrR",,,,0,0,0
"CE75C45197BC46F791E9C4DAE56EBD11","D10","CPER","CPER_009","31.4.10",40.826106,-104.745922,"WGS84",1.1,"2014-05-28",1,"DIV.CPER.2014.1","Y","THFI","Thelesperma filifolium (Hook.) A. Gray","species",,,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","n15MKd9HZpj/Ln9qG+710s4OwrcybKrR",,,,0,0,0
"A20147EFB65946C596AF903B97E57CED","D10","CPER","CPER_009","32.2.10",40.826044,-104.745804,"WGS84",1.1,"2014-05-28",1,"DIV.CPER.2014.1","Y","PASM","Pascopyrum smithii (Rydb.) Á. Löve","species",,,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","AHNxvhv4OK4mGSXWK8I1MxdfifOuzbmS",,,,0,0,0
"4803D3E05EA747BEAE76A35281162527","D10","CPER","CPER_009","32.2.10",40.826044,-104.745804,"WGS84",1.1,"2014-05-28",1,"DIV.CPER.2014.1","Y","HECO26","Hesperostipa comata (Trin. & Rupr.) Barkworth","species",,,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","AHNxvhv4OK4mGSXWK8I1MxdfifOuzbmS",,,,0,0,0
"77B5D2F9852840A79B1BAD03F512602D","D10","CPER","CPER_009","31.4.10",40.826106,-104.745922,"WGS84",1.1,"2014-05-28",1,"DIV.CPER.2014.1","Y","PASM","Pascopyrum smithii (Rydb.) Á. Löve","species",,,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","n15MKd9HZpj/Ln9qG+710s4OwrcybKrR",,,,0,0,0
"6595649153534D02BCDDDE38702BFD79","D10","CPER","CPER_009","40.1.10",40.826137,-104.746001,"WGS84",1.1,"2014-05-28",1,"DIV.CPER.2014.1","Y","LEMO4","Leucocrinum montanum Nutt. ex A. Gray","species",,,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","n15MKd9HZpj/Ln9qG+710s4OwrcybKrR",,,,0,0,0
"C9029CF0905F4CAAAA5D6EC667512448","D10","CPER","CPER_009","40.3.10",40.826198,-104.746001,"WGS84",1.1,"2014-05-28",1,"DIV.CPER.2014.1","Y","CRMI5","Cryptantha minima Rydb.","species",,,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","n15MKd9HZpj/Ln9qG+710s4OwrcybKrR",,,,0,0,0
"9E71B0CD02784841A0A30A2EF092170A","D10","CPER","CPER_009","31.1.10",40.826045,-104.746004,"WGS84",1.1,"2014-05-28",1,"DIV.CPER.2014.1","Y","PASM","Pascopyrum smithii (Rydb.) Á. Löve","species",,,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","n15MKd9HZpj/Ln9qG+710s4OwrcybKrR",,,,0,0,0
"E5AC4F7691344FECBD894C5C648E0E4E","D10","CPER","CPER_009","40.3.10",40.826198,-104.746001,"WGS84",1.1,"2014-05-28",1,"DIV.CPER.2014.1","Y","THFI","Thelesperma filifolium (Hook.) A. Gray","species",,,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","n15MKd9HZpj/Ln9qG+710s4OwrcybKrR",,,,0,0,0
"141DE47F0ABD4149BF5CA21B29476E83","D10","CPER","CPER_009","40.1.10",40.826137,-104.746001,"WGS84",1.1,"2014-05-28",1,"DIV.CPER.2014.1","Y","TRDU","Tragopogon dubius Scop.","species","cf. species",,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","n15MKd9HZpj/Ln9qG+710s4OwrcybKrR",,,,0,0,0
"CA04FB80815842E381AEE23B4E2C75BC","D10","CPER","CPER_009","31.4.10",40.826106,-104.745922,"WGS84",1.1,"2014-05-28",1,"DIV.CPER.2014.1","Y","CRMI5","Cryptantha minima Rydb.","species",,,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","n15MKd9HZpj/Ln9qG+710s4OwrcybKrR",,,,0,0,0
"2C402F748DE7407DACEE4926A8CD6556","D10","CPER","CPER_009","31.4.10",40.826106,-104.745922,"WGS84",1.1,"2014-05-28",1,"DIV.CPER.2014.1","Y","ARFR4","Artemisia frigida Willd.","species",,,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","n15MKd9HZpj/Ln9qG+710s4OwrcybKrR",,,,0,0,0
"00372E3F28D14A02B32FD5F75CBE09F4","D10","CPER","CPER_009","31.4.10",40.826106,-104.745922,"WGS84",1.1,"2014-05-28",1,"DIV.CPER.2014.1","Y","SPCO","Sphaeralcea coccinea (Nutt.) Rydb.","species",,,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","n15MKd9HZpj/Ln9qG+710s4OwrcybKrR",,,,0,0,0
"5E28037A64164DDD93B75ACD19D97EA7","D10","CPER","CPER_009","31.4.10",40.826106,-104.745922,"WGS84",1.1,"2014-05-28",1,"DIV.CPER.2014.1","Y","CADU6","Carex duriuscula C.A. Mey.","species","cf. species",,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","n15MKd9HZpj/Ln9qG+710s4OwrcybKrR",,,,0,0,0
"4B7A9664C1334E25B395C628A1AFBF9B","D10","CPER","CPER_009","32.4.10",40.826106,-104.745804,"WGS84",1.1,"2014-05-28",1,"DIV.CPER.2014.1","Y","ECVI2","Echinocereus viridiflorus Engelm.","species",,,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","AHNxvhv4OK4mGSXWK8I1MxdfifOuzbmS",,,,0,0,0
"6EF16276834C4C4BA4D623EDEE902FB9","D10","CPER","CPER_009","40.3.10",40.826198,-104.746001,"WGS84",1.1,"2014-05-28",1,"DIV.CPER.2014.1","Y","PSTE5","Psoralidium tenuiflorum (Pursh) Rydb.","species",,,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","n15MKd9HZpj/Ln9qG+710s4OwrcybKrR",,,,0,0,0
"3CD316F8C8F24EC59429B2E718868119","D10","CPER","CPER_009","31.1.10",40.826045,-104.746004,"WGS84",1.1,"2014-05-28",1,"DIV.CPER.2014.1","Y","SPCO","Sphaeralcea coccinea (Nutt.) Rydb.","species",,,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","n15MKd9HZpj/Ln9qG+710s4OwrcybKrR",,,,0,0,0
"25DD60D3EC4D4A3184EF523D5EBE7EC6","D10","CPER","CPER_009","31.1.10",40.826045,-104.746004,"WGS84",1.1,"2014-05-28",1,"DIV.CPER.2014.1","Y","CADU6","Carex duriuscula C.A. Mey.","species","cf. species",,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","n15MKd9HZpj/Ln9qG+710s4OwrcybKrR",,,,0,0,0
"20863DFF775441FCBB0DD309EEA3A34B","D10","CPER","CPER_009","31.4.10",40.826106,-104.745922,"WGS84",1.1,"2014-05-28",1,"DIV.CPER.2014.1","Y","BODA2","Bouteloua dactyloides (Nutt.) J.T. Columbus","species",,,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","n15MKd9HZpj/Ln9qG+710s4OwrcybKrR",,,,0,0,0
"E034AA9632E7458E8014C614D036E54A","D10","CPER","CPER_009","32.4.10",40.826106,-104.745804,"WGS84",1.1,"2014-05-28",1,"DIV.CPER.2014.1","Y","SPCO","Sphaeralcea coccinea (Nutt.) Rydb.","species",,,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","AHNxvhv4OK4mGSXWK8I1MxdfifOuzbmS",,,,0,0,0
"154F365401454BD0B315348C66A66AAF","D10","CPER","CPER_009","40.1.10",40.826137,-104.746001,"WGS84",1.1,"2014-05-28",1,"DIV.CPER.2014.1","Y","BOGR2","Bouteloua gracilis (Willd. ex Kunth) Lag. ex Griffiths","species",,,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","AHNxvhv4OK4mGSXWK8I1MxdfifOuzbmS",,,,0,0,0
"8A837ED1B3F2425683C217BAEF8740C2","D10","CPER","CPER_009","41.1.10",40.826134,-104.745884,"WGS84",1.1,"2014-05-28",1,"DIV.CPER.2014.1","Y","CADU6","Carex duriuscula C.A. Mey.","species",,,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","AHNxvhv4OK4mGSXWK8I1MxdfifOuzbmS",,,,0,0,0
"9D8D409DC58744F99E460517C2261227","D10","CPER","CPER_009","41.1.10",40.826134,-104.745884,"WGS84",1.1,"2014-05-28",1,"DIV.CPER.2014.1","Y","TRDU","Tragopogon dubius Scop.","species",,,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","AHNxvhv4OK4mGSXWK8I1MxdfifOuzbmS",,,,0,0,0
