"uid","domainID","siteID","plotID","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertainty","nlcdClass","elevation","elevationUncertainty","date","boutNumber","eventID","targetTaxaPresent","taxonID","scientificName","taxonRank","identificationQualifier","morphospeciesID","samplingProtocol","identificationReferences","measuredBy","taxonIDRemarks","morphospeciesIDRemarks","remarks","missingRecords1m2QF","missingRecords10m2QF","missingRecords100m2QF"
"A368BBB80DA8473F84E3D4796EC67199","D10","CPER","CPER_009",,,,,"grasslandHerbaceous",,,"2014-05-28",1,"DIV.CPER.2014.1","Y","BODA2","Bouteloua dactyloides (Nutt.) J.T. Columbus","species",,,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh",,,,0,0,0
"F360EED06AE642A0A9C2415000025A03","D10","CPER","CPER_009",,,,,"grasslandHerbaceous",,,"2014-05-28",1,"DIV.CPER.2014.1","Y","PIOP","Picradeniopsis oppositifolia (Nutt.) Rydb. ex Britton","species",,,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh",,,,0,0,0
"3FDADEBB47E849B4919B54EB39EB1E21","D10","CPER","CPER_009",,,,,"grasslandHerbaceous",,,"2014-05-28",1,"DIV.CPER.2014.1","Y","ELEL5","Elymus elymoides (Raf.) Swezey","species",,,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh",,,,0,0,0
"73B30AE26D7845818F0E6F8B47771096","D10","CPER","CPER_026",,,,,"grasslandHerbaceous",,,"2014-05-29",1,"DIV.CPER.2014.1","Y","EVNU","Evolvulus nuttallianus Schult.","species",,,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh",,,,0,0,0
"737F186023C34C27BCE346664315E6B1","D10","CPER","CPER_026",,,,,"grasslandHerbaceous",,,"2014-05-29",1,"DIV.CPER.2014.1","Y","GACO5","Gaura coccinea Nutt. ex Pursh","species",,,"NEON.DOC.014042",,"Xlq171H9ZZacHRTOGVYKqs8+16kKTkQj",,,,0,0,0
"580E5DC9AFFE4D98A339F9AE0CAD13A9","D10","CPER","CPER_026",,,,,"grasslandHerbaceous",,,"2014-05-29",1,"DIV.CPER.2014.1","Y","SPCO","Sphaeralcea coccinea (Nutt.) Rydb.","species",,,"NEON.DOC.014042",,"Xlq171H9ZZacHRTOGVYKqs8+16kKTkQj",,,,0,0,0
"610B136261894991BEDD16309EA641CE","D10","CPER","CPER_026",,,,,"grasslandHerbaceous",,,"2014-05-29",1,"DIV.CPER.2014.1","Y","ESVI2","Escobaria vivipara (Nutt.) Buxbaum","species",,,"NEON.DOC.014042",,"Xlq171H9ZZacHRTOGVYKqs8+16kKTkQj",,,,0,0,0
"4C67A6E976934BC7BB2EEB608873B616","D10","CPER","CPER_026",,,,,"grasslandHerbaceous",,,"2014-05-29",1,"DIV.CPER.2014.1","Y","MATA2","Machaeranthera tanacetifolia (Kunth) Nees","species",,,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh",,,,0,0,0
"EFDE7B71BFB44B63999081A3B1132E50","D10","CPER","CPER_026",,,,,"grasslandHerbaceous",,,"2014-05-29",1,"DIV.CPER.2014.1","Y","CICA11","Cirsium canescens Nutt.","species","cf. species",,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh",,,,0,0,0
"B7ABB4C8C409422C9C315823B41DF793","D10","CPER","CPER_026",,,,,"grasslandHerbaceous",,,"2014-05-29",1,"DIV.CPER.2014.1","Y","OEAL","Oenothera albicaulis Pursh","species",,,"NEON.DOC.014042",,"Xlq171H9ZZacHRTOGVYKqs8+16kKTkQj",,,,0,0,0
"8B1F0B7C59DC41E59FC351C6FC5B9E0A","D10","CPER","CPER_026",,,,,"grasslandHerbaceous",,,"2014-05-29",1,"DIV.CPER.2014.1","Y","DACA7","Dalea candida Michx. ex Willd.","species",,,"NEON.DOC.014042",,"Xlq171H9ZZacHRTOGVYKqs8+16kKTkQj",,,,0,0,0
"DF582E456A9940A38D0D80E619BE25D1","D10","CPER","CPER_026",,,,,"grasslandHerbaceous",,,"2014-05-29",1,"DIV.CPER.2014.1","Y","BOGR2","Bouteloua gracilis (Willd. ex Kunth) Lag. ex Griffiths","species",,,"NEON.DOC.014042",,"Xlq171H9ZZacHRTOGVYKqs8+16kKTkQj",,,,0,0,0
"FDB8E12505E946C09CFAF18FE7686CB7","D10","CPER","CPER_026",,,,,"grasslandHerbaceous",,,"2014-05-29",1,"DIV.CPER.2014.1","Y","CRMI5","Cryptantha minima Rydb.","species",,,"NEON.DOC.014042",,"Xlq171H9ZZacHRTOGVYKqs8+16kKTkQj",,,,0,0,0
"176A9BB859F34691A457B2B66F50E42D","D10","CPER","CPER_026",,,,,"grasslandHerbaceous",,,"2014-05-29",1,"DIV.CPER.2014.1","Y","THFI","Thelesperma filifolium (Hook.) A. Gray","species",,,"NEON.DOC.014042",,"Xlq171H9ZZacHRTOGVYKqs8+16kKTkQj",,,,0,0,0
"C6F9A0E7DBB0482981EF1F768A0CDE0A","D10","CPER","CPER_026",,,,,"grasslandHerbaceous",,,"2014-05-29",1,"DIV.CPER.2014.1","Y","COUM","Comandra umbellata (L.) Nutt.","species",,,"NEON.DOC.014042",,"Xlq171H9ZZacHRTOGVYKqs8+16kKTkQj",,,,0,0,0
"83A05F8AD075443E9F93913BE2453B88","D10","CPER","CPER_026",,,,,"grasslandHerbaceous",,,"2014-05-29",1,"DIV.CPER.2014.1","Y","SACO8","Salsola collina Pall.","species",,,"NEON.DOC.014042",,"Xlq171H9ZZacHRTOGVYKqs8+16kKTkQj",,,,0,0,0
"F3DF81BE40CE42CC89F752EEA00C940B","D10","CPER","CPER_026",,,,,"grasslandHerbaceous",,,"2014-05-29",1,"DIV.CPER.2014.1","Y","CHENOSPP","Chenopodium spp.","genus",,,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh",,,,0,0,0
"7D04FEB9C95B423D9A6CD702C2249D24","D10","CPER","CPER_026",,,,,"grasslandHerbaceous",,,"2014-05-29",1,"DIV.CPER.2014.1","Y","PEAL2","Penstemon albidus Nutt.","species","cf. species",,"NEON.DOC.014042",,"Xlq171H9ZZacHRTOGVYKqs8+16kKTkQj",,,,0,0,0
"23CD81408FEE40AB981FA218F0143CDF","D10","CPER","CPER_026",,,,,"grasslandHerbaceous",,,"2014-05-29",1,"DIV.CPER.2014.1","Y","VUOC","Vulpia octoflora (Walter) Rydb.","species",,,"NEON.DOC.014042",,"Xlq171H9ZZacHRTOGVYKqs8+16kKTkQj",,,,0,0,0
"9630B4D682A54971A819DFF6C938B2DB","D10","CPER","CPER_026",,,,,"grasslandHerbaceous",,,"2014-05-29",1,"DIV.CPER.2014.1","Y","LEMO","Leersia monandra Sw.","species",,,"NEON.DOC.014042",,"Xlq171H9ZZacHRTOGVYKqs8+16kKTkQj",,,,0,0,0
"9EEE9488541C40FF95F132C37CFDB6A2","D10","CPER","CPER_026",,,,,"grasslandHerbaceous",,,"2014-05-29",1,"DIV.CPER.2014.1","Y","PSTE5","Psoralidium tenuiflorum (Pursh) Rydb.","species",,,"NEON.DOC.014042",,"Xlq171H9ZZacHRTOGVYKqs8+16kKTkQj",,,,0,0,0
"1A4996DF9D724988BA1626CC64CDD47C","D10","CPER","CPER_026",,,,,"grasslandHerbaceous",,,"2014-05-29",1,"DIV.CPER.2014.1","Y","SPCR","Sporobolus cryptandrus (Torr.) A. Gray","species",,,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh",,,,0,0,0
"5A4A372727DE462981616334EFE8152A","D10","CPER","CPER_026",,,,,"grasslandHerbaceous",,,"2014-05-29",1,"DIV.CPER.2014.1","Y","HEVI4","Heterotheca villosa (Pursh) Shinners","species",,,"NEON.DOC.014042",,"Xlq171H9ZZacHRTOGVYKqs8+16kKTkQj",,,,0,0,0
"0849117C90934581B08672DC925DF485","D10","CPER","CPER_026",,,,,"grasslandHerbaceous",,,"2014-05-29",1,"DIV.CPER.2014.1","Y","LIIN2","Lithospermum incisum Lehm.","species",,,"NEON.DOC.014042",,"Xlq171H9ZZacHRTOGVYKqs8+16kKTkQj",,,,0,0,0
"F02E1C10144647A389CA167E3778E5C7","D10","CPER","CPER_026",,,,,"grasslandHerbaceous",,,"2014-05-29",1,"DIV.CPER.2014.1","Y","CRCIJ","Cryptantha cinerea (Greene) Cronquist var. jamesii (Torr.) Cronquist","variety","cf. species",,"NEON.DOC.014042",,"Xlq171H9ZZacHRTOGVYKqs8+16kKTkQj",,,,0,0,0
"DB5D65F9A9A54EBA9BA4178B699841BC","D10","CPER","CPER_026",,,,,"grasslandHerbaceous",,,"2014-05-29",1,"DIV.CPER.2014.1","Y","LIPU","Liatris punctata Hook.","species",,,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh",,,,0,0,0
"2DC5D09D6A674419A137C9AC2F617574","D10","CPER","CPER_026",,,,,"grasslandHerbaceous",,,"2014-05-29",1,"DIV.CPER.2014.1","Y","PASM","Pascopyrum smithii (Rydb.) Á. Löve","species",,,"NEON.DOC.014042",,"Xlq171H9ZZacHRTOGVYKqs8+16kKTkQj",,,,0,0,0
"C112BFEC985C40A69AFA073B741DA88A","D10","CPER","CPER_026",,,,,"grasslandHerbaceous",,,"2014-05-29",1,"DIV.CPER.2014.1","Y","LYJU","Lygodesmia juncea (Pursh) D. Don ex Hook.","species","cf. genus",,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh",,,,0,0,0
"B3631C1F05604DB1A6A2312888FEA02D","D10","CPER","CPER_026",,,,,"grasslandHerbaceous",,,"2014-05-29",1,"DIV.CPER.2014.1","Y","PIOP","Picradeniopsis oppositifolia (Nutt.) Rydb. ex Britton","species",,,"NEON.DOC.014042",,"Xlq171H9ZZacHRTOGVYKqs8+16kKTkQj",,,,0,0,0
"E51B548DD5EA4E468DE68354869504F5","D10","CPER","CPER_026",,,,,"grasslandHerbaceous",,,"2014-05-29",1,"DIV.CPER.2014.1","Y","ARFR4","Artemisia frigida Willd.","species",,,"NEON.DOC.014042",,"Xlq171H9ZZacHRTOGVYKqs8+16kKTkQj",,,,0,0,0
"ADD5611EEB644DC4BC0D9E519C0A6EA1","D10","CPER","CPER_026",,,,,"grasslandHerbaceous",,,"2014-05-29",1,"DIV.CPER.2014.1","Y","TRDU","Tragopogon dubius Scop.","species","cf. species",,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh",,,,0,0,0
"D7F7F3DA3F5C4FD6B9270B251C449A2A","D10","CPER","CPER_026",,,,,"grasslandHerbaceous",,,"2014-05-29",1,"DIV.CPER.2014.1","Y","TROC","Tradescantia occidentalis (Britton) Smyth","species",,,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh",,,,0,0,0
"830868837D3D45D3A0CCE96FA2D88E2F","D10","CPER","CPER_026",,,,,"grasslandHerbaceous",,,"2014-05-29",1,"DIV.CPER.2014.1","Y","ALTE","Allium textile A. Nelson & J.F. Macbr.","species","cf. species",,"NEON.DOC.014042",,"Xlq171H9ZZacHRTOGVYKqs8+16kKTkQj",,,,0,0,0
"C1DEFC17FC6048C6B22E3846F132AB72","D10","CPER","CPER_026",,,,,"grasslandHerbaceous",,,"2014-05-29",1,"DIV.CPER.2014.1","Y","ASTRASPP","Astragalus spp.","genus","cf. species",,"NEON.DOC.014042",,"Xlq171H9ZZacHRTOGVYKqs8+16kKTkQj",,,,0,0,0
"48025F0CDA6F4FFCB79B9753FB04B83B","D10","CPER","CPER_026",,,,,"grasslandHerbaceous",,,"2014-05-29",1,"DIV.CPER.2014.1","Y","OPPO","Opuntia polyacantha Haw.","species",,,"NEON.DOC.014042",,"Xlq171H9ZZacHRTOGVYKqs8+16kKTkQj",,,,0,0,0
"DD000F3081D6499688A2BA566691CDCC","D10","CPER","CPER_026",,,,,"grasslandHerbaceous",,,"2014-05-29",1,"DIV.CPER.2014.1","Y","ERNA10","Ericameria nauseosa (Pall. ex Pursh) G.L. Nesom & Baird","species",,,"NEON.DOC.014042",,"Xlq171H9ZZacHRTOGVYKqs8+16kKTkQj",,,,0,0,0
"CEBF309E74014E19BFE6D759C9D009E6","D10","CPER","CPER_026",,,,,"grasslandHerbaceous",,,"2014-05-29",1,"DIV.CPER.2014.1","Y","ELEL5","Elymus elymoides (Raf.) Swezey","species",,,"NEON.DOC.014042",,"Xlq171H9ZZacHRTOGVYKqs8+16kKTkQj",,,,0,0,0
"FC88291EC0984F229A558AD37A2CDCD8","D10","CPER","CPER_026",,,,,"grasslandHerbaceous",,,"2014-05-29",1,"DIV.CPER.2014.1","Y","HECO26","Hesperostipa comata (Trin. & Rupr.) Barkworth","species",,,"NEON.DOC.014042",,"Xlq171H9ZZacHRTOGVYKqs8+16kKTkQj",,,,0,0,0
"9E94F817E4FB4B59A790D346864E2C70","D10","CPER","CPER_026",,,,,"grasslandHerbaceous",,,"2014-05-29",1,"DIV.CPER.2014.1","Y","EREF","Eriogonum effusum Nutt.","species",,,"NEON.DOC.014042",,"Xlq171H9ZZacHRTOGVYKqs8+16kKTkQj",,,,0,0,0
"F54DC76C5E0D43CD8A9282520817B857","D10","CPER","CPER_026",,,,,"grasslandHerbaceous",,,"2014-05-29",1,"DIV.CPER.2014.1","Y","MUTO2","Muhlenbergia torreyi (Kunth) Hitchc. ex Bush","species",,,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh",,,,0,0,0
"C0EFCDD050F54F419B5896F4FA43621F","D10","CPER","CPER_026",,,,,"grasslandHerbaceous",,,"2014-05-29",1,"DIV.CPER.2014.1","Y","PLPA2","Plantago patagonica Jacq.","species",,,"NEON.DOC.014042",,"Xlq171H9ZZacHRTOGVYKqs8+16kKTkQj",,,,0,0,0
"5035252F2245441AA85277C602549974","D10","CPER","CPER_026",,,,,"grasslandHerbaceous",,,"2014-05-29",1,"DIV.CPER.2014.1","Y","ECVI2","Echinocereus viridiflorus Engelm.","species",,,"NEON.DOC.014042",,"Xlq171H9ZZacHRTOGVYKqs8+16kKTkQj",,,,0,0,0
"436A3F491D3D4149A300D740D49E3442","D10","CPER","CPER_026",,,,,"grasslandHerbaceous",,,"2014-05-29",1,"DIV.CPER.2014.1","Y","ARPU9","Aristida purpurea Nutt.","species",,,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh",,,,0,0,0
"9662370FD84645DD9B14F41B63DEC17C","D10","CPER","CPER_026",,,,,"grasslandHerbaceous",,,"2014-05-29",1,"DIV.CPER.2014.1","Y","PANE7","Packera neomexicana (A. Gray) W.A. Weber & Á. Löve","species","cf. species",,"NEON.DOC.014042",,"Xlq171H9ZZacHRTOGVYKqs8+16kKTkQj",,,,0,0,0
"101B274D89F546FBB604B5C9D6AA7F67","D10","CPER","CPER_026",,,,,"grasslandHerbaceous",,,"2014-05-29",1,"DIV.CPER.2014.1","Y","GUSA2","Gutierrezia sarothrae (Pursh) Britton & Rusby","species",,,"NEON.DOC.014042",,"Xlq171H9ZZacHRTOGVYKqs8+16kKTkQj",,,,0,0,0
"B9F33AE749B443C0A2A4B7D7615C790C","D10","CPER","CPER_026",,,,,"grasslandHerbaceous",,,"2014-05-29",1,"DIV.CPER.2014.1","Y","CADU6","Carex duriuscula C.A. Mey.","species",,,"NEON.DOC.014042",,"Xlq171H9ZZacHRTOGVYKqs8+16kKTkQj",,,,0,0,0
"D66F7E174FA943AAB2F368A979436803","D10","CPER","CPER_028",,,,,"grasslandHerbaceous",,,"2014-06-10",1,"DIV.CPER.2014.1","Y","LOMA","Lobularia maritima (L.) Desv.","species",,,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh",,,,0,0,0
"C17A64955FCF4D52888C1EB64A5F73BC","D10","CPER","CPER_028",,,,,"grasslandHerbaceous",,,"2014-06-10",1,"DIV.CPER.2014.1","Y","EVNU","Evolvulus nuttallianus Schult.","species",,,"NEON.DOC.014042",,"Xlq171H9ZZacHRTOGVYKqs8+16kKTkQj",,,,0,0,0
"71F3B054EEF148B4A54EB07BAA6DADB2","D10","CPER","CPER_028",,,,,"grasslandHerbaceous",,,"2014-06-10",1,"DIV.CPER.2014.1","Y","PLPA2","Plantago patagonica Jacq.","species",,,"NEON.DOC.014042",,"Xlq171H9ZZacHRTOGVYKqs8+16kKTkQj",,,,0,0,0
"7938C894559A4DD79A13F765621A3B39","D10","CPER","CPER_028",,,,,"grasslandHerbaceous",,,"2014-06-10",1,"DIV.CPER.2014.1","Y","ECVI2","Echinocereus viridiflorus Engelm.","species",,,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh",,,,0,0,0
"C0CE48963FCC4B77AE8D1E298C151659","D10","CPER","CPER_028",,,,,"grasslandHerbaceous",,,"2014-06-10",1,"DIV.CPER.2014.1","Y","SPCO","Sphaeralcea coccinea (Nutt.) Rydb.","species",,,"NEON.DOC.014042",,"Xlq171H9ZZacHRTOGVYKqs8+16kKTkQj",,,,0,0,0
"4246C29C64B84F0F84B59D7D85E7BAAE","D10","CPER","CPER_028",,,,,"grasslandHerbaceous",,,"2014-06-10",1,"DIV.CPER.2014.1","Y","ARPU9","Aristida purpurea Nutt.","species",,,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh",,,,0,0,0
"BE128FC6C0CE42EDBF62E4990688D442","D10","CPER","CPER_028",,,,,"grasslandHerbaceous",,,"2014-06-10",1,"DIV.CPER.2014.1","Y","MATA2","Machaeranthera tanacetifolia (Kunth) Nees","species",,,"NEON.DOC.014042",,"Xlq171H9ZZacHRTOGVYKqs8+16kKTkQj",,,,0,0,0
