"uid","domainID","siteID","plotID","subplotID","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertainty","date","boutNumber","eventID","targetTaxaPresent","taxonID","scientificName","taxonRank","identificationQualifier","morphospeciesID","percentCover","heightPlantOver300cm","heightPlantSpecies","samplingProtocol","identificationReferences","measuredBy","recordedBy","taxonIDRemarks","morphospeciesIDRemarks","remarks","duplicateTaxonIDBoutPer1m2QF","missingRecords1m2QF"
"68A198AEABED4BCF90AC6D6B58A73CB2","D03","OSBS","OSBS_001","40.1.1",,,,,"2014-03-31",1,"DIV.OSBS.2014.1","Y","ILCO","Ilex coriacea (Pursh) Chapm.","species",,,23,"N",45.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80",,,,0,0
"60BCE59CF9AA4C0085123DC9CF555EB9","D03","OSBS","OSBS_001","40.3.1",,,,,"2014-03-31",1,"DIV.OSBS.2014.1","Y","ACRUT","Acer rubrum L. var. trilobum Torr. & A. Gray ex K. Koch","variety",,,0.5,"N",5.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80",,,,0,0
"4E06CFEF3C7B469490B787441B223F12","D03","OSBS","OSBS_001","40.3.1",,,,,"2014-03-31",1,"DIV.OSBS.2014.1","Y","ILCO","Ilex coriacea (Pursh) Chapm.","species",,,2,"N",17.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80",,,,0,0
"38EAB8C8FE334A91B34A98CD309B50DA","D03","OSBS","OSBS_001","40.3.1",,,,,"2014-03-31",1,"DIV.OSBS.2014.1","Y","LYLU3","Lyonia lucida (Lam.) K. Koch","species",,,0.5,"N",10.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80",,,,0,0
"335E1B46D118494099EF9C8131059DDD","D03","OSBS","OSBS_001","40.3.1",,,,,"2014-03-31",1,"DIV.OSBS.2014.1","Y","VIRO3","Vitis rotundifolia Michx.","species",,,1,"N",17.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80",,,,0,0
"B989C0C03BD44E03BE5205E84A67F574","D03","OSBS","OSBS_001","41.1.1",29.702923,-82.008881,"WGS84",0.6,"2014-03-31",1,"DIV.OSBS.2014.1","Y","ILCO","Ilex coriacea (Pursh) Chapm.","species",,,1,"N",17.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80",,,,0,0
"3AFD1EE884E4445B80DF3E04652B7235","D03","OSBS","OSBS_001","41.1.1",29.702923,-82.008881,"WGS84",0.6,"2014-03-31",1,"DIV.OSBS.2014.1","Y","ACRUT","Acer rubrum L. var. trilobum Torr. & A. Gray ex K. Koch","variety",,,0.5,"N",6.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80",,,,0,0
"5F74366F8B4C41508BDE016EEA66CB0B","D03","OSBS","OSBS_001","41.1.1",29.702923,-82.008881,"WGS84",0.6,"2014-03-31",1,"DIV.OSBS.2014.1","Y","SERE2","Serenoa repens (W. Bartram) Small","species",,,16,"N",150.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80",,,,0,0
"36339DB83C844FDAB5EEEF9BC509C4EF","D03","OSBS","OSBS_001","41.4.1",29.702994,-82.008782,"WGS84",0.4,"2014-03-31",1,"DIV.OSBS.2014.1","Y","ACRUT","Acer rubrum L. var. trilobum Torr. & A. Gray ex K. Koch","variety",,,0.5,"N",8.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80",,,,0,0
"30BEF201F86F430C86E4F05FC0065323","D03","OSBS","OSBS_001","41.4.1",29.702994,-82.008782,"WGS84",0.4,"2014-03-31",1,"DIV.OSBS.2014.1","Y","LYLU3","Lyonia lucida (Lam.) K. Koch","species",,,1,"N",10.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80",,,,0,0
"B5C6A468D77846B5AD8338833E59D57D","D03","OSBS","OSBS_001","41.4.1",29.702994,-82.008782,"WGS84",0.4,"2014-03-31",1,"DIV.OSBS.2014.1","Y","ILCO","Ilex coriacea (Pursh) Chapm.","species",,,1,"N",29.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80",,,,0,0
"90B7F46A64454D95BDB10D169A7D43EA","D03","OSBS","OSBS_001","31.1.1",,,,,"2014-03-31",1,"DIV.OSBS.2014.1","Y","ILCO","Ilex coriacea (Pursh) Chapm.","species",,,3,"N",63.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80",,,,0,0
"08C7075C94DC404DA3687FB571BFE171","D03","OSBS","OSBS_001","31.1.1",,,,,"2014-03-31",1,"DIV.OSBS.2014.1","Y","LYLU3","Lyonia lucida (Lam.) K. Koch","species",,,2,"N",56.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80",,,,0,0
"8AB85310F5654E028ABE7D114E8145DF","D03","OSBS","OSBS_001","31.1.1",,,,,"2014-03-31",1,"DIV.OSBS.2014.1","Y","SERE2","Serenoa repens (W. Bartram) Small","species",,,6,"N",55.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80",,,,0,0
"9F3CB4DE398B4370AEB8A067B03F9943","D03","OSBS","OSBS_001","31.1.1",,,,,"2014-03-31",1,"DIV.OSBS.2014.1","Y","SMGL","Smilax glauca Walter","species",,,8,,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80",,,,0,0
"CE5CED55833948809EF58E94B4154154","D03","OSBS","OSBS_001","31.1.1",,,,,"2014-03-31",1,"DIV.OSBS.2014.1","Y","ACRUT","Acer rubrum L. var. trilobum Torr. & A. Gray ex K. Koch","variety",,,0.5,"N",6.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80",,,,0,0
"B2555B61E794442B8D8406349058A61E","D03","OSBS","OSBS_001","31.4.1",29.702913,-82.008891,"WGS84",0.6,"2014-03-31",1,"DIV.OSBS.2014.1","Y","ILCO","Ilex coriacea (Pursh) Chapm.","species",,,1,"N",19.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80",,,,0,0
"33045B9600D145F496E197F9D0D40497","D03","OSBS","OSBS_001","31.4.1",29.702913,-82.008891,"WGS84",0.6,"2014-03-31",1,"DIV.OSBS.2014.1","Y","LYLU3","Lyonia lucida (Lam.) K. Koch","species",,,3,"N",39.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80",,,,0,0
"FAA748978258494797C46C3BB2B4B189","D03","OSBS","OSBS_001","31.4.1",29.702913,-82.008891,"WGS84",0.6,"2014-03-31",1,"DIV.OSBS.2014.1","Y","ACRUT","Acer rubrum L. var. trilobum Torr. & A. Gray ex K. Koch","variety",,,0.5,"N",5.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80",,,,0,0
"A0E17C87C6FA4CEFB88CE17161A107FF","D03","OSBS","OSBS_023","32.4.1",29.722596,-81.985432,"WGS84",0.4,"2014-04-01",1,"DIV.OSBS.2014.1","Y","CLMA4","Clitoria mariana L.","species",,,2,"N",47.5,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0
"B7D051300F7A41FB9A17A246D08405B4","D03","OSBS","OSBS_023","32.2.1",29.722514,-81.985431,"WGS84",0.4,"2014-04-01",1,"DIV.OSBS.2014.1","Y","CLMA4","Clitoria mariana L.","species",,,2,"N",62.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0
"7BE290F4F9A04D83B767EAB99FE163DA","D03","OSBS","OSBS_011","31.1.1",29.721437,-81.987147,"WGS84",0.4,"2014-04-02",1,"DIV.OSBS.2014.1","Y","QUGE2","Quercus geminata Small","species",,,1,"N",10.2,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0
"3CA37009D24E40A7A4BBEF61FA43FFA8","D03","OSBS","OSBS_011","31.1.1",29.721437,-81.987147,"WGS84",0.4,"2014-04-02",1,"DIV.OSBS.2014.1","Y","SERE2","Serenoa repens (W. Bartram) Small","species",,,70,"N",195.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0
"974D617E6FE0433089F9B8F26F537BA9","D03","OSBS","OSBS_011","31.1.1",29.721437,-81.987147,"WGS84",0.4,"2014-04-02",1,"DIV.OSBS.2014.1","Y","QUHE2","Quercus hemisphaerica W. Bartram ex Willd.","species",,,0.5,"N",13.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0
"80E759B329AA427BA3B039A40B6AFCA6","D03","OSBS","OSBS_011","41.4.1",29.721593,-81.986951,"WGS84",0.5,"2014-04-02",1,"DIV.OSBS.2014.1","Y","SMSM","Smilax smallii Morong","species",,,0.5,"N",14.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0
"03D9C46117AC403DACC1D1EA3CBD51FD","D03","OSBS","OSBS_011","41.4.1",29.721593,-81.986951,"WGS84",0.5,"2014-04-02",1,"DIV.OSBS.2014.1","Y","ILGL","Ilex glabra (L.) A. Gray","species",,,33,"N",105.2,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0
"7654A0294A8C4FF58C9CF0B457718338","D03","OSBS","OSBS_011","41.1.1",29.721512,-81.987037,"WGS84",0.5,"2014-04-02",1,"DIV.OSBS.2014.1","Y","SMAU","Smilax auriculata Walter","species",,,0.5,"N",9.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0
"6C229739733042EC82BD168A584829A0","D03","OSBS","OSBS_011","41.1.1",29.721512,-81.987037,"WGS84",0.5,"2014-04-02",1,"DIV.OSBS.2014.1","Y","VAEL","Vaccinium elliottii Chapm.","species","cf. species",,1,"N",27.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0
"000145537EE043E4ACF62F99F551B6AE","D03","OSBS","OSBS_011","41.1.1",29.721512,-81.987037,"WGS84",0.5,"2014-04-02",1,"DIV.OSBS.2014.1","Y","ILGL","Ilex glabra (L.) A. Gray","species",,,5,"N",68.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0
"4716A0F6133C4AF997E06CA064125A7B","D03","OSBS","OSBS_011","41.1.1",29.721512,-81.987037,"WGS84",0.5,"2014-04-02",1,"DIV.OSBS.2014.1","Y","LYLU3","Lyonia lucida (Lam.) K. Koch","species",,,0.5,"N",12.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0
"C1609F7AF47343BA84DBE91024982264","D03","OSBS","OSBS_011","40.3.1",29.721589,-81.987115,"WGS84",0.6,"2014-04-02",1,"DIV.OSBS.2014.1","Y","ILGL","Ilex glabra (L.) A. Gray","species",,,4,"N",38.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0
"39C6E4ED3F0049B89B96E7E548F12568","D03","OSBS","OSBS_011","40.3.1",29.721589,-81.987115,"WGS84",0.6,"2014-04-02",1,"DIV.OSBS.2014.1","Y","VIRO3","Vitis rotundifolia Michx.","species",,,2,"N",15.5,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0
"D280AC4C76CE417AB023A10916302F0F","D03","OSBS","OSBS_011","40.1.1",29.721508,-81.987114,"WGS84",0.6,"2014-04-02",1,"DIV.OSBS.2014.1","Y","TIUS","Tillandsia usneoides (L.) L.","species",,,0.5,"N",10.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0
"44ED571355274F4FAD0FE82806B553C7","D03","OSBS","OSBS_011","40.1.1",29.721508,-81.987114,"WGS84",0.6,"2014-04-02",1,"DIV.OSBS.2014.1","Y","SERE2","Serenoa repens (W. Bartram) Small","species",,,40,"N",162.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0
"9208D19396824980AF5D70416AE8BA06","D03","OSBS","OSBS_011","32.4.1",29.721509,-81.986931,"WGS84",0.5,"2014-04-02",1,"DIV.OSBS.2014.1","Y","LYLU3","Lyonia lucida (Lam.) K. Koch","species",,,62,"N",92.2,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0
"DCF83CF1B1B54694937563837AD4FD78","D03","OSBS","OSBS_011","32.4.1",29.721509,-81.986931,"WGS84",0.5,"2014-04-02",1,"DIV.OSBS.2014.1","Y","VACO","Vaccinium corymbosum L.","species",,,12,"N",79.5,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0
"B68F9D96E4D8444BA151049D566414D4","D03","OSBS","OSBS_011","32.2.1",29.721428,-81.986930,"WGS84",0.5,"2014-04-02",1,"DIV.OSBS.2014.1","Y","ILGL","Ilex glabra (L.) A. Gray","species",,,30,"N",130.8,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0
"73D7C6EB7911495297C78ACD43F0D801","D03","OSBS","OSBS_011","32.2.1",29.721428,-81.986930,"WGS84",0.5,"2014-04-02",1,"DIV.OSBS.2014.1","Y","LYLU3","Lyonia lucida (Lam.) K. Koch","species",,,7,"N",60.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0
"FA2E67F6DA0C400898C013BEB0FB6E84","D03","OSBS","OSBS_011","31.4.1",29.721502,-81.987047,"WGS84",0.5,"2014-04-02",1,"DIV.OSBS.2014.1","Y","LYLU3","Lyonia lucida (Lam.) K. Koch","species",,,1,"N",37.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0
"ACC98ACF1C294595A16A74ACCFC82BB4","D03","OSBS","OSBS_016","32.2.1",29.682304,-81.967353,"WGS84",0.5,"2014-04-03",1,"DIV.OSBS.2014.1","Y","SMGL","Smilax glauca Walter","species",,,0.5,"N",3.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0
"A16EEFED02B54878A2B75D8970CEC0E0","D03","OSBS","OSBS_016","32.2.1",29.682304,-81.967353,"WGS84",0.5,"2014-04-03",1,"DIV.OSBS.2014.1","Y","TIUS","Tillandsia usneoides (L.) L.","species",,,0.5,"N",3.0,"NEON.DOC.014042",,"LBWEN7wUtDAEuiSEuQlmFbeqn2o2bz4w","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0
"EE380848C6A24C4B9F107BAA70D15114","D03","OSBS","OSBS_016","32.2.1",29.682304,-81.967353,"WGS84",0.5,"2014-04-03",1,"DIV.OSBS.2014.1","Y","PHAM4","Phytolacca americana L.","species",,,0.5,"N",2.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0
"8652A01C0559427F870DE24AB01D7AB7","D03","OSBS","OSBS_016","32.2.1",29.682304,-81.967353,"WGS84",0.5,"2014-04-03",1,"DIV.OSBS.2014.1","Y","SMSM","Smilax smallii Morong","species",,,0.5,"N",4.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0
"2BBB7E6628EF462690E3D7FA4DC7661B","D03","OSBS","OSBS_016","32.2.1",29.682304,-81.967353,"WGS84",0.5,"2014-04-03",1,"DIV.OSBS.2014.1","Y","GAEL2","Galactia elliottii Nutt.","species",,,0.5,"N",6.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0
"89492A342475427BB6BEA6A3EFB86F4C","D03","OSBS","OSBS_016","32.2.1",29.682304,-81.967353,"WGS84",0.5,"2014-04-03",1,"DIV.OSBS.2014.1","Y","ILGL","Ilex glabra (L.) A. Gray","species",,,4,"N",39.5,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0
"B098B580250F4E83BA0781D102C4F596","D03","OSBS","OSBS_016","31.4.1",29.682388,-81.967449,"WGS84",0.7,"2014-04-03",1,"DIV.OSBS.2014.1","Y","SMSM","Smilax smallii Morong","species",,,0.5,"N",8.0,"NEON.DOC.014042",,"LBWEN7wUtDAEuiSEuQlmFbeqn2o2bz4w","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0
"42033D7FF6EB47FE9AFCD058EFB7C1B8","D03","OSBS","OSBS_016","31.4.1",29.682388,-81.967449,"WGS84",0.7,"2014-04-03",1,"DIV.OSBS.2014.1","Y","ILGL","Ilex glabra (L.) A. Gray","species",,,0.5,"N",20.0,"NEON.DOC.014042",,"LBWEN7wUtDAEuiSEuQlmFbeqn2o2bz4w","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0
"470D376C0EB34BEA9A56AD868D9128B8","D03","OSBS","OSBS_016","31.1.1",29.682305,-81.967546,"WGS84",0.5,"2014-04-03",1,"DIV.OSBS.2014.1","Y","SMGL","Smilax glauca Walter","species",,,0.5,"N",25.0,"NEON.DOC.014042",,"LBWEN7wUtDAEuiSEuQlmFbeqn2o2bz4w","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0
"5524B746AA0E47F2AE706D32BB9C5EFA","D03","OSBS","OSBS_016","31.1.1",29.682305,-81.967546,"WGS84",0.5,"2014-04-03",1,"DIV.OSBS.2014.1","Y","GAEL2","Galactia elliottii Nutt.","species",,,10,"N",11.0,"NEON.DOC.014042",,"LBWEN7wUtDAEuiSEuQlmFbeqn2o2bz4w","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0
"862B4EF2367140A8A6A7D5759D919CC1","D03","OSBS","OSBS_016","41.4.1",29.682482,-81.967353,"WGS84",0.4,"2014-04-03",1,"DIV.OSBS.2014.1","Y","TIUS","Tillandsia usneoides (L.) L.","species",,,0.5,"N",16.2,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0
"2787D49DE74549DC99858DE131CD2C17","D03","OSBS","OSBS_016","41.4.1",29.682482,-81.967353,"WGS84",0.4,"2014-04-03",1,"DIV.OSBS.2014.1","Y","SMSM","Smilax smallii Morong","species",,,0.5,"N",6.3,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0
"10285375E64140C19ED6FA736F3125A5","D03","OSBS","OSBS_016","41.4.1",29.682482,-81.967353,"WGS84",0.4,"2014-04-03",1,"DIV.OSBS.2014.1","Y","GAEL2","Galactia elliottii Nutt.","species",,,0.5,"N",5.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0
"173AC6091E99449B942065BF0B7AF9F1","D03","OSBS","OSBS_016","41.4.1",29.682482,-81.967353,"WGS84",0.4,"2014-04-03",1,"DIV.OSBS.2014.1","Y","QUVI","Quercus virginiana Mill.","species",,,6,"N",41.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0
"6FEF52321ACC4F5D8ABFAD1BEF325815","D03","OSBS","OSBS_016","41.4.1",29.682482,-81.967353,"WGS84",0.4,"2014-04-03",1,"DIV.OSBS.2014.1","Y","ILGL","Ilex glabra (L.) A. Gray","species",,,10,"N",114.8,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0
"BD48C61951FE4C6F91C7F0EC5D9127AC","D03","OSBS","OSBS_016","41.1.1",29.682397,-81.967439,"WGS84",0.7,"2014-04-03",1,"DIV.OSBS.2014.1","Y","VAST","Vaccinium stamineum L.","species",,,1,"N",30.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0
