"uid","domainID","siteID","plotID","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertainty","nlcdClass","elevation","elevationUncertainty","date","boutNumber","eventID","targetTaxaPresent","taxonID","scientificName","taxonRank","identificationQualifier","morphospeciesID","samplingProtocol","identificationReferences","measuredBy","taxonIDRemarks","morphospeciesIDRemarks","remarks","missingRecords1m2QF","missingRecords10m2QF","missingRecords100m2QF"
"113C107792F8494BA8747DEB1DE398F2","D03","OSBS","OSBS_001",,,,,"woodyWetlands",,,"2014-03-31",1,"DIV.OSBS.2014.1","Y","ACRU","Acer rubrum L.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"6D4D598602414F1B99DA194AFB5E59E4","D03","OSBS","OSBS_001",,,,,"woodyWetlands",,,"2014-03-31",1,"DIV.OSBS.2014.1","Y","PEBO","Persea borbonia (L.) Spreng.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"858390658BCD420DBA98B240D96BA662","D03","OSBS","OSBS_001",,,,,"woodyWetlands",,,"2014-03-31",1,"DIV.OSBS.2014.1","Y","VAST","Vaccinium stamineum L.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"8B4951BFFB504B9FA9BAF241C0B48D84","D03","OSBS","OSBS_001",,,,,"woodyWetlands",,,"2014-03-31",1,"DIV.OSBS.2014.1","Y","ILGL","Ilex glabra (L.) A. Gray","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"EF8F1612CB844E57B440BA167E518F5C","D03","OSBS","OSBS_001",,,,,"woodyWetlands",,,"2014-03-31",1,"DIV.OSBS.2014.1","Y","PLPO2","Pleopeltis polypodioides (L.) Andrews & Windham","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"EDF39A48313D498EBA41909726BC7B7E","D03","OSBS","OSBS_001",,,,,"woodyWetlands",,,"2014-03-31",1,"DIV.OSBS.2014.1","Y","GOLA","Gordonia lasianthus (L.) Ellis","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"CD4C0E64BAAC494BA524106FAC443BAD","D03","OSBS","OSBS_001",,,,,"woodyWetlands",,,"2014-03-31",1,"DIV.OSBS.2014.1","Y","ACRUT","Acer rubrum L. var. trilobum Torr. & A. Gray ex K. Koch","variety",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"222AA6DE1D3445128762B71B8051B71B","D03","OSBS","OSBS_023",,,,,"emergentHerbaceousWetlands",,,"2014-04-01",1,"DIV.OSBS.2014.1","Y","CEOC2","Cephalanthus occidentalis L.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"7335B448D6164CEA88929E29C90C01F3","D03","OSBS","OSBS_023",,,,,"emergentHerbaceousWetlands",,,"2014-04-01",1,"DIV.OSBS.2014.1","Y","SMSM","Smilax smallii Morong","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"8DD5FE557F3B4AC59E9E4CC69544FD7A","D03","OSBS","OSBS_023",,,,,"emergentHerbaceousWetlands",,,"2014-04-01",1,"DIV.OSBS.2014.1","Y","ILMY","Ilex myrtifolia Walter","species","cf. species",,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"7E1361F9FE5F47F396B17AC7DF46A109","D03","OSBS","OSBS_023",,,,,"emergentHerbaceousWetlands",,,"2014-04-01",1,"DIV.OSBS.2014.1","Y","PHAM4","Phytolacca americana L.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"63B4AB8CD1CB4D09BAEA0C598AE658D1","D03","OSBS","OSBS_023",,,,,"emergentHerbaceousWetlands",,,"2014-04-01",1,"DIV.OSBS.2014.1","Y","ILOP","Ilex opaca Aiton","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"347E7F6689ED4B33BD69D4936A1BFD7F","D03","OSBS","OSBS_023",,,,,"emergentHerbaceousWetlands",,,"2014-04-01",1,"DIV.OSBS.2014.1","Y","NYBI","Nyssa biflora Walter","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"DEEE566545FB434FA9B88EF98E553BC3","D03","OSBS","OSBS_023",,,,,"emergentHerbaceousWetlands",,,"2014-04-01",1,"DIV.OSBS.2014.1","Y","CLMA4","Clitoria mariana L.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"B1EED1B9B57141E4928F3C13A39AC811","D03","OSBS","OSBS_023",,,,,"emergentHerbaceousWetlands",,,"2014-04-01",1,"DIV.OSBS.2014.1","Y","EUCO7","Eupatorium compositifolium Walter","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"7AFCC02626A040BFBBBCADB4ECCF35FC","D03","OSBS","OSBS_023",,,,,"emergentHerbaceousWetlands",,,"2014-04-01",1,"DIV.OSBS.2014.1","Y","ANGL2","Andropogon glomeratus (Walter) Britton, Sterns & Poggenb.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"15439FB4A85C44BE88B187BAD6147DEA","D03","OSBS","OSBS_023",,,,,"emergentHerbaceousWetlands",,,"2014-04-01",1,"DIV.OSBS.2014.1","Y","ACRUT","Acer rubrum L. var. trilobum Torr. & A. Gray ex K. Koch","variety",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"76E825504BA34A299725BA037C2067B6","D03","OSBS","OSBS_011",,,,,"evergreenForest",,,"2014-04-02",1,"DIV.OSBS.2014.1","Y","LYLU3","Lyonia lucida (Lam.) K. Koch","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"E2C8B890106C43E9B98C83648BF101C6","D03","OSBS","OSBS_011",,,,,"evergreenForest",,,"2014-04-02",1,"DIV.OSBS.2014.1","Y","PEBO","Persea borbonia (L.) Spreng.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"0BB0AB062298452EAA1D47BA9614550F","D03","OSBS","OSBS_011",,,,,"evergreenForest",,,"2014-04-02",1,"DIV.OSBS.2014.1","Y","ILGL","Ilex glabra (L.) A. Gray","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"561CB645AE9544BD9764CE5F2C3DE294","D03","OSBS","OSBS_011",,,,,"evergreenForest",,,"2014-04-02",1,"DIV.OSBS.2014.1","Y","PTAQ","Pteridium aquilinum (L.) Kuhn","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"DFB43CE3BF8E476095FBD0F1F569674B","D03","OSBS","OSBS_011",,,,,"evergreenForest",,,"2014-04-02",1,"DIV.OSBS.2014.1","Y","VACO","Vaccinium corymbosum L.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"E8C6BB8D171144999E72A1A1B7EA5C8C","D03","OSBS","OSBS_011",,,,,"evergreenForest",,,"2014-04-02",1,"DIV.OSBS.2014.1","Y","BERA3","Bejaria racemosa Vent.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"213253A42ED44CA88E80CB77C5CF55A9","D03","OSBS","OSBS_011",,,,,"evergreenForest",,,"2014-04-02",1,"DIV.OSBS.2014.1","Y","VIRO3","Vitis rotundifolia Michx.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"36B7EF166F9B468EB3CCFFC3AAFFCC34","D03","OSBS","OSBS_011",,,,,"evergreenForest",,,"2014-04-02",1,"DIV.OSBS.2014.1","Y","TIUS","Tillandsia usneoides (L.) L.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"61E04999D7D8448997F18DC4E062A8A9","D03","OSBS","OSBS_011",,,,,"evergreenForest",,,"2014-04-02",1,"DIV.OSBS.2014.1","Y","PIEL","Pinus elliottii Engelm.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"08249286686D45C0846BE457AF5D157B","D03","OSBS","OSBS_011",,,,,"evergreenForest",,,"2014-04-02",1,"DIV.OSBS.2014.1","Y","PHPY4","Photinia pyrifolia (Lam.) K.R. Robertson & Phipps","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"1928945FFA80427BB5A788EA6CF47B85","D03","OSBS","OSBS_011",,,,,"evergreenForest",,,"2014-04-02",1,"DIV.OSBS.2014.1","Y","QUGE2","Quercus geminata Small","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"D2A0C81027BC49EE9F3BF36FAECDD4A4","D03","OSBS","OSBS_011",,,,,"evergreenForest",,,"2014-04-02",1,"DIV.OSBS.2014.1","Y","VAAR","Vaccinium arboreum Marshall","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"C9001F36BDCF418BAF232961AB47D1D1","D03","OSBS","OSBS_011",,,,,"evergreenForest",,,"2014-04-02",1,"DIV.OSBS.2014.1","Y","VAEL","Vaccinium elliottii Chapm.","species","cf. species",,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"B1734BD597344820B6F7F299D364F4A3","D03","OSBS","OSBS_011",,,,,"evergreenForest",,,"2014-04-02",1,"DIV.OSBS.2014.1","Y","SMAU","Smilax auriculata Walter","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"90DED4D4E603417EAB1AE0591A0D3961","D03","OSBS","OSBS_011",,,,,"evergreenForest",,,"2014-04-02",1,"DIV.OSBS.2014.1","Y","SMSM","Smilax smallii Morong","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"31EC16F6378748099B93D3D18FFC2F64","D03","OSBS","OSBS_011",,,,,"evergreenForest",,,"2014-04-02",1,"DIV.OSBS.2014.1","Y","MOCE2","Morella cerifera (L.) Small","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"F283397435BE4D569E2CDF33CC32E913","D03","OSBS","OSBS_011",,,,,"evergreenForest",,,"2014-04-02",1,"DIV.OSBS.2014.1","Y","SMGL","Smilax glauca Walter","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"A10A9C1604A5451684DE7ABAE0DE9800","D03","OSBS","OSBS_011",,,,,"evergreenForest",,,"2014-04-02",1,"DIV.OSBS.2014.1","Y","PHAM4","Phytolacca americana L.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"DAE53D048DC44627A06F19E85FFC8B0E","D03","OSBS","OSBS_011",,,,,"evergreenForest",,,"2014-04-02",1,"DIV.OSBS.2014.1","Y","DIAC","Dichanthelium aciculare (Desv. ex Poir.) Gould & C.A. Clark","species","cf. species",,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"2541E68BE44D448CA1625236FAFC6B2B","D03","OSBS","OSBS_011",,,,,"evergreenForest",,,"2014-04-02",1,"DIV.OSBS.2014.1","Y","ILOP","Ilex opaca Aiton","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"24A443F625834C94956A06E2DC5EECD9","D03","OSBS","OSBS_011",,,,,"evergreenForest",,,"2014-04-02",1,"DIV.OSBS.2014.1","Y","PEPA37","Persea palustris (Raf.) Sarg.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"737C96E74AE44735A82E62ADAC95A734","D03","OSBS","OSBS_011",,,,,"evergreenForest",,,"2014-04-02",1,"DIV.OSBS.2014.1","Y","QUHE2","Quercus hemisphaerica W. Bartram ex Willd.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"65FBBCF22C5D4B0B84F6608E2C56DEE0","D03","OSBS","OSBS_011",,,,,"evergreenForest",,,"2014-04-02",1,"DIV.OSBS.2014.1","Y","SERE2","Serenoa repens (W. Bartram) Small","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"325E2DEE603943ECAB6D17DBC0E2B288","D03","OSBS","OSBS_016",,,,,"woodyWetlands",,,"2014-04-03",1,"DIV.OSBS.2014.1","Y","QUCH","Quercus chapmanii Sarg.","species",,,"NEON.DOC.014042",,"LBWEN7wUtDAEuiSEuQlmFbeqn2o2bz4w",,,,0,0,0
"3FF193DFDD414762B22190ABDA72D9CD","D03","OSBS","OSBS_016",,,,,"woodyWetlands",,,"2014-04-03",1,"DIV.OSBS.2014.1","Y","JUEF","Juncus effusus L.","species",,,"NEON.DOC.014042",,"LBWEN7wUtDAEuiSEuQlmFbeqn2o2bz4w",,,,0,0,0
"FB94116A985E414BB9EF1F7E85F2923D","D03","OSBS","OSBS_016",,,,,"woodyWetlands",,,"2014-04-03",1,"DIV.OSBS.2014.1","Y","TIUS","Tillandsia usneoides (L.) L.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"436A1C0A33164A54BB20D24D4EEEC2E6","D03","OSBS","OSBS_016",,,,,"woodyWetlands",,,"2014-04-03",1,"DIV.OSBS.2014.1","Y","QUGE2","Quercus geminata Small","species",,,"NEON.DOC.014042",,"LBWEN7wUtDAEuiSEuQlmFbeqn2o2bz4w",,,,0,0,0
"8431F11C5FDB40C1B3CB274BE3C4D627","D03","OSBS","OSBS_016",,,,,"woodyWetlands",,,"2014-04-03",1,"DIV.OSBS.2014.1","Y","PITA","Pinus taeda L.","species",,,"NEON.DOC.014042",,"LBWEN7wUtDAEuiSEuQlmFbeqn2o2bz4w",,,,0,0,0
"BC8D3BA7DEAB4D8EA92F51EF1E009A50","D03","OSBS","OSBS_016",,,,,"woodyWetlands",,,"2014-04-03",1,"DIV.OSBS.2014.1","Y","VAMY3","Vaccinium myrsinites Lam.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"934F5414BBDF41599ED09D065169DA99","D03","OSBS","OSBS_016",,,,,"woodyWetlands",,,"2014-04-03",1,"DIV.OSBS.2014.1","Y","QUVI","Quercus virginiana Mill.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"0790BB064BBD464C9743600DF21BBEDD","D03","OSBS","OSBS_016",,,,,"woodyWetlands",,,"2014-04-03",1,"DIV.OSBS.2014.1","Y","DISP2","Dichanthelium sphaerocarpon (Elliott) Gould","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"04E3402CC19847809C41BC21093E665F","D03","OSBS","OSBS_016",,,,,"woodyWetlands",,,"2014-04-03",1,"DIV.OSBS.2014.1","Y","SMBO2","Smilax bona-nox L.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"5FBB7DCF05DC43CC94FC57F6A5F0417A","D03","OSBS","OSBS_016",,,,,"woodyWetlands",,,"2014-04-03",1,"DIV.OSBS.2014.1","Y","SMGL","Smilax glauca Walter","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"0BA15C8D4BF84010961F780CB1200855","D03","OSBS","OSBS_016",,,,,"woodyWetlands",,,"2014-04-03",1,"DIV.OSBS.2014.1","Y","QUHE2","Quercus hemisphaerica W. Bartram ex Willd.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"9CA18EC100D544389962F684E8D6AAC1","D03","OSBS","OSBS_016",,,,,"woodyWetlands",,,"2014-04-03",1,"DIV.OSBS.2014.1","Y","VIRO3","Vitis rotundifolia Michx.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"AFC0BDA120804925A16F79D7283ABB07","D03","OSBS","OSBS_016",,,,,"woodyWetlands",,,"2014-04-03",1,"DIV.OSBS.2014.1","Y","GAEL2","Galactia elliottii Nutt.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"AE292287754D4B82B34A65704648A623","D03","OSBS","OSBS_016",,,,,"woodyWetlands",,,"2014-04-03",1,"DIV.OSBS.2014.1","Y","PIEL","Pinus elliottii Engelm.","species",,,"NEON.DOC.014042",,"LBWEN7wUtDAEuiSEuQlmFbeqn2o2bz4w",,,,0,0,0
"DD5EDB1CCC76416BBDA298E51EAA00B1","D03","OSBS","OSBS_016",,,,,"woodyWetlands",,,"2014-04-03",1,"DIV.OSBS.2014.1","Y","VAAR","Vaccinium arboreum Marshall","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"565C37250E7742DBB419E25DB84539C2","D03","OSBS","OSBS_016",,,,,"woodyWetlands",,,"2014-04-03",1,"DIV.OSBS.2014.1","Y","LYLU3","Lyonia lucida (Lam.) K. Koch","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"69443276B4E341CD8C267638F4DDF86E","D03","OSBS","OSBS_016",,,,,"woodyWetlands",,,"2014-04-03",1,"DIV.OSBS.2014.1","Y","HYHY","Hypericum hypericoides (L.) Crantz","species",,,"NEON.DOC.014042",,"LBWEN7wUtDAEuiSEuQlmFbeqn2o2bz4w",,,,0,0,0
"3E0601BDE1604604BDF235D547FD93B1","D03","OSBS","OSBS_016",,,,,"woodyWetlands",,,"2014-04-03",1,"DIV.OSBS.2014.1","Y","ILGL","Ilex glabra (L.) A. Gray","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"6EA7F08F3F074BB287EF7F522349350F","D03","OSBS","OSBS_016",,,,,"woodyWetlands",,,"2014-04-03",1,"DIV.OSBS.2014.1","Y","CYRE5","Cyperus retrorsus Chapm.","species","cf. species",,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"534245B32037471EB5B98725D7C4492C","D03","OSBS","OSBS_016",,,,,"woodyWetlands",,,"2014-04-03",1,"DIV.OSBS.2014.1","Y","VAST","Vaccinium stamineum L.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"B21D17FA35714742AF18AE7254208103","D03","OSBS","OSBS_016",,,,,"woodyWetlands",,,"2014-04-03",1,"DIV.OSBS.2014.1","Y","GADU","Gaylussacia dumosa (Andrews) Torr. & A. Gray","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"FCA5B94439594BB996356130B17369C1","D03","OSBS","OSBS_016",,,,,"woodyWetlands",,,"2014-04-03",1,"DIV.OSBS.2014.1","Y","SMAU","Smilax auriculata Walter","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"53AC0BC474694FB29488D173FF2F38FB","D03","OSBS","OSBS_016",,,,,"woodyWetlands",,,"2014-04-03",1,"DIV.OSBS.2014.1","Y","SMSM","Smilax smallii Morong","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"63F660E8015140608FDF5B138C477C17","D03","OSBS","OSBS_016",,,,,"woodyWetlands",,,"2014-04-03",1,"DIV.OSBS.2014.1","Y","MOCE2","Morella cerifera (L.) Small","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"F2730965F8624FE6BE128E3D54623BE3","D03","OSBS","OSBS_016",,,,,"woodyWetlands",,,"2014-04-03",1,"DIV.OSBS.2014.1","Y","PHAM4","Phytolacca americana L.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"A5012921A6D94B6EB7DA1D44C28F5395","D03","OSBS","OSBS_016",,,,,"woodyWetlands",,,"2014-04-03",1,"DIV.OSBS.2014.1","Y","DIAC","Dichanthelium aciculare (Desv. ex Poir.) Gould & C.A. Clark","species","cf. species",,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
