"uid","domainID","siteID","plotID","subplotID","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertainty","date","boutNumber","eventID","targetTaxaPresent","taxonID","scientificName","taxonRank","identificationQualifier","morphospeciesID","samplingProtocol","identificationReferences","measuredBy","recordedBy","morphospeciesIDRemarks","taxonIDRemarks","remarks","missingRecords1m2QF","missingRecords10m2QF","missingRecords100m2QF","duplicateTaxonIDPerBout100m2QF"
"4A31E92BA729429A9539775E73506C42","D03","OSBS","OSBS_001","32",,,,,"2014-03-31",1,"DIV.OSBS.2014.1","Y","LYFE","Lyonia ferruginea (Walter) Nutt.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80",,,,0,0,0,0
"9B9B3D7BC12D40BA9193E730B2252BFE","D03","OSBS","OSBS_001","32",,,,,"2014-03-31",1,"DIV.OSBS.2014.1","Y","GOLA","Gordonia lasianthus (L.) Ellis","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80",,,,0,0,0,0
"653A463F848C4DBABBB0E75757006EFB","D03","OSBS","OSBS_001","32",,,,,"2014-03-31",1,"DIV.OSBS.2014.1","Y","SMSM","Smilax smallii Morong","species","cf. species",,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80",,,,0,0,0,0
"175096E137514767A8F5086D3A8B7B0A","D03","OSBS","OSBS_001","32",,,,,"2014-03-31",1,"DIV.OSBS.2014.1","Y","PTAQ","Pteridium aquilinum (L.) Kuhn","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80",,,,0,0,0,0
"ED18DE59242145E1A538A083E2FAEBFB","D03","OSBS","OSBS_001","32",,,,,"2014-03-31",1,"DIV.OSBS.2014.1","Y","VIRO3","Vitis rotundifolia Michx.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80",,,,0,0,0,0
"88A8BB6D5A9F43A28037850815AFE17F","D03","OSBS","OSBS_001","32",,,,,"2014-03-31",1,"DIV.OSBS.2014.1","Y","ACRU","Acer rubrum L.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80",,,,0,0,0,0
"EEB53758F2E8446BB94F3F4395A46318","D03","OSBS","OSBS_001","32",,,,,"2014-03-31",1,"DIV.OSBS.2014.1","Y","ACRUT","Acer rubrum L. var. trilobum Torr. & A. Gray ex K. Koch","variety",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80",,,,0,0,0,0
"04A5BB8BFC3142688DD9D9F592FCF017","D03","OSBS","OSBS_001","32",,,,,"2014-03-31",1,"DIV.OSBS.2014.1","Y","ILCO","Ilex coriacea (Pursh) Chapm.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80",,,,0,0,0,0
"6E4A8EB58CD0425A9EAD8DC0E05198B6","D03","OSBS","OSBS_001","32",,,,,"2014-03-31",1,"DIV.OSBS.2014.1","Y","LYLU3","Lyonia lucida (Lam.) K. Koch","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80",,,,0,0,0,0
"240606E75B69492092C6CC78028A31CC","D03","OSBS","OSBS_001","32",,,,,"2014-03-31",1,"DIV.OSBS.2014.1","Y","MIRE","Mitchella repens L.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80",,,,0,0,0,0
"B91BC5BF397E42E9A10E10542A241199","D03","OSBS","OSBS_001","32",,,,,"2014-03-31",1,"DIV.OSBS.2014.1","Y","PEBO","Persea borbonia (L.) Spreng.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80",,,,0,0,0,0
"A01E0CBE846C436DBB26A4EF12ADDE76","D03","OSBS","OSBS_001","32",,,,,"2014-03-31",1,"DIV.OSBS.2014.1","Y","QUHE2","Quercus hemisphaerica W. Bartram ex Willd.","species","cf. species",,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80",,,,0,0,0,0
"288DA995A449481F8EBC3A919981F026","D03","OSBS","OSBS_001","32",,,,,"2014-03-31",1,"DIV.OSBS.2014.1","Y","QUNI","Quercus nigra L.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80",,,,0,0,0,0
"D918A09B333847C887E6223C28B15EA9","D03","OSBS","OSBS_001","32",,,,,"2014-03-31",1,"DIV.OSBS.2014.1","Y","SERE2","Serenoa repens (W. Bartram) Small","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80",,,,0,0,0,0
"74D4525299674EEC9E68A74B58C91BDD","D03","OSBS","OSBS_001","32",,,,,"2014-03-31",1,"DIV.OSBS.2014.1","Y","SMGL","Smilax glauca Walter","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80",,,,0,0,0,0
"C2243C6F907946C0A782F7378E0FC66D","D03","OSBS","OSBS_001","40",,,,,"2014-03-31",1,"DIV.OSBS.2014.1","Y","ACRU","Acer rubrum L.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80",,,,0,0,0,0
"6F822F8BA55C4AC195D031A4DBA1178E","D03","OSBS","OSBS_001","31",,,,,"2014-03-31",1,"DIV.OSBS.2014.1","Y","SMSM","Smilax smallii Morong","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80",,,,0,0,0,0
"39B0EB1F945D4E949CCB28F709A78483","D03","OSBS","OSBS_001","31",,,,,"2014-03-31",1,"DIV.OSBS.2014.1","Y","QUNI","Quercus nigra L.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","sJHVgeaUm9xlaUDYd+IwAL+wATCDBR80",,,,0,0,0,0
"A79250C80F434C2F82A5E734FC1B2674","D03","OSBS","OSBS_023","32",29.722555,-81.985478,"WGS84",2.1,"2014-04-01",1,"DIV.OSBS.2014.1","Y","SMSM","Smilax smallii Morong","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0,0,0
"4913F187FBDD472D992C0BD7B3D518D8","D03","OSBS","OSBS_023","32",29.722555,-81.985478,"WGS84",2.1,"2014-04-01",1,"DIV.OSBS.2014.1","Y","PHAM4","Phytolacca americana L.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0,0,0
"78A171F477934B8EBB8BD9EF5FCFD978","D03","OSBS","OSBS_023","32",29.722555,-81.985478,"WGS84",2.1,"2014-04-01",1,"DIV.OSBS.2014.1","Y","CLMA4","Clitoria mariana L.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0,0,0
"98E11F44145842A38529B894993B649F","D03","OSBS","OSBS_023","32",29.722555,-81.985478,"WGS84",2.1,"2014-04-01",1,"DIV.OSBS.2014.1","Y","NYBI","Nyssa biflora Walter","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0,0,0
"D1DF4D987C39417A874081BFB808D8DC","D03","OSBS","OSBS_023","40",29.722646,-81.985572,"WGS84",2.1,"2014-04-01",1,"DIV.OSBS.2014.1","Y","CLMA4","Clitoria mariana L.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0,0,0
"6DBC60B68AFF48079DF8DDB961DC19A0","D03","OSBS","OSBS_023","40",29.722646,-81.985572,"WGS84",2.1,"2014-04-01",1,"DIV.OSBS.2014.1","Y","ILOP","Ilex opaca Aiton","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0,0,0
"40D39CEC1F4D40CB8C585FCB4F2C62E8","D03","OSBS","OSBS_023","41",29.722642,-81.985476,"WGS84",2.1,"2014-04-01",1,"DIV.OSBS.2014.1","N",,,,,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0,0,0
"3FACAB1469DD4852865E98DE35E3B2D1","D03","OSBS","OSBS_023","31",29.722564,-81.985585,"WGS84",2.1,"2014-04-01",1,"DIV.OSBS.2014.1","Y","CEOC2","Cephalanthus occidentalis L.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0,0,0
"3F49A06256194917B0F8BC551A17B572","D03","OSBS","OSBS_023","31",29.722564,-81.985585,"WGS84",2.1,"2014-04-01",1,"DIV.OSBS.2014.1","Y","ANGL2","Andropogon glomeratus (Walter) Britton, Sterns & Poggenb.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0,0,0
"A0620EAEB1BD4999BCB26F4F06FE1491","D03","OSBS","OSBS_023","31",29.722564,-81.985585,"WGS84",2.1,"2014-04-01",1,"DIV.OSBS.2014.1","Y","ACRUT","Acer rubrum L. var. trilobum Torr. & A. Gray ex K. Koch","variety",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0,0,0
"F17CD77DBD4E499C8FA2C9BA7204B172","D03","OSBS","OSBS_023","31",29.722564,-81.985585,"WGS84",2.1,"2014-04-01",1,"DIV.OSBS.2014.1","Y","ILMY","Ilex myrtifolia Walter","species","cf. species",,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0,0,0
"1CF2216472F349D8B0A696FC8A1CD471","D03","OSBS","OSBS_023","31",29.722564,-81.985585,"WGS84",2.1,"2014-04-01",1,"DIV.OSBS.2014.1","Y","EUCO7","Eupatorium compositifolium Walter","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0,0,0
"C9279A64AA2D4D70A7E03454537B122D","D03","OSBS","OSBS_023","32",29.722555,-81.985478,"WGS84",2.1,"2014-04-01",1,"DIV.OSBS.2014.1","Y","ANGL2","Andropogon glomeratus (Walter) Britton, Sterns & Poggenb.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0,0,0
"52876CAF2C58405FA0BDAB1A0C5D45A1","D03","OSBS","OSBS_023","32",29.722555,-81.985478,"WGS84",2.1,"2014-04-01",1,"DIV.OSBS.2014.1","Y","ACRUT","Acer rubrum L. var. trilobum Torr. & A. Gray ex K. Koch","variety",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0,0,0
"332C30DDE4324E01B1E71D8221C1B94F","D03","OSBS","OSBS_023","32",29.722555,-81.985478,"WGS84",2.1,"2014-04-01",1,"DIV.OSBS.2014.1","Y","ILMY","Ilex myrtifolia Walter","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0,0,0
"BF3718FB789943E9B3C02C89035C63FB","D03","OSBS","OSBS_011","32",29.721468,-81.986977,"WGS84",2.2,"2014-04-02",1,"DIV.OSBS.2014.1","Y","VACO","Vaccinium corymbosum L.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","PO+gLcqpgG6WKM8lPge6HQp6NUBLdhs8",,,,0,0,0,0
