"uid","domainID","siteID","plotID","subplotID","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertainty","date","boutNumber","eventID","targetTaxaPresent","taxonID","scientificName","taxonRank","identificationQualifier","morphospeciesID","percentCover","heightPlantOver300cm","heightPlantSpecies","samplingProtocol","identificationReferences","measuredBy","recordedBy","taxonIDRemarks","morphospeciesIDRemarks","remarks","duplicateTaxonIDBoutPer1m2QF","missingRecords1m2QF"
"FC1A86A79A9E4931A7694A67433F86EF","D10","CPER","CPER_009","41.4.1",40.826205,-104.745789,"WGS84",0.4,"2014-05-28",1,"DIV.CPER.2014.1","Y","BOGR2","Bouteloua gracilis (Willd. ex Kunth) Lag. ex Griffiths","species",,,0.5,"N",5.0,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","AHNxvhv4OK4mGSXWK8I1MxdfifOuzbmS",,,,0,0
"A38BB64B431E4051B485B5666E214F7F","D10","CPER","CPER_009","41.4.1",40.826205,-104.745789,"WGS84",0.4,"2014-05-28",1,"DIV.CPER.2014.1","Y","VUOC","Vulpia octoflora (Walter) Rydb.","species",,,3,"N",9.0,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","AHNxvhv4OK4mGSXWK8I1MxdfifOuzbmS",,,,0,0
"67F7F3D6357045A1AD1F325B71D35A91","D10","CPER","CPER_009","41.4.1",40.826205,-104.745789,"WGS84",0.4,"2014-05-28",1,"DIV.CPER.2014.1","Y","ARFR4","Artemisia frigida Willd.","species",,,0.5,"N",4.0,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","AHNxvhv4OK4mGSXWK8I1MxdfifOuzbmS",,,,0,0
"0CC9DBC029EC48BE9EDBBB7EB2B110E6","D10","CPER","CPER_009","41.4.1",40.826205,-104.745789,"WGS84",0.4,"2014-05-28",1,"DIV.CPER.2014.1","Y","CRMI5","Cryptantha minima Rydb.","species",,,2,"N",5.0,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","AHNxvhv4OK4mGSXWK8I1MxdfifOuzbmS",,,,0,0
"5E622CC3436A4C8FB24D50628542ED9F","D10","CPER","CPER_009","31.4.1",40.826116,-104.745909,"WGS84",0.4,"2014-05-28",1,"DIV.CPER.2014.1","Y","CADU6","Carex duriuscula C.A. Mey.","species","cf. species",,1,"N",12.0,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","n15MKd9HZpj/Ln9qG+710s4OwrcybKrR",,,,0,0
"1E7C53AB7B8A4F6A8CFB1D73181BA0FE","D10","CPER","CPER_009","31.1.1",40.826035,-104.746017,"WGS84",0.4,"2014-05-28",1,"DIV.CPER.2014.1","Y","THME","Thelesperma megapotamicum (Spreng.) Kuntze","species","cf. species",,0.5,"N",7.0,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","n15MKd9HZpj/Ln9qG+710s4OwrcybKrR",,,,0,0
"00D004E26D114054BFE3CBB60E178826","D10","CPER","CPER_009","31.1.1",40.826035,-104.746017,"WGS84",0.4,"2014-05-28",1,"DIV.CPER.2014.1","Y","CADU6","Carex duriuscula C.A. Mey.","species","cf. species",,0.5,"N",13.0,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","n15MKd9HZpj/Ln9qG+710s4OwrcybKrR",,,,0,0
"CF2C72842DA94C50BE58AF1102CA80FC","D10","CPER","CPER_009","32.2.1",40.826034,-104.745791,"WGS84",0.4,"2014-05-28",1,"DIV.CPER.2014.1","Y","VUOC","Vulpia octoflora (Walter) Rydb.","species",,,0.5,"N",12.0,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","AHNxvhv4OK4mGSXWK8I1MxdfifOuzbmS",,,,0,0
"1C23753FE8A64FE99D7ACDC4630D10EC","D10","CPER","CPER_009","32.2.1",40.826034,-104.745791,"WGS84",0.4,"2014-05-28",1,"DIV.CPER.2014.1","Y","SPCO","Sphaeralcea coccinea (Nutt.) Rydb.","species",,,1,"N",4.0,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","AHNxvhv4OK4mGSXWK8I1MxdfifOuzbmS",,,,0,0
"D274947B938347C1BD2750DE597172DE","D10","CPER","CPER_009","32.2.1",40.826034,-104.745791,"WGS84",0.4,"2014-05-28",1,"DIV.CPER.2014.1","Y","BOGR2","Bouteloua gracilis (Willd. ex Kunth) Lag. ex Griffiths","species",,,10,"N",7.0,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","AHNxvhv4OK4mGSXWK8I1MxdfifOuzbmS",,,,0,0
"8020941C1D02432AA592890CB78F24E0","D10","CPER","CPER_009","32.2.1",40.826034,-104.745791,"WGS84",0.4,"2014-05-28",1,"DIV.CPER.2014.1","Y","VIAM","Vicia americana Muhl. ex Willd.","species",,,0.5,"N",11.0,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","AHNxvhv4OK4mGSXWK8I1MxdfifOuzbmS",,,,0,0
"98D647ED302D4F83B9FF5D477E86FE19","D10","CPER","CPER_009","32.2.1",40.826034,-104.745791,"WGS84",0.4,"2014-05-28",1,"DIV.CPER.2014.1","Y","PASM","Pascopyrum smithii (Rydb.) Á. Löve","species",,,3,"N",21.0,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","AHNxvhv4OK4mGSXWK8I1MxdfifOuzbmS",,,,0,0
"071D83858E354A62B764FFA698351EC6","D10","CPER","CPER_009","32.2.1",40.826034,-104.745791,"WGS84",0.4,"2014-05-28",1,"DIV.CPER.2014.1","Y","BODA2","Bouteloua dactyloides (Nutt.) J.T. Columbus","species",,,1,"N",4.0,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","AHNxvhv4OK4mGSXWK8I1MxdfifOuzbmS",,,,0,0
"64E6FB0E43974B8AB560B95D11B4F41C","D10","CPER","CPER_009","32.2.1",40.826034,-104.745791,"WGS84",0.4,"2014-05-28",1,"DIV.CPER.2014.1","Y","HECO26","Hesperostipa comata (Trin. & Rupr.) Barkworth","species",,,3,"N",35.0,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","AHNxvhv4OK4mGSXWK8I1MxdfifOuzbmS",,,,0,0
"5C3C099BED07460CB8A5B11A7B26A9D0","D10","CPER","CPER_009","32.2.1",40.826034,-104.745791,"WGS84",0.4,"2014-05-28",1,"DIV.CPER.2014.1","Y","ECVI2","Echinocereus viridiflorus Engelm.","species",,,1,"N",3.0,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","AHNxvhv4OK4mGSXWK8I1MxdfifOuzbmS",,,,0,0
"8231A5B0AF544FFDA7414E652DDC6917","D10","CPER","CPER_009","32.2.1",40.826034,-104.745791,"WGS84",0.4,"2014-05-28",1,"DIV.CPER.2014.1","Y","THFI","Thelesperma filifolium (Hook.) A. Gray","species",,,0.5,"N",7.0,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","AHNxvhv4OK4mGSXWK8I1MxdfifOuzbmS",,,,0,0
"4C60F1989A9249DA8E0B16CA455911C6","D10","CPER","CPER_009","32.2.1",40.826034,-104.745791,"WGS84",0.4,"2014-05-28",1,"DIV.CPER.2014.1","Y","ARFR4","Artemisia frigida Willd.","species",,,4,"N",5.0,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","AHNxvhv4OK4mGSXWK8I1MxdfifOuzbmS",,,,0,0
"5DBC112FA5BA497B884D03CB62DBD39D","D10","CPER","CPER_009","32.2.1",40.826034,-104.745791,"WGS84",0.4,"2014-05-28",1,"DIV.CPER.2014.1","Y","ELEL5","Elymus elymoides (Raf.) Swezey","species",,,1,"N",13.0,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","AHNxvhv4OK4mGSXWK8I1MxdfifOuzbmS",,,,0,0
"107CD59968934BD6BECA4D58F77762DC","D10","CPER","CPER_009","32.2.1",40.826034,-104.745791,"WGS84",0.4,"2014-05-28",1,"DIV.CPER.2014.1","Y","PSTE5","Psoralidium tenuiflorum (Pursh) Rydb.","species",,,2,"N",19.0,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","AHNxvhv4OK4mGSXWK8I1MxdfifOuzbmS",,,,0,0
"C5E7C911325E4D13AB283C5D97C7ABDE","D10","CPER","CPER_009","40.1.1",40.826127,-104.746014,"WGS84",0.4,"2014-05-28",1,"DIV.CPER.2014.1","Y","SPCO","Sphaeralcea coccinea (Nutt.) Rydb.","species",,,0.5,"N",2.0,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","AHNxvhv4OK4mGSXWK8I1MxdfifOuzbmS",,,,0,0
"3AA8529B5AFA4586BDF04204A7E36ABD","D10","CPER","CPER_009","40.1.1",40.826127,-104.746014,"WGS84",0.4,"2014-05-28",1,"DIV.CPER.2014.1","Y","OPPO","Opuntia polyacantha Haw.","species",,,0.5,"N",4.0,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","AHNxvhv4OK4mGSXWK8I1MxdfifOuzbmS",,,,0,0
"0EA0D422255048D7A6819CE5216E33E2","D10","CPER","CPER_009","40.1.1",40.826127,-104.746014,"WGS84",0.4,"2014-05-28",1,"DIV.CPER.2014.1","Y","BOGR2","Bouteloua gracilis (Willd. ex Kunth) Lag. ex Griffiths","species",,,25,"N",6.0,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","AHNxvhv4OK4mGSXWK8I1MxdfifOuzbmS",,,,0,0
"EF826E1BDE5346DD988691A1511AE00C","D10","CPER","CPER_009","40.1.1",40.826127,-104.746014,"WGS84",0.4,"2014-05-28",1,"DIV.CPER.2014.1","Y","BODA2","Bouteloua dactyloides (Nutt.) J.T. Columbus","species",,,15,"N",3.0,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","AHNxvhv4OK4mGSXWK8I1MxdfifOuzbmS",,,,0,0
"07CEB8BE610D48C6ACA8A7A399D60DAD","D10","CPER","CPER_009","40.1.1",40.826127,-104.746014,"WGS84",0.4,"2014-05-28",1,"DIV.CPER.2014.1","Y","CADU6","Carex duriuscula C.A. Mey.","species",,,2,"N",13.0,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","AHNxvhv4OK4mGSXWK8I1MxdfifOuzbmS",,,,0,0
"44F956689688487C81E6522B3F49DDA9","D10","CPER","CPER_009","40.3.1",40.826208,-104.746013,"WGS84",0.4,"2014-05-28",1,"DIV.CPER.2014.1","Y","OPPO","Opuntia polyacantha Haw.","species",,,3,"N",3.0,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","n15MKd9HZpj/Ln9qG+710s4OwrcybKrR",,,,0,0
"A749E24828874524802E11ACE530B39B","D10","CPER","CPER_009","40.3.1",40.826208,-104.746013,"WGS84",0.4,"2014-05-28",1,"DIV.CPER.2014.1","Y","SPCO","Sphaeralcea coccinea (Nutt.) Rydb.","species",,,0.5,"N",6.0,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","n15MKd9HZpj/Ln9qG+710s4OwrcybKrR",,,,0,0
"8AB98876495C47F0BEDA5F1CC7F83DBB","D10","CPER","CPER_009","40.3.1",40.826208,-104.746013,"WGS84",0.4,"2014-05-28",1,"DIV.CPER.2014.1","Y","BOGR2","Bouteloua gracilis (Willd. ex Kunth) Lag. ex Griffiths","species",,,2,"N",8.0,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","n15MKd9HZpj/Ln9qG+710s4OwrcybKrR",,,,0,0
"874E9F4E623741BDB2C9EEA53AF52E34","D10","CPER","CPER_009","40.3.1",40.826208,-104.746013,"WGS84",0.4,"2014-05-28",1,"DIV.CPER.2014.1","Y","PASM","Pascopyrum smithii (Rydb.) Á. Löve","species",,,2,"N",26.0,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","n15MKd9HZpj/Ln9qG+710s4OwrcybKrR",,,,0,0
"990FC53ECEC341E7ACF129B2255A5804","D10","CPER","CPER_009","41.1.1",40.826125,-104.745897,"WGS84",0.4,"2014-05-28",1,"DIV.CPER.2014.1","Y","BODA2","Bouteloua dactyloides (Nutt.) J.T. Columbus","species",,,5,"N",4.0,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","AHNxvhv4OK4mGSXWK8I1MxdfifOuzbmS",,,,0,0
"D02714BB19394E12A281AF759C37CA39","D10","CPER","CPER_009","41.1.1",40.826125,-104.745897,"WGS84",0.4,"2014-05-28",1,"DIV.CPER.2014.1","Y","BOGR2","Bouteloua gracilis (Willd. ex Kunth) Lag. ex Griffiths","species",,,15,"N",6.0,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","AHNxvhv4OK4mGSXWK8I1MxdfifOuzbmS",,,,0,0
"91A6DE4EF05E41AEA3A9B936B4127E32","D10","CPER","CPER_009","41.1.1",40.826125,-104.745897,"WGS84",0.4,"2014-05-28",1,"DIV.CPER.2014.1","Y","CADU6","Carex duriuscula C.A. Mey.","species",,,0.5,"N",11.0,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","AHNxvhv4OK4mGSXWK8I1MxdfifOuzbmS",,,,0,0
"6099342AABEF45FC806FB1626E95A694","D10","CPER","CPER_009","32.4.1",40.826115,-104.745791,"WGS84",0.4,"2014-05-28",1,"DIV.CPER.2014.1","Y","BODA2","Bouteloua dactyloides (Nutt.) J.T. Columbus","species",,,10,"N",6.0,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","AHNxvhv4OK4mGSXWK8I1MxdfifOuzbmS",,,,0,0
"57F2006150CE4886AB36F4273E59658F","D10","CPER","CPER_009","32.4.1",40.826115,-104.745791,"WGS84",0.4,"2014-05-28",1,"DIV.CPER.2014.1","Y","OPPO","Opuntia polyacantha Haw.","species",,,0.5,"N",8.0,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","AHNxvhv4OK4mGSXWK8I1MxdfifOuzbmS",,,,0,0
"6F71E457D4914898BB99DB251F3AC41A","D10","CPER","CPER_009","32.4.1",40.826115,-104.745791,"WGS84",0.4,"2014-05-28",1,"DIV.CPER.2014.1","Y","PASM","Pascopyrum smithii (Rydb.) Á. Löve","species",,,5,"N",19.0,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","AHNxvhv4OK4mGSXWK8I1MxdfifOuzbmS",,,,0,0
"F2F1463AE4E64B0F96DED95A80419069","D10","CPER","CPER_009","32.4.1",40.826115,-104.745791,"WGS84",0.4,"2014-05-28",1,"DIV.CPER.2014.1","Y","THFI","Thelesperma filifolium (Hook.) A. Gray","species",,,0.5,"N",7.0,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","AHNxvhv4OK4mGSXWK8I1MxdfifOuzbmS",,,,0,0
"3129B9E6E36F4CE5A8B95BA589F4AAB6","D10","CPER","CPER_009","32.4.1",40.826115,-104.745791,"WGS84",0.4,"2014-05-28",1,"DIV.CPER.2014.1","Y","SPCO","Sphaeralcea coccinea (Nutt.) Rydb.","species",,,0.5,"N",5.0,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","AHNxvhv4OK4mGSXWK8I1MxdfifOuzbmS",,,,0,0
"81D2274ABB054C10892D669CE9B604EA","D10","CPER","CPER_009","32.4.1",40.826115,-104.745791,"WGS84",0.4,"2014-05-28",1,"DIV.CPER.2014.1","Y","PSTE5","Psoralidium tenuiflorum (Pursh) Rydb.","species",,,1,"N",13.0,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","AHNxvhv4OK4mGSXWK8I1MxdfifOuzbmS",,,,0,0
"14762BDF5C92490FAE472C3BA53F593A","D10","CPER","CPER_009","32.4.1",40.826115,-104.745791,"WGS84",0.4,"2014-05-28",1,"DIV.CPER.2014.1","Y","CADU6","Carex duriuscula C.A. Mey.","species",,,0.5,"N",11.0,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","AHNxvhv4OK4mGSXWK8I1MxdfifOuzbmS",,,,0,0
"FE9365B1989E4CFAA02108D23C6CD91B","D10","CPER","CPER_009","40.1.1",40.826127,-104.746014,"WGS84",0.4,"2014-05-28",1,"DIV.CPER.2014.1","Y","VUOC","Vulpia octoflora (Walter) Rydb.","species",,,3,"N",11.0,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","AHNxvhv4OK4mGSXWK8I1MxdfifOuzbmS",,,,0,0
"7A5682E3B12C40A1A2F28661CBF314E5","D10","CPER","CPER_009","32.4.1",40.826115,-104.745791,"WGS84",0.4,"2014-05-28",1,"DIV.CPER.2014.1","Y","VUOC","Vulpia octoflora (Walter) Rydb.","species",,,0.5,"N",12.0,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","AHNxvhv4OK4mGSXWK8I1MxdfifOuzbmS",,,,0,0
"94852A8E27C2407BB9CED997F4A0296B","D10","CPER","CPER_009","40.1.1",40.826127,-104.746014,"WGS84",0.4,"2014-05-28",1,"DIV.CPER.2014.1","Y","ARFR4","Artemisia frigida Willd.","species",,,6,"N",6.0,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","AHNxvhv4OK4mGSXWK8I1MxdfifOuzbmS",,,,0,0
"CB94B26092E94E51BAAF2409F9E84253","D10","CPER","CPER_009","40.1.1",40.826127,-104.746014,"WGS84",0.4,"2014-05-28",1,"DIV.CPER.2014.1","Y","PASM","Pascopyrum smithii (Rydb.) Á. Löve","species",,,0.5,"N",18.0,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","AHNxvhv4OK4mGSXWK8I1MxdfifOuzbmS",,,,0,0
"56C370F416014DB7B88F58C3269AB005","D10","CPER","CPER_009","40.3.1",40.826208,-104.746013,"WGS84",0.4,"2014-05-28",1,"DIV.CPER.2014.1","Y","THFI","Thelesperma filifolium (Hook.) A. Gray","species",,,15,"N",17.0,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","n15MKd9HZpj/Ln9qG+710s4OwrcybKrR",,,,0,0
"307378505E4F447B9383674DC07F6A0A","D10","CPER","CPER_009","31.1.1",40.826035,-104.746017,"WGS84",0.4,"2014-05-28",1,"DIV.CPER.2014.1","Y","ELEL5","Elymus elymoides (Raf.) Swezey","species",,,0.5,"N",12.0,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","n15MKd9HZpj/Ln9qG+710s4OwrcybKrR",,,,0,0
"876602F2F22E4B04B93BB760E2A11339","D10","CPER","CPER_009","31.1.1",40.826035,-104.746017,"WGS84",0.4,"2014-05-28",1,"DIV.CPER.2014.1","Y","THFI","Thelesperma filifolium (Hook.) A. Gray","species",,,1,"N",7.0,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","n15MKd9HZpj/Ln9qG+710s4OwrcybKrR",,,,0,0
"76154B3F794A4AA68BE0DBF3831FE109","D10","CPER","CPER_009","31.1.1",40.826035,-104.746017,"WGS84",0.4,"2014-05-28",1,"DIV.CPER.2014.1","Y","PSTE5","Psoralidium tenuiflorum (Pursh) Rydb.","species",,,1,"N",8.0,"NEON.DOC.014042",,"P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh","n15MKd9HZpj/Ln9qG+710s4OwrcybKrR",,,,0,0
